AFG;HQ;1st Afghanestani Army
AFG;HQ;2nd Afghanestani Army
AFG;HQ;3rd Afghanestani Army
AFG;HQ;4th Afghanestani Army
AFG;HQ;5th Afghanestani Army
AFG;HQ;6th Afghanestani Army
AFG;Inf;Faizabad Division
AFG;Inf;Ghazni Division
AFG;Inf;Herat Division
AFG;Inf;Jalalabad Division
AFG;Inf;Kandahar Division
AFG;Inf;Maymeneh Division
AFG;Inf;Mazar-i-Sharif Division
AFG;Inf;Zahir Shah Division
AFG;Inf;Abdur Rahman Division
AFG;Inf;Nadir Shah Division
AFG;Inf;Dost Mohammed Division
AFG;Inf;Shah Shuja Division
AFG;HQ;Afghan General Staff
AFG;HQ;1st Afghani Army
AFG;HQ;2nd Afghani Army
AFG;HQ;3rd Afghani Army
AFG;HQ;4th Afghani Army
AFG;HQ;5th Afghani Army
AFG;HQ;6th Afghani Army
AFG;Inf;Faizabad Division
AFG;Inf;Ghazni Division
AFG;Inf;Herat Division
AFG;Inf;Jalalabad Division
AFG;Inf;Kandahar Division
AFG;Inf;Maymeneh Division
AFG;Inf;Mazar-i-Sharif Division
AFG;Inf;Zahir Shah Division
AFG;Inf;Abdur Rahman Division
AFG;Inf;Nadir Shah Division
AFG;Inf;Dost Mohammed Division
AFG;Inf;Shah Shuja Division
AFG;Inf;Taloqan Division
AFG;Inf;Qondoz Division
AFG;Inf;Kholm Division
AFG;Inf;Aybak Division
AFG;Inf;Sheberghan Division
AFG;Inf;Balkh Division
AFG;Inf;Dawlatabad Division
AFG;Inf;Tarin Kowt Division
AFG;Inf;Dalat Division
AFG;Inf;Khash Division
AFG;Inf;Lashkar Gan Division
AFG;Inf;Mirabad Division
AFG;41;Faizabad Division
AFG;41;Ghazni Division
AFG;41;Herat Division
AFG;41;Jalalabad Division
AFG;41;Kandahar Division
AFG;41;Maymeneh Division
AFG;41;Mazar-i-Sharif Division
AFG;41;Zahir Shah Division
AFG;41;Abdur Rahman Division
AFG;41;Nadir Shah Division
AFG;41;Dost Mohammed Division
AFG;41;Shah Shuja Division
AFG;41;Taloqan Division
AFG;41;Qondoz Division
AFG;41;Kholm Division
AFG;41;Aybak Division
AFG;41;Sheberghan Division
AFG;41;Balkh Division
AFG;41;Dawlatabad Division
AFG;41;Tarin Kowt Division
AFG;41;Dalat Division
AFG;41;Khash Division
AFG;41;Lashkar Gan Division
AFG;41;Mirabad Division
AFG;Cav;Faizabad Cavalry
AFG;Cav;Ghazni Cavalry
AFG;Cav;Herat Cavalry
AFG;Cav;Jalalabad Cavalry
AFG;Cav;Kandahar Cavalry
AFG;Cav;Maymeneh Cavalry
AFG;Cav;Mazar-i-Sharif Cavalry
AFG;Cav;Zahir Shah Cavalry
AFG;Cav;Abdur Rahman Cavalry
AFG;Cav;Nadir Shah Cavalry
AFG;Gar;Faizabad Division
AFG;Gar;Ghazni Division
AFG;Gar;Herat Division
AFG;Gar;Jalalabad Division
