AFG;I. 'Atul' Corps al-Afghani
AFG;II. 'Selab' Corps al-Afghani
AFG;III. 'Zabar' Corps al-Afghani
AFG;IV. 'Tandar' Corps al-Afghani
AFG;V. 'Shaheen' Corps al-Afghani
AFG;VI. 'Maiwand' Corps al-Afghani
AFG;VII. Corps al-Afghani
AFG;VIII. Corps al-Afghani
AFG;IX. Corps al-Afghani
AFG;X. Corps al-Afghani
AFG;XI. Corps al-Afghani
AFG;XII. Corps al-Afghani
AFG;XIII. Corps al-Afghani
AFG;XIV. Corps al-Afghani
AFG;XV. Corps al-Afghani
AFG;XXI. Corps al-Afghani
AFG;XXII. Corps al-Afghani
AFG;XXIII. Corps al-Afghani
AFG;XXIV. Corps al-Afghani
AFG;XXV. Corps al-Afghani
AFG;XXX. Corps al-Afghani
ALB;I. Shqip Arm�
ALB;II. Shqip Arm�
ALB;III. Shqip Arm�
ALB;IV. Shqip Arm�
ALB;V. Shqip Arm�
ALB;VI. Shqip Arm�
ALB;VII. Shqip Arm�
ALB;VIII. Shqip Arm�
ALB;IX. Shqip Arm�
ALB;X. Shqiperia Arm�
ALB;XI. Shqip Arm�
ALB;XII. Shqip Arm�
ALB;XIII. Shqip Arm�
ALB;XIV. Shqip Arm�
ALB;XV. Shqip Arm�
ALB;XVI. Shqip Arm�
ALB;XVII. Shqip Arm�
ALB;XVIII. Shqip Arm�
ALB;XIX. Shqip Arm�
ALB;XX. Shqip Arm�
ALB;XXI. Shqip Arm�
ALB;XXII. Shqip Arm�
ALB;XXIII. Shqip Arm�
ALB;XXIV. Shqip Arm�
ALB;XXV. Shqip Arm�
ALB;XXVI. Shqip Arm�
ALB;XXVII. Shqip Arm�
ALB;XXVIII. Shqip Arm�
ALB;XXIX. Shqip Arm�
ALB;XXX. Shqip Arm�
ALG;I. Corps Al-Imuhagh
ALG;II. Corps Al-Imuhagh
ALG;III. Corps Al-Imuhagh
ALG;IV. Corps Al-Imuhagh
ALG;V. Corps Al-Imuhagh
ALG;VI. Corps Al-Imuhagh
ALG;VII. Corps Al-Imuhagh
ALG;VIII. Corps Al-Imuhagh
ALG;IX. Corps Al-Imuhagh
ALG;X. Corps Al-Imuhagh
ALG;XI. Corps Al-Imuhagh
ALG;XII. Corps Al-Imuhagh
ALG;XIII. Corps Al-Imuhagh
ALG;XIV. Corps Al-Imuhagh
ALG;XV. Corps Al-Imuhagh
ALG;XVI. Corps Al-Imuhagh
ALG;XVII. Corps Al-Imuhagh
ALG;XVIII. Corps Al-Imuhagh
ALG;XIX. Corps Al-Imuhagh
ALG;XX. Corps Al-Imuhagh
ALG;XXI. Corps Al-Imuhagh
ALG;XXII. Corps Al-Imuhagh
ALG;XXIII. Corps Al-Imuhagh
ALG;XXIV. Corps Al-Imuhagh
ALG;XXV. Corps Al-Imuhagh
ALG;XXVI. Corps Al-Imuhagh
ALG;XXVII. Corps Al-Imuhagh
ALG;XXVIII. Corps Al-Imuhagh
ALG;XXIX. Corps Al-Imuhagh
ALG;XXX. Corps Al-Imuhagh
ANG;1o Corpo de Angola
ANG;2o Corpo de Angola
ANG;3o Corpo de Angola
ANG;4o Corpo de Angola
ANG;5o Corpo de Angola
ANG;6o Corpo de Angola
ANG;7o Corpo de Angola
ANG;8o Corpo de Angola
ANG;10o Corpo de Angola
ANG;11o Corpo de Angola
ANG;12o Corpo de Angola
ANG;13o Corpo de Angola
ANG;14o Corpo de Angola
ANG;15o Corpo de Angola
ANG;16o Corpo de Angola
ANG;17o Corpo de Angola
ANG;18o Corpo de Angola
ANG;19o Corpo de Angola
ANG;20o Corpo de Angola
ANG;21o Corpo de Angola
ANG;22o Corpo de Angola
ANG;23o Corpo de Angola
ANG;24o Corpo de Angola
ANG;25o Corpo de Angola
ANG;26o Corpo de Angola
ANG;27o Corpo de Angola
ANG;28o Corpo de Angola
ANG;29o Corpo de Angola
ANG;30o Corpo de Angola
ARA;I. Corps al-Arabiyah
ARA;II. Corps al-Arabiyah
ARA;III. Corps al-Arabiyah
ARA;IV. Corps al-Arabiyah
ARA;V. Corps al-Arabiyah
ARA;VI. Corps al-Arabiyah
ARA;VII. Corps al-Arabiyah
ARA;VIII. Corps al-Arabiyah
ARA;IX. Corps al-Arabiyah
ARA;X. Corps al-Arabiyah
ARA;XI. Corps al-Arabiyah
ARA;XII. Corps al-Arabiyah
ARA;XIII. Corps al-Arabiyah
ARA;XIV. Corps al-Arabiyah
ARA;XV. Corps al-Arabiyah
ARA;XVI. Corps al-Arabiyah
ARA;XVII. Corps al-Arabiyah
ARA;XVIII. Corps al-Arabiyah
ARA;XIX. Corps al-Arabiyah
ARA;XX. Corps al-Arabiyah
ARA;XXI. Corps al-Arabiyah
ARA;XXII. Corps al-Arabiyah
ARA;XXIII. Corps al-Arabiyah
ARA;XXIV. Corps al-Arabiyah
ARA;XXV. Corps al-Arabiyah
ARA;XXVI. Corps al-Arabiyah
ARA;XXVII. Corps al-Arabiyah
ARA;XXVIII. Corps al-Arabiyah
ARA;XXIX. Corps al-Arabiyah
ARA;XXX. Corps al-Arabiyah
ARG;1o Ej�rcito Platense
ARG;2o Ej�rcito Platense
ARG;3o Ej�rcito Platense
ARG;4o Ej�rcito Platense
ARG;5o Ej�rcito Platense
ARG;6o Ej�rcito Platense
ARG;7o Ej�rcito Platense
ARG;8o Ej�rcito Platense
ARG;9o Ej�rcito Platense
ARG;10o Ej�rcito Platense
ARG;11o Ej�rcito Platense
ARG;12o Ej�rcito Platense
ARG;13o Ej�rcito Platense
ARG;14o Ej�rcito Platense
ARG;15o Ej�rcito Platense
ARG;16o Ej�rcito Platense
ARG;17o Ej�rcito Platense
ARG;18o Ej�rcito Platense
ARG;19o Ej�rcito Platense
ARG;20o Ej�rcito Platense
ARG;21o Ej�rcito Platense
ARG;22o Ej�rcito Platense
ARG;23o Ej�rcito Platense
ARG;24o Ej�rcito Platense
ARG;25o Ej�rcito Platense
ARG;26o Ej�rcito Platense
ARG;27o Ej�rcito Platense
ARG;28o Ej�rcito Platense
ARG;29o Ej�rcito Platense
ARG;30o Ej�rcito Platense
ARG;31o Ej�rcito Platense
ARG;32o Ej�rcito Platense
ARG;33o Ej�rcito Platense
ARG;34o Ej�rcito Platense
ARG;35o Ej�rcito Platense
ARG;36o Ej�rcito Platense
ARG;37o Ej�rcito Platense
ARG;38o Ej�rcito Platense
ARG;39o Ej�rcito Platense
ARG;40o Ej�rcito Platense
ARG;41o Ej�rcito Platense
ARM;I. Hayastani Korpus
ARM;II. Hayastani Korpus
ARM;III. Hayastani Korpus
ARM;IV. Hayastani Korpus
ARM;V. Hayastani Korpus
ARM;VI. Hayastani Korpus
ARM;VII. Hayastani Korpus
ARM;VIII. Hayastani Korpus
ARM;IX. Hayastani Korpus
ARM;X. Hayastani Korpus
ARM;XI. Hayastani Korpus
ARM;XII. Hayastani Korpus
ARM;XIII. Hayastani Korpus
ARM;XIV. Hayastani Korpus
ARM;XV. Hayastani Korpus
ARM;XVI. Hayastani Korpus
ARM;XVII. Hayastani Korpus
ARM;XVIII. Hayastani Korpus
ARM;XIX. Hayastani Korpus
ARM;XX. Hayastani Korpus
ARM;XXI. Hayastani Korpus
ARM;XXII. Hayastani Korpus
ARM;XXIII. Hayastani Korpus
ARM;XXIV. Hayastani Korpus
ARM;XXV. Hayastani Korpus
ARM;XXVI. Hayastani Korpus
ARM;XXVII. Hayastani Korpus
ARM;XXVIII. Hayastani Korpus
ARM;XXIX. Hayastani Korpus
ARM;XXX. Hayastani Korpus
ARM;XXXI. Hayastani Korpus
ARM;XXXII. Hayastani Korpus
ARM;XXXIII. Hayastani Korpus
ARM;XXXIV. Hayastani Korpus
ARM;XXXV. Hayastani Korpus
ARM;XXXVI. Hayastani Korpus
ARM;XXXVII. Hayastani Korpus
ARM;XXXVIII. Hayastani Korpus
ARM;XXXIX. Hayastani Korpus
ARM;XL. Hayastani Korpus
ARM;XLI. Hayastani Korpus
ARM;XLII. Hayastani Korpus
ARM;XLIII. Hayastani Korpus
ARM;XLIV. Hayastani Korpus
ARM;XLV. Hayastani Korpus
ARM;XLVI. Hayastani Korpus
ARM;XLVII. Hayastani Korpus
ARM;XLVIII. Hayastani Korpus
ARM;XLIX. Hayastani Korpus
ARM;L. Hayastani Korpus
AST;I Australasian Corps
AST;II Australasian Corps
AST;III Australasian Corps
AST;IV Australasian Corps
AST;V Australasian Corps
AST;VI Australasian Corps
AST;VII Australasian Corps
AST;VIII Australasian Corps
AST;IX Australasian Corps
AST;X Australasian Corps
AST;XI Australasian Corps
AST;XII Australasian Corps
AST;XIII Australasian Corps
AST;XIV Australasian Corps
AST;XV Australasian Corps
AST;XXI Australasian Corps
AST;XXII Australasian Corps
AST;XXIII Australasian Corps
AST;XXIV Australasian Corps
AST;XXV Australasian Corps
AST;XXX Australasian Corps
AST;XXXIII Australasian Corps
AST;XVI Australasian Corps
AST;XVII Australasian Corps
AST;XVIII Australasian Corps
AST;XIX Australasian Corps
AST;XX Australasian Corps
AST;XXI Australasian Corps
AST;XXII Australasian Corps
AST;XXIII Australasian Corps
AST;XXIV Australasian Corps
AST;XXV Australasian Corps
AST;XXVI Australasian Corps
AST;XXVII Australasian Corps
AST;XXVIII Australasian Corps
AST;XXIX Australasian Corps
AST;XXX Australasian Corps
AST;XXXI Australasian Corps
AST;XXXII Australasian Corps
AST;XXXIII Australasian Corps
AST;XXXIV Australasian Corps
AST;XXXV Australasian Corps
AST;XXXVI Australasian Corps
AST;XXXVII Australasian Corps
AST;XXXVIII Australasian Corps
AST;XXXIX Australasian Corps
AST;XL Australasian Corps
AST;XLI Australasian Corps
AST;XLII Australasian Corps
AST;XLIII Australasian Corps
AST;XLIV Australasian Corps
AST;XLV Australasian Corps
AST;XLVI Australasian Corps
AST;XLVII Australasian Corps
AST;XLVIII Australasian Corps
AST;XLIX Australasian Corps
AST;L Australasian Corps
AST;LI Australasian Corps
AST;LII Australasian Corps
AST;LIII Australasian Corps
AST;LIV Australasian Corps
AST;LV Australasian Corps
AST;LVI Australasian Corps
AST;LVII Australasian Corps
AST;LVIII Australasian Corps
AST;LIX Australasian Corps
AST;LX Australasian Corps
AST;LXI Australasian Corps
AST;LXII Australasian Corps
AST;LXIII Australasian Corps
AST;LXIV Australasian Corps
AST;LXV Australasian Corps
AST;LXVI Australasian Corps
AST;LXVII Australasian Corps
AST;LXVIII Australasian Corps
AST;LXIX Australasian Corps
AST;LXX Australasian Corps
AUS;I. Armee
AUS;II. Armee
AUS;III. Armee
AUS;IV. Armee
AUS;V. Armee
AUS;VI. Armee
AUS;VII. Armee
AUS;VIII. Armee
AUS;IX. Armee
AUS;X. Armee
AUS;XI. Armee
AUS;XII. Armee
