AFG;No.1 Afghani Air Command
AFG;No.2 Afghani Air Command
AFG;No.3 Afghani Air Command
AFG;No.4 Afghani Air Command
AFG;No.5 Afghani Air Command
AFG;No.6 Afghani Air Command
AFG;No.7 Afghani Air Command
AFG;No.8 Afghani Air Command
AFG;No.9 Afghani Air Command
AFG;No.10 Afghani Air Command
AFG;No.11 Afghani Air Command
AFG;No.12 Afghani Air Command
AFG;No.13 Afghani Air Command
AFG;No.14 Afghani Air Command
AFG;No.16 Afghani Air Command
AFG;No.17 Afghani Air Command
AFG;No.19 Afghani Air Command
AFG;No.20 Afghani Air Command
ALB;I. Shqip Aviacion Ushtarak
ALB;II. Shqip Aviacion Ushtarak
ALB;III. Shqip Aviacion Ushtarak
ALB;IV. Shqip Aviacion Ushtarak
ALB;V. Shqip Aviacion Ushtarak
ALB;VI. Shqip Aviacion Ushtarak
ALB;VII. Shqip Aviacion Ushtarak
ALB;VIII. Shqip Aviacion Ushtarak
ALB;IX. Shqip Aviacion Ushtarak
ALB;X. Shqip Aviacion Ushtarak
ALB;XI. Shqip Aviacion Ushtarak
ALB;XII. Shqip Aviacion Ushtarak
ALB;XIII. Shqip Aviacion Ushtarak
ALB;XIV. Shqip Aviacion Ushtarak
ALB;XV. Shqip Aviacion Ushtarak
ALB;XVI. Shqip Aviacion Ushtarak
ALB;XVII. Shqip Aviacion Ushtarak
ALB;XVIII. Shqip Aviacion Ushtarak
ALB;XIX. Shqip Aviacion Ushtarak
ALB;XX. Shqip Aviacion Ushtarak
ALG;1. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;2. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;3. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;4. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;5. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;6. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;7. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;8. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;9. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;10. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;11. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;12. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;13. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;14. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;15. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;16. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;17. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;18. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;19. Al Quwwat al-Jawwiya Al-Imuhagh
ALG;20. Al Quwwat al-Jawwiya Al-Imuhagh
ANG;I. Flotilla Avi�o do Angola
ANG;II. Flotilla Avi�o do Angola
ANG;III. Flotilla Avi�o do Angola
ANG;IV. Flotilla Avi�o do Angola
ANG;V. Flotilla Avi�o do Angola
ANG;VI. Flotilla Avi�o do Angola
ANG;VII. Flotilla Avi�o do Angola
ANG;VIII. Flotilla Avi�o do Angola
ANG;IX. Flotilla Avi�o do Angola
ANG;X. Flotilla Avi�o do Angola
ANG;XI. Flotilla Avi�o do Angola
ANG;XII. Flotilla Avi�o do Angola
ANG;XIII. Flotilla Avi�o do Angola
ANG;XIV. Flotilla Avi�o do Angola
ANG;XV. Flotilla Avi�o do Angola
ANG;XVI. Flotilla Avi�o do Angola
ANG;XVII. Flotilla Avi�o do Angola
ANG;XVIII. Flotilla Avi�o do Angola
ANG;XIX. Flotilla Avi�o do Angola
ANG;XX. Flotilla Avi�o do Angola
ARA;No.1 Arab Air Command
ARA;No.2 Arab Air Command
ARA;No.3 Arab Air Command
ARA;No.4 Arab Air Command
