U41;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
978450201;Head of State;Mutara III Rudahigwa;1936;1964;1999;ML;Autocratic Charmer;High;M574001;x
978450202;Head of Government;Pierre Ryckmans;1936;1964;1999;ML;Silent Workhorse;High;M574002;x
978450203;Foreign Minister;Eugene Jongers;1936;1964;1999;ML;Apologetic Clerk;High;M574003;x
978450204;Minister of Armament;Baron Gerard Silvercruys;1936;1964;1999;ML;Administrative Genius;Medium;M574004;x
978450205;Minister of Security;Willem Deruycke;1936;1964;1999;ML;Crime Fighter;Medium;M574005;x
978450206;Head of Military Intelligence;Thierry de Vlaminge;1936;1964;1999;ML;Logistics Specialist;Medium;M574006;x
978450207;Chief of Staff;Thierry de Vlaminge;1936;1964;1999;ML;School of Psychology;Medium;M574006;x
978450208;Chief of Army;Paul van Reynden;1936;1964;1999;ML;Elastic Defence Doctrine;Medium;M574008;x
978450209;Chief of Navy;Paul van Reynden;1936;1964;1999;ML;Base Control Doctrine;Medium;M574008;x
978450210;Chief of Air Force;Pierre P. Pascal;1936;1964;1999;ML;Army Aviation Doctrine;Medium;M574010;x
978450211;Head of State;Mwambutsa IV Bangiricenge;1936;1964;1999;PA;Benevolent Gentleman;High;M574011;x
978450212;Head of State;Josephe Kasavubu;1936;1964;1999;LWR;Ruthless Powermonger;High;M574012;x
978450213;Head of Government;Hendrik J. Elias;1936;1964;1999;PA;Naive Optimist;High;M15039;x
978450214;Head of Government;Patrice Lumumba;1936;1964;1999;LWR;Ambitious Union Boss;High;M574014;x
978450215;Foreign Minister;Paul Ouwerx;1936;1964;1999;PA;Biased Intellectual;High;M15075;x
978450216;Foreign Minister;Moishe Tshombe;1936;1964;1999;LWR;The Cloak N Dagger Schemer;High;M574016;x
978450217;Foreign Minister;Antoine Gizenga;1942;1964;1999;LWR;Ideological Crusader;High;M574017;x
978450218;Minister of Armament;Henry M. Flagler;1936;1964;1999;PA;laissez-faire capitalist;Medium;M574018;x
978450219;Minister of Armament;Gregorie Kayibanda;1936;1964;1999;LWR;Corrupt Kleptocrat;Medium;M574019;x
978450220;Minister of Armament;Josephe Bamina;1943;1964;1999;LWR;Air to Ground Proponent;Medium;M574020;x
978450221;Minister of Security;Albin Nyamoya;1936;1964;1999;PA;Crooked Kleptocrat;Medium;M574021;x
978450222;Minister of Security;Michel Micombero;1944;1964;1999;PA;Back Stabber;Medium;M574022;x
978450223;Minister of Security;Charles Ndizeye;1936;1964;1999;LWR;Compassionate Gentleman;Medium;M574023;x
978450224;Head of Military Intelligence;Antoine Lapierre;1936;1964;1999;PA;Dismal Enigma;Medium;M574024;x
978450225;Head of Military Intelligence;Andre Muhirwa;1936;1964;1999;LWR;Industrial Specialist;Medium;M574025;x
978450226;Chief of Staff;Gaston Renondeau;1936;1964;1999;PA;School of Defence;Medium;M574026;x
978450227;Chief of Staff;Josephe Kasavubu;1936;1964;1999;LWR;School of Manoeuvre;Medium;M574027;x
978450228;Chief of Army;Raul Defraiteur;1942;1964;1999;ML;Armoured Spearhead Doctrine;Medium;M574028;x
978450229;Chief of Army;Mathieu LeMagnen;1936;1964;1999;PA;Static Defence Doctrine;Medium;M574029;x
978450230;Chief of Army;Joseph D. Mobutu;1936;1964;1999;LWR;Guns and Butter Doctrine;Medium;M574030;x
978450231;Chief of Navy;Gerrit Berghen;1936;1964;1999;PA;Indirect Approach Doctrine;Medium;M574031;x
978450232;Chief of Navy;Dominique Mbonyumutwa;1943;1964;1999;PA;Power Projection Doctrine;Medium;M574032;x
978450233;Chief of Navy;Jean Pierre Raffage;1936;1964;1999;LWR;Open Seas Doctrine;Medium;M574033;x
978450234;Chief of Air Force;Gerrit Berghen;1936;1964;1999;PA;Naval Aviation Doctrine;Medium;M574031;x
978450235;Chief of Air Force;Louis Rwagasore;1936;1964;1999;LWR;Carpet Bombing Doctrine;Medium;M574035;x
978450236;Head of State;Under German administration;1963;1964;1999;PA;Weary Stiffneck;High;kai_gercoladmi;x
978450237;Head of State;Under German administration;1963;1964;1999;SC;Weary Stiffneck;High;kai_gercoladmi;x
