U28;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
145000;Head of State;J. S. Woodsworth;1936;1964;1999;LWR;Benevolent Gentleman;High;Kaiserreich_CAN_Woodsworth;x
145001;Head of State;Arthur 'Slim' Evans;1936;1964;1999;LE;Die-hard Reformer;High;Kaiserreich_CAN_Arthur_Evans;x
145002;Head of State;Stanley Knowles;1936;1964;1999;LWR;Insignificant Layman;High;Kaiserreich_CAN_Stanley_Knowles;x
145003;Head of State;Tim Buck;1936;1964;1999;ST;Insignificant Layman;High;M45021;x
145004;Head of Government;Albert 'Ginger' Goodwin;1936;1964;1999;LE;Ambitious Union Boss;High;Kaiserreich_U28_Albert_Goodwin;x
145005;Head of Government;Abraham Heaps;1936;1964;1999;LWR;Political Protege;High;Kaiserreich_CAN_Abraham_Heaps;x
145006;Head of Government;Tim Buck;1936;1964;1999;ST;Ambitious Union Boss;High;M45021;x
145007;Foreign Minister;Robert B. Russell;1936;1964;1999;LE;Ideological Crusader;High;Kaiserreich_CAN_Robert_Russel;x
145008;Foreign Minister;Norman Bethune;1936;1964;1999;LWR;Great Compromiser;High;Kaiserreich_U28_Norman_Bethune;x
145009;Foreign Minister;F. R. Scott;1936;1964;1999;LWR;Biased Intellectual;High;Kaiserreich_U28_F_R_Scott;x
145010;Foreign Minister;Tim Buck;1936;1964;1999;ST;The Cloak N Dagger Schemer;Very Low;M45021;x
145011;Foreign Minister;Armand Lavassieux;1942;1964;1999;LWR;Biased Intellectual;Medium;M45050;x
145012;Foreign Minister;John Lethbridge;1945;1964;1999;LE;Ideological Crusader;Medium;M45028;x
145013;Minister of Armament;Matthew Popovich;1936;1964;1999;LWR;Tank Proponent;Low;M45024;x
145014;Minister of Armament;Maurice Spector;1936;1964;1999;LE;Resource Industrialist;High;Kaiserreich_CAN_Maurice_Spector;x
145015;Minister of Armament;Clarence Fines;1936;1964;1999;LWR;Administrative Genius;High;Kaiserreich_U28_Clarence_Fines;x
145016;Minister of Armament;William Kashtan;1938;1964;1999;LE;Resource Industrialist;Low;M45064;x
145017;Minister of Armament;Robert M. Edwards;1941;1964;1999;LWR;Infantry Proponent;Medium;M45065;x
145018;Minister of Armament;Bob Mann;1943;1964;1999;LE;Air Superiority Proponent;Medium;M45030;x
145019;Minister of Security;Tom McEwan;1936;1964;1999;LE;Crime Fighter;Medium;M45025;x
145020;Minister of Security;William Kashtan;1936;1964;1999;LE;Efficient Sociopath;High;M45064;x
145021;Minister of Security;Robert Carlin;1936;1964;1999;LE;Back Stabber;High;;x
145022;Minister of Security;William Irvine;1936;1964;1999;LWR;Compassionate Gentleman;High;Kaiserreich_CAN_William_Irvine;x
145023;Minister of Security;Albert Edward Smith;1936;1964;1999;LWR;Man of the People;High;Kaiserreich_U28_Albert_Edward_Smith;x
145024;Minister of Security;John George Diefenbaker;1936;1964;1999;LWR;Silent Lawyer;High;Kaiserreich_CAN_John_George_Diefenbaker;x
145025;Minister of Security;Robert Blackhawk;1940;1964;1999;LWR;Man of the People;Medium;M45081;x
145026;Minister of Security;Gino Verchiella;1941;1964;1999;LE;Efficient Sociopath;Medium;M45082;x
145027;Minister of Security;Quentin Piggott;1943;1964;1999;LE;Compassionate Gentleman;Medium;M45083;x
145028;Head of Military Intelligence;Leslie Tim Morris;1936;1964;1999;LE;Political Specialist;High;;x
145029;Head of Military Intelligence;Jacques Robert;1936;1964;1999;LE;Political Specialist;Medium;M45094;x
145030;Head of Military Intelligence;George Burt;1936;1964;1999;LE;Industrial Specialist;High;;x
145031;Head of Military Intelligence;Harold Edward Winch;1936;1964;1999;LWR;Political Specialist;High;Kaiserreich_CAN_Harold_Edward_Winch;x
145032;Head of Military Intelligence;John Lethbridge;1942;1964;1999;LE;Logistics Specialist;Medium;M45028;x
145033;Head of Military Intelligence;Jacques Richard;1943;1964;1999;LE;Naval Intelligence Specialist;Medium;M45096;x
145034;Head of Military Intelligence;William Dees;1945;1964;1999;LE;Technical Specialist;Medium;M45026;x
145035;Chief of Staff;Edward Cecil-Smith;1936;1964;1999;LE;School of Mass Combat;High;Kaiserreich_CAN_Edward_Cecil_Smith;x
145036;Chief of Staff;Robert M. Edwards;1936;1964;1999;LWR;School of Defence;Medium;M45065;x
145037;Chief of Staff;Percy Wright;1936;1964;1999;LWR;School of Fire Support;High;Kaiserreich_U28_Percy_Wright;x
145038;Chief of Staff;Samuel Cino;1943;1964;1999;LE;School of Fire Support;Medium;M45027;x
145039;Chief of Army;William Kardash;1936;1964;1999;LE;Armoured Spearhead Doctrine;High;Kaiserreich_CAN_William_Kardash;x
145040;Chief of Army;Jacques Robert;1936;1964;1999;LE;Static Defence Doctrine;Medium;M45094;x
145041;Chief of Army;Clarence Gillis;1936;1964;1999;LWR;Decisive Battle Doctrine;High;Kaiserreich_U28_Clarence_Gillis;x
145042;Chief of Army;John Lethbridge;1942;1964;1999;LE;Elastic Defence Doctrine;Medium;M45028;x
145043;Chief of Navy;William Guy Carr;1936;1964;1999;LWR;Indirect Approach Doctrine;High;Kaiserreich_U28_William_Guy_Carr;x
145044;Chief of Navy;John F. King;1936;1964;1999;LWR;Indirect Approach Doctrine;Medium;M45029;x
145045;Chief of Navy;Jacques Richard;1939;1964;1999;LE;Power Projection Doctrine;Medium;M45096;x
145046;Chief of Air Force;Gino Verchiella;1936;1964;1999;LE;Air Superiority Doctrine;Medium;M45082;x
145047;Chief of Air Force;Frank Granger Quigley;1936;1964;1999;LWR;Air Superiority Doctrine;High;Kaiserreich_U28_Frank_Granger_Quigley;x
145048;Chief of Air Force;Bob Mann;1943;1964;1999;LE;Army Aviation Doctrine;Medium;M45030;x
