U10;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
18500;Head of State;Percival P. Baxter;1936;1964;1999;SC;Popular Figurehead;Medium;Percival_P_Baxter;X
18647;Minister of Security;Lawrence Oxley;1936;1964;1999;SD;Health and Safety;Medium;U10 Lawrence Oxley;X
18648;Minister of Armament;Julia O'Connor Parker;1936;1957;1999;LWR;Mixed Economy;Medium;U10 Julia_O'Connor;X
18649;Minister of Armament;Edward F. McGrady;1936;1964;1999;SD;Steel Magnate;Medium;U10 Edward McGrady;X
18650;Minister of Security;John Fogarty;1936;1964;1999;SD;Health and Safety;Medium;U10 John Fogarty;X
18646;Foreign Minister;John Foster Dulles;1936;1959;1999;ML;Ideological Crusader;High;U10 John Foster Dulles;X
18578;Chief of Navy;Ralph W. Christie;1936;1964;1999;SC;Indirect Approach Doctrine;Medium;U10- Ralph Christie;X
18591;Minister of Armament;Raymond Baldwin;1936;1955;1955;SC;Battle Fleet Proponent;Medium;U10 Raymond Baldwin;X
18610;Minister of Security;Robert Bradford;1944;1964;1964;ML;Man of the People;Medium;U10 Robert Bradford;X
18579;Minister of Armament;Harold Gardiner Bowen Sr.;1949;1964;1999;SC;Theoretical Scientist;Medium;U10 Harold Bowen;X
18580;Chief of Staff;John G. Shinkle;1952;1964;1999;SC;Strategic Missile Focus;Very High;John G Shinkle;X
18501;Head of Government;Wilbur Lucius Cross;1936;1964;1999;SD;Corporate Suit;Medium;Wilbur_Lucius_Cross;X
18502;Foreign Minister;Dean Acheson;1936;1964;1999;LWR;Iron Fisted Brute;Medium;Dean_Acheson;X
18503;Minister of Armament;Owen Brewster;1936;1964;1999;SC;Resource Industrialist;Medium;Owen_Brewster;X
18582;Minister of Armament;William Tudor Gardiner;1936;1953;1953;SD;Mixed Economy;Medium;U10 William Gardiner;X
18583;Minister of Armament;Louis Jerfferson Brann;1936;1942;1942;SD;Keynesian Economy;Medium;U10 Louis Jerfferson Brann;X
18504;Minister of Security;Jasper McLevy;1936;1964;1999;LWR;Man of the People;Medium;Jasper_McLevy;X
18505;Head of Military Intelligence;Leslie Groves;1936;1964;1999;SD;Logistics Specialist;Medium;Leslie_Groves;X
18654;Chief of Army;Leslie Groves;1936;1964;1999;SD;Combat Engineering Doctrine;Medium;Leslie_Groves;X
18607;Head of State;Leverett Saltonstall;1940;1964;1999;SC;Stern Imperialist;High;U10 Leverett Saltonstall;X
18608;Foreign Minister;Leverett Saltonstall;1940;1964;1999;SC;Biased Intellectual;High;U10 Leverett Saltonstall;X
18584;Head of State;Lewis O. Barrows;1936;1959;1959;SD;Die-hard Reformer;High;U10 Lewis O Barrows;X
18506;Chief of Staff;Dean Acheson;1936;1964;1999;LWR;School of Defence;Medium;Dean_Acheson;X
18507;Chief of Army;Robert H. Thayer;1936;1964;1999;SD;Static Defence Doctrine;Medium;Robert_H_Thayer;X
18588;Foreign Minister;Robert Haskell;1936;1964;1999;SL;Apologetic Clerk;Medium;U10 Robert Haskell;X
18589;Minister of Security;Clinton Clauson;1936;1960;1960;ML;Crime Fighter;Medium;U10 Clinton Clauson;X
18508;Chief of Navy;Harry G. Hamlet;1936;1964;1999;SD;Open Seas Doctrine;Medium;Harry_G_Hamlet;X
18509;Chief of Air Force;Peter H. Dominick;1940;1964;1999;SD;Army Aviation Doctrine;Medium;Peter_H_Dominick;X
18510;Head of State;Owen Brewster;1936;1964;1999;SC;Insignificant Layman;Medium;Owen_Brewster;X
18511;Head of Government;Styles Bridges;1936;1964;1999;SC;Corporate Suit;Medium;Styles_Bridges;X
18585;Head of Government;Sumner Sewall;1936;1963;1963;ML;Corporate Suit;Medium;U10 Sumner Sewall;X
18512;Foreign Minister;Ralph H. Cameron;1936;1964;1999;SC;General Staffer;Medium;Ralph_H_Cameron;X
18513;Minister of Armament;Charles R. Clason;1936;1964;1999;SC;Resource Industrialist;Medium;Charles_R_Clason;X
18606;Head of Government;Charles Hurley;1936;1952;1952;ML;Flamboyant Tough Guy;Medium;U10 Charles Hurley;X
18593;Minister of Armament;Chester Bowles;1936;1964;1999;SD;Mixed Economy;Medium;U10 Chester Bowles;X
18594;Foreign Minister;Chester Bowles;1936;1964;1999;SD;Great Compromiser;Medium;U10 Chester Bowles;X
18595;Head of Government;Chester Bowles;1936;1964;1999;SD;Naive Optimist;Medium;U10 Chester Bowles;X
18612;Foreign Minister;Christian Herter;1936;1964;1999;SL;Great Compromiser;Medium;U10 Christian Herter;X
18617;Head of Government;Christopher Del Sesto;1936;1964;1999;ML;Silent Workhorse;Medium;U10 Christopher Del Sesto;X
18618;Minister of Armament;Christopher Del Sesto;1936;1964;1999;ML;Bank President;Medium;U10 Christopher Del Sesto;X
18514;Minister of Security;Burton M. Cross;1936;1964;1999;SC;Silent Lawyer;Medium;Burton_M_Cross;X
18515;Head of Military Intelligence;Arthur Robinson Gould;1936;1964;1999;SC;Political Specialist;Medium;Arthur_Robinson_Gould;X
18600;Minister of Security;Abraham Ribicoff;1950;1964;1999;SL;Health and Safety;Medium;U10 Abraham Ribicoff;X
