U19;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
41500;Head of State;Erich Raeder;1936;1964;1999;NS;Ruthless Powermonger;Medium;Erich_Raeder;x
41501;Head of Government;Erwin Barends;1936;1964;1999;NS;Old General;Medium;Barends;x
41502;Foreign Minister;Percy Ernst Schramm;1936;1964;1999;NS;Biased Intellectual;Medium;Percy_Ernst_Schramm;x
41503;Minister of Armament;Hans Reichenbach;1936;1964;1999;SD;Theoretical Scientist;Medium;Hans_Reichenbach;x
41504;Minister of Security;Arthur Zarden;1936;1964;1999;FA;Silent Lawyer;Medium;unknown;x
41505;Head of Military Intelligence;Erich Raeder;1936;1964;1999;NS;Naval Intelligence Specialist;Medium;Erich_Raeder;x
41506;Chief of Staff;Erwin Barends;1936;1964;1999;NS;School of Mass Combat;Medium;Barends;x
41507;Chief of Army;Georg von Alten;1936;1964;1999;NS;Armoured Spearhead Doctrine;Medium;von_Alten;x
41508;Chief of Navy;Erich Raeder;1936;1964;1999;NS;Power Projection Doctrine;Medium;Erich_Raeder;x
41509;Chief of Air Force;Erich Raeder;1936;1964;1999;NS;Naval Aviation Doctrine;Medium;Erich_Raeder;x
41510;Head of State;Bernhard Bästlein;1936;1964;1999;LE;Ruthless Powermonger;Medium;Bernhard Bästlein;x
41511;Head of Government;Otto Grotewohl;1936;1964;1999;LE;Ambitious Union Boss;Medium;Otto Grotewohl;x
41512;Foreign Minister;Karl Korsch;1936;1964;1999;LE;Biased Intellectual;Medium;Karl Korsch;x
41513;Minister of Security;Hermann Böse;1936;1964;1999;LE;Silent Lawyer;Medium;Hermann Böse;x
41514;Head of Military Intelligence;Paul Levi;1936;1964;1999;LE;Naval Intelligence Specialist;Medium;Paul Levi;x
41515;Minister of Armament;Eric M. Warburg;1936;1964;1999;LE;laissez-faire capitalist;Medium;Eric_M_Warburg;x
41516;Chief of Staff;Georg von Alten;1936;1964;1999;LE;School of Mass Combat;Medium;von_Alten;x
41517;Chief of Army;Erwin  Barends;1936;1964;1999;LE;Armoured Spearhead Doctrine;Medium;Barends;x
41518;Chief of Navy;Erich Brey;1936;1964;1999;LE;Open Seas Doctrine;Medium;Erich_Brey;x
41519;Chief of Air Force;Heinrich Laufenberg;1936;1964;1999;LE;Air Superiority Doctrine;Medium;Heinrich Laufenberg;x
