U11;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
11501;Head of Government;Albert Kesselring;1936;1964;1999;NS;Old General;Medium;Albert_Kesselring;X
11502;Head of State;Alfons Goppel;1936;1964;1999;FA;Barking Buffoon;Medium;Alfons_Goppel;X
11503;Head of State;Wilhelm Hoegner;1936;1964;1999;NS;Pig-headed Isolationist;Medium;Wilhelm_Hoegner;X
11504;Head of Government;Wilhelm Hoegner;1936;1964;1999;PA;Backroom Backstabber;Medium;Wilhelm_Hoegner;X
11505;Minister of Security;Franz Ritter von Epp;1936;1964;1999;NS;Prince of Terror;Medium;Franz_Ritter_von_Epp;X
11506;Chief of Staff;Alfred Jodl;1936;1964;1999;NS;School of Mass Combat;Medium;Alfred_Jodl;X
11507;Chief of Army;Albert Kesselring;1936;1964;1999;NS;Decisive Battle Doctrine;High;Albert_Kesselring;X
11508;Minister of Security;Richard Baer;1936;1964;1999;NS;Prince of Terror;Medium;Richard_Baer;X
11509;Chief of Air Force;Rudolf Freherr Von Moreau;1936;1964;1999;NS;Army Aviation Doctrine;Medium;Rudolf_Freherr_Von_Moreau;X
11510;Minister of Armament;Anton Drexler;1936;1964;1999;FA;Corrupt Kleptocrat;Medium;Anton_Drexler;X
11511;Head of Government;Dietrich Eckart;1936;1964;1999;FA;Ambitious Union Boss;Medium;Dietrich_Eckart;X
11512;Head of State;Franz Gürtner;1936;1964;1999;ML;Ruthless Powermonger;Medium;Franz_Gurtner;X
11513;Foreign Minister;Heinrich Himmler;1936;1964;1999;NS;Ideological Crusader;Medium;Heinrich_Himmler;X
11514;Minister of Security;Gottfried Feder;1936;1964;1999;NS;Prince of Terror;Medium;Gottfried_Feder;X
11515;Minister of Security;Josef Kramer;1936;1964;1999;NS;Prince of Terror;Medium;Josef_Kramer;X
11516;Chief of Staff;Albert Forster;1936;1964;1999;FA;School of Psychology;Medium;Albert_Forster;X
11517;Foreign Minister;Albert Krebs;1936;1964;1999;NS;Iron Fisted Brute;Medium;Albert_Krebs;X
11518;Minister of Security;Heinrich Müller;1936;1964;1999;NS;Prince of Terror;Medium;Heinrich_Muller;X
11519;Head of State;Ludwig Erhard;1936;1964;1999;SL;Die-hard Reformer;Medium;Ludwig_Erhard;X
11520;Minister of Security;Hermann Höcherl;1936;1964;1999;SL;Man of the People;Medium;Hermann_Hocherl;X
11521;Head of Government;Richard Stücklen;1936;1964;1999;SL;Political Protege;Medium;Richard_Stucklen;X
11522;Foreign Minister;Gregor Strasser;1936;1964;1999;NS;Iron Fisted Brute;Medium;Gregor_Strasser;X
11523;Minister of Armament;Werner Dollinger;1936;1964;1999;SL;Resource Industrialist;Medium;Werner_Dollinger;X
11524;Head of Military Intelligence;Otto Strasser;1936;1964;1999;PA;Logistics Specialist;Medium;Otto_Strasser;X
11525;Head of Military Intelligence;Franz Halder;1936;1964;1999;ML;Political Specialist;Medium;Franz_Halder;X
11526;Chief of Staff;Alois Niederalt;1936;1964;1999;SL;School of Manoeuvre;Medium;Alois_Niederalt;X
11528;Chief of Navy;Franz Ziereis;1936;1964;1999;NS;Base Control Doctrine;Medium;Franz_Ziereis;X
11529;Chief of Air Force;Hermann Göring;1963;1964;1999;NS;Army Aviation Doctrine;Medium;Kaiserreich Göring;X
11531;Head of Government;Karl Fiehler;1936;1964;1999;NS;Old General;Medium;Karl_Fiehler;X
11533;Minister of Armament;Karl Fiehler;1936;1964;1999;NS;Military Entrepreneur;Medium;Karl_Fiehler;X
11536;Chief of Staff;Karl Fiehler;1936;1964;1999;NS;School of Mass Combat;Medium;Karl_Fiehler;X
11537;Chief of Navy;Wilhelm Marschall;1936;1964;1999;NS;Open Seas Doctrine;Medium;Wilhelm_Marschall;X
11538;Head of State;Eugen Levine;1936;1964;1999;LE;Die-hard Reformer;Medium;Eugen Levine;X
11539;Head of Government;Kurt Eisner;1936;1964;1999;LE;Ambitious Union Boss;Medium;Kurt Eisner;X
11540;Foreign Minister;Hans Vogel;1936;1964;1999;LE;Great Compromiser;High;kaiserreich hansvogel;X
11541;Minister of Security;Gustav Noske;1936;1964;1999;LE;Crime Fighter;High;kaiserreich gustavnoske;X
11542;Head of Military Intelligence;Gustav Noske;1936;1964;1999;LE;Logistics Specialist;High;kaiserreich gustavnoske;X
11543;Minister of Armament;Bertolt Brecht;1936;1964;1999;LE;Infantry Proponent;High;kaiserreich bertoltbrecht;X
11544;Chief of Staff;Erwin Jollasse;1936;1964;1999;LE;School of Manoeuvre;High;Erwin Jollasse;X
11545;Chief of Army;Hans Kahle;1936;1964;1999;LE;Decisive Battle Doctrine;Very High;Hans Kahle;X
11546;Chief of Navy;Otto Groos;1936;1964;1999;LE;Open Seas Doctrine;Very High;L507158;X
11547;Chief of Air Force;Willi Bredel;1936;1964;1999;LE;Carpet Bombing Doctrine;Very High;Willi Bredel;X
11548;Head of State;Fritz Schäffer;1936;1964;1999;SC;Benevolent Gentleman;Medium;U11Fri;X
11549;Head of Government;Gustav Ritter von Kahr;1936;1964;1999;SC;Flamboyant Tough Guy;Medium;U11Rit;X
11550;Minister of Security;Heinrich Oswald;1936;1964;1999;SC;Crime Fighter;High;U11Hei;X
11551;Chief of Staff;Konrad Krafft von Dellmensingen;1936;1964;1999;PA;School of Mass Combat;Medium;U11Kon;X
11552;Chief of Army;Konrad Krafft von Dellmensingen;1936;1964;1999;PA;Decisive Battle Doctrine;High;U11Kon;X
11553;Head of Military Intelligence;Rudolf Graf von Marogna-Redwitz;1936;1964;1999;SC;Logistics Specialist;Medium;U11Rud;X
11554;Foreign Minister;Max von Lebsche;1936;1964;1999;SC;Apologetic Clerk;High;U11Max;X
11555;Minister of Armament;Rudolf Kanzler;1936;1964;1999;PA;Military Entrepreneur;Medium;U11Kan;X
