U15;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
83001;Head of State;H.R.M. Edward D. Kawananakoa;1936;1964;1999;SC;Popular Figurehead;High;kaiserreich Edward D. Kawananakoa;X
83002;Head of State;Samuel W. King;1936;1964;1999;SL;Resigned Generalissimo;Medium;Samuel_Wilder_King;X
83003;Head of State;Joseph Poindexter;1936;1964;1999;SD;Popular Figurehead;Medium;Joseph_Poindexter;X
83004;Head of State;Henry Alexander Baldwin;1936;1964;1999;ML;Benevolent Gentleman;High;kaiserreich Henry A. Baldwin;X
83005;Head of State;Jack Hall;1936;1964;1999;LE;Autocratic Charmer;Medium;Jack_Hall;X
83006;Head of State;Lawrence M. Judd;1936;1964;1999;LWR;Die-hard Reformer;Medium;Lawrence_M_Judd;X
83007;Head of State;Charles Fujimoto;1936;1964;1999;ST;Die-hard Reformer;Medium;Charles_Fujimoto;X
83008;Head of State;H.R.M. Abigail Kawananakoa;1953;1964;1999;SC;Autocratic Charmer;High;Abigail_Wahiikaahuula_Campbell_Kawananakoa;X
83009;Head of Government;Hiram Fong;1936;1964;1999;SC;Corporate Suit;Medium;Hiram_Fong;X
83010;Head of Government;James Kealoha;1936;1964;1999;SC;Backroom Backstabber;High;kaiserreich James Kealoha;X
83011;Head of Government;Henry Alexander Baldwin;1936;1964;1999;ML;Political Protege;High;kaiserreich Henry A. Baldwin;X
83012;Head of Government;John A. Burns;1936;1964;1999;SD;Old Admiral;Medium;John_Anthony_Burns;X
83013;Head of Government;Nolle Smith;1936;1964;1999;LWR;Happy Amateur;Medium;Nolle_Smith;X
83015;Head of Government;Oren E. Long;1936;1964;1999;SC;Silent Workhorse;Medium;Oren_E_Long;X
83016;Head of Government;Lester Petrie;1936;1964;1999;ML;Flamboyant Tough Guy;Medium;Lester_Petrie;X
83017;Head of Government;James Dole;1936;1964;1999;SC;Corporate Suit;High;kaiserreich James Dole;X
83018;Head of Government;James J. Sweeney;1948;1964;1999;SL;Silent Workhorse;Medium;James_J_Sweeney;X
83019;Foreign Minister;Riley Allen;1936;1964;1999;SD;Biased Intellectual;Medium;Riley_Allen;X
83020;Foreign Minister;Hiram Fong;1936;1964;1999;SC;Great Compromiser;Medium;Hiram_Fong;X
83021;Foreign Minister;Mollie Hong Min;1936;1964;1999;SD;Great Compromiser;Medium;Mollie_Hong_Min;X
83022;Foreign Minister;Princess Theresa Laanui;1936;1964;1999;PA;Biased Intellectual;Medium;Theresa_Laanui;X
83023;Foreign Minister;John Reinecke;1936;1964;1999;LWR;Biased Intellectual;Medium;John_Reinecke;X
83024;Foreign Minister;John A. Burns;1936;1964;1999;ML;Great Compromiser;High;John_Anthony_Burns;X
83025;Foreign Minister;Curtis Laukea;1936;1964;1999;PA;The Cloak N Dagger Schemer;Medium;Curtis_Laukea;X
83026;Foreign Minister;Aiko Tokimasa;1936;1964;1999;LE;Biased Intellectual;Medium;Aiko_Tokimasa;X
83027;Foreign Minister;Fred Kinzaburo Makino;1936;1964;1999;LWR;Ideological Crusader;Medium;Fred_Kinzaburo_Makino;X
83028;Foreign Minister;Harriet Bouslog;1948;1964;1999;LWR;Ideological Crusader;Medium;Harriet_Bouslog;X
83029;Foreign Minister;Koji Ariyoshi;1948;1964;1999;SD;Great Compromiser;Medium;Koji_Ariyoshi;X
83030;Minister of Armament;Charles F. Washburn;1936;1964;1999;SD;Administrative Genius;Medium;Charles_F_Washburn;X
83031;Minister of Armament;Arthur Rutledge;1936;1964;1999;SC;Administrative Genius;Medium;Arthur_Rutledge;X
83032;Minister of Armament;Harold A. Seering;1936;1964;1999;SL;Administrative Genius;Medium;Harold_A_Seering;X
83033;Minister of Armament;Henry Alexander Baldwin;1936;1964;1999;PA;Resource Industrialist;High;kaiserreich Henry A. Baldwin;X
83034;Minister of Armament;James Dole;1936;1964;1999;SC;Laissez-Faire Capitalist;High;kaiserreich James Dole;X
83035;Minister of Armament;Joseph Rider Farrington;1936;1964;1999;SD;Resource Industrialist;Medium;Joseph_Rider_Farrington;X
83036;Minister of Armament;Lincoln Loy McCandless;1936;1964;1999;ML;Resource Industrialist;Medium;Lincoln_Loy_McCandless;X
83037;Minister of Armament;Ernest K. Kai;1936;1964;1999;LWR;Battle Fleet Proponent;Medium;Ernest_K_Kai;X
83038;Minister of Armament;Koji Ariyoshi;1948;1964;1999;SD;Military Entrepreneur;Medium;Koji_Ariyoshi;X
83039;Minister of Security;Herbert Choy;1936;1964;1999;SD;Silent Lawyer;Medium;Herbert_Choy;X
83040;Minister of Security;Princess Theresa Laanui;1936;1964;1999;PA;Man of the People;Medium;Theresa_Laanui;X
83041;Minister of Security;Duke Kahanamoku;1936;1964;1999;SL;Man of the People;Medium;Duke_Kahanamoku;X
83042;Minister of Security;Joseph Poindexter;1936;1964;1999;SD;Crime Fighter;Medium;Joseph_Poindexter;X
83043;Minister of Security;Ingram Stainback;1936;1964;1999;SC;Crime Fighter;High;Stainback;X
83044;Minister of Security;John Henry Wilson;1936;1964;1999;SC;Efficient Sociopath;Medium;John_Henry_Wilson;X
83045;Minister of Security;W. A. Gabrielson;1936;1964;1999;ML;Crime Fighter;Medium;WA_Gabrielson;X
83046;Minister of Security;Delbert Metzger;1936;1964;1999;ML;Crime Fighter;Medium;Delbert_Metzger;X
83047;Minister of Security;Masaji Marumoto;1936;1964;1999;SC;Efficient Sociopath;Medium;Masaji_Marumoto;X
83048;Minister of Security;Ah Quon McElrath;1940;1964;1999;SL;Man of the People;Medium;Ah_Quon_McElrath;X
83049;Minister of Security;William S. Richardson;1944;1964;1999;SD;Silent Lawyer;Medium;William_S_Richardson;X
83076;Minister of Security;Yoshito Takamine;1958;1964;1999;SD;Health and Safety;Medium;U15 Yoshito Takamine;X
83050;Minister of Security;Koji Ariyoshi;1948;1964;1999;SD;Compassionate Gentleman;Medium;Koji_Ariyoshi;X
83051;Head of Military Intelligence;Samuel W. King;1936;1964;1999;SL;Naval Intelligence Specialist;Medium;Samuel_Wilder_King;X
83052;Head of Military Intelligence;Owen D. Roberts;1936;1964;1999;SC;Naval Intelligence Specialist;Medium;Owen_D_Roberts;X
83053;Head of Military Intelligence;Theresa Laanui;1936;1964;1999;PA;Political Specialist;Medium;unknown;X
83054;Head of Military Intelligence;Ingram Stainback;1936;1964;1999;SD;Political Specialist;Medium;Ingram_Stainback;X
83055;Head of Military Intelligence;Frank R. McCoy;1936;1964;1999;SD;Naval Intelligence Specialist;Medium;Frank_R_McCoy;X
83056;Head of Military Intelligence;George Ariyoshi;1944;1964;1999;SD;Technical Specialist;Medium;George_Ariyoshi;X
83057;Chief of Staff;Daniel Inouye;1946;1964;1999;SL;School of Defence;Medium;Daniel_Inouye;X
83058;Chief of Staff;John A. Burns;1936;1964;1999;SD;School of Psychology;Medium;John_Anthony_Burns;X
83059;Chief of Staff;Charles N. Stevens;1936;1964;1999;ML;School of Defence;Medium;Charles_N_Stevens;X
83060;Chief of Staff;T. C. S. Walker;1936;1964;1999;SC;School of Manoeuvre;Medium;TCS_Walker;X
83061;Chief of Staff;Delos Carleton Emmons;1936;1964;1999;ML;School of Psychology;High;Delos C. Emmons;X
83062;Chief of Army;Delos Carleton Emmons;1936;1964;1999;ML;Guns and Butter Doctrine;High;Delos C. Emmons;X
83063;Chief of Army;Frank R. McCoy;1936;1964;1999;SD;Decisive Battle Doctrine;Medium;Frank_R_McCoy;X
83064;Chief of Army;Joseph T. McNarney;1936;1964;1999;SC;Decisive Battle Doctrine;Medium;Joseph_T_McNarney;X
83065;Chief of Army;Ralph Yempuku;1936;1964;1999;PA;Decisive Battle Doctrine;Medium;Ralph_Yempuku;X
83066;Chief of Army;Mark Clark;1936;1964;1999;SD;Armoured Spearhead Doctrine;Medium;Mark_Clark;X
83067;Chief of Navy;Isaac C. Kidd;1936;1964;1999;SD;Decisive Naval Battle Doctrine;Medium;Isaac_C_Kidd;X
83068;Chief of Navy;Victor Stewart Kaleoaloha Houston;1936;1964;1999;SC;Base Control Doctrine;Medium;unknown;X
83069;Chief of Navy;Samuel W. King;1936;1964;1999;SL;Base Control Doctrine;Medium;Samuel_Wilder_King;X
83071;Chief of Navy;James Richardson;1936;1964;1999;SD;Decisive Naval Battle Doctrine;Medium;James_Richardson;X
83072;Chief of Navy;Hiram Bingham III;1936;1964;1999;SC;Power Projection Doctrine;Medium;Hiram_Bingham_III;X
83073;Chief of Navy;Joseph N. Reeves;1936;1964;1999;SC;Decisive Naval Battle Doctrine;Medium;Joseph_N_Reeves;X
83074;Chief of Air Force;William A Patterson;1936;1964;1999;SC;Air Superiority Doctrine;Medium;William_A_Patterson;X
83075;Chief of Air Force;Samuel W. King;1936;1964;1999;SL;Naval Aviation Doctrine;Very High;Samuel_Wilder_King;X
