U08;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
551600;Head of State;Albert Lebrun;1936;1964;1999;SL;Barking Buffoon;High;M2001;X
551601;Head of Government;Albert Sarraut;1936;1964;1999;SL;Happy Amateur;High;M2002;X
551602;Foreign Minister;Pierre Etienne Flandin;1936;1964;1999;SL;Ideological Crusader;Low;M2003;X
551603;Minister of Armament;Vincent Auriol;1936;1964;1999;SL;Administrative Genius;High;M2004;X
551604;Minister of Security;Marx Dormoy;1936;1964;1999;SL;Compassionate Gentleman;Medium;M2005;X
551605;Head of Military Intelligence;Joseph Paganon;1936;1964;1999;SL;Political Specialist;Medium;M2006;X
551606;Chief of Staff;Maurice Gamelin;1936;1964;1999;SL;School of Fire Support;Very High;M2007;X
551607;Chief of Army;Maurice Gamelin;1936;1964;1999;SL;Static Defence Doctrine;Very High;M2007;X
551609;Chief of Air Force;Victor Denain;1936;1964;1999;SL;Carpet Bombing Doctrine;Medium;M2010;X
551610;Head of State;Vincent Auriol;1947;1964;1999;SL;Autocratic Charmer;High;M2004;X
551611;Head of State;Daniel Mayer;1944;1964;1999;SD;Weary Stiffneck;High;M2023;X
551612;Head of State;Maurice Thorez;1936;1964;1999;ST;Powerhungry Demagogue;High;M2011;X
551614;Head of State;Jean de Bourbon;1938;1964;1999;PA;Benevolent Gentleman;High;M2032;X
551615;Head of Government;Léon Blum;1936;1964;1999;SD;Naive Optimist;High;M2033;X
551616;Head of Government;Felix Gouin;1940;1964;1999;SD;Smiling Oilman;High;M2034;X
551617;Head of Government;Paul Ramadier;1947;1964;1999;SD;Ambitious Union Boss;High;M2035;X
551618;Head of Government;Camille Chautemps;1937;1964;1999;SL;Silent Workhorse;High;M2036;X
551619;Head of Government;Edouard Daladier;1938;1964;1999;SD;Naive Optimist;High;M2037;X
551621;Head of Government;Georges Bidault;1946;1964;1999;ML;Old General;High;M2039;X
551622;Head of Government;Pierre Laval;1936;1964;1999;SC;Flamboyant Tough Guy;High;M2040;X
551623;Head of Government;André Marie;1938;1964;1999;SC;Happy Amateur;High;M2041;X
551624;Head of Government;Edouard Herriot;1940;1964;1999;SC;Naive Optimist;High;M2042;X
551625;Head of Government;Antoine Henri Queuille;1941;1964;1999;SC;Corporate Suit;High;M2043;X
551626;Head of Government;Jacques Duclos;1936;1964;1999;ST;Backroom Backstabber;High;M2012;X
551627;Head of Government;Marcel Cachin;1938;1964;1999;ST;Silent Workhorse;High;M2017;X
551629;Head of Government;Jean-Marie Lattre de Tassigny;1938;1964;1999;SC;Old General;High;M2047;X
551630;Foreign Minister;Joseph Paul Boncour;1938;1964;1999;SD;Ideological Crusader;Medium;M2049;X
551631;Foreign Minister;Pierre Comert;1941;1964;1999;SD;The Cloak N Dagger Schemer;Medium;M2050;X
551632;Foreign Minister;Léon Blum;1947;1964;1999;SD;Apologetic Clerk;Very High;M2033;X
551633;Foreign Minister;Yvon Delbos;1936;1964;1999;SL;Biased Intellectual;Medium;M2048;X
551634;Foreign Minister;Georges Bonnet;1938;1964;1999;SL;Iron Fisted Brute;Medium;M2053;X
551635;Foreign Minister;Edouard Daladier;1939;1964;1999;SD;Great Compromiser;High;M2037;X
551637;Foreign Minister;George Bidault;1941;1964;1999;ML;General Staffer;High;M2039;X
551638;Foreign Minister;Pierre Laval;1936;1964;1999;SC;Great Compromiser;Undying;M2040;X
551639;Foreign Minister;Antoine Henri Queuille;1941;1964;1999;SC;Iron Fisted Brute;High;M2043;X
551640;Foreign Minister;René Charron;1944;1964;1999;SC;Apologetic Clerk;Medium;M2059;X
551641;Foreign Minister;Pierre Henri Watier;1947;1964;1999;SC;Biased Intellectual;Medium;M2060;X
551642;Foreign Minister;René Lucien Massigli;1943;1964;1999;SC;The Cloak N Dagger Schemer;High;M2061;X
551643;Foreign Minister;Marcel Cachin;1936;1964;1999;ST;Biased Intellectual;Very High;M2017;X
551644;Foreign Minister;Marcel Gitton;1940;1964;1999;ST;Apologetic Clerk;Medium;M2020;X
551645;Foreign Minister;Laurent Casenove;1943;1964;1999;ST;Great Compromiser;Medium;M2064;X
551646;Foreign Minister;Jacques Duclos;1947;1964;1999;ST;Ideological Crusader;Very High;M2012;X
551647;Foreign Minister;Maurice Bourges-Maunoroy;1938;1964;1999;PA;General Staffer;High;M2066;X
551648;Minister of Armament;Edouard Daladier;1937;1964;1999;SD;Laissez-Faire Capitalist;Low;M2037;X
551649;Minister of Armament;Jean Louis Barthou;1938;1964;1999;SD;Military Entrepreneur;Medium;M2069;X
551650;Minister of Armament;Leon Jouhaux;1941;1964;1999;SD;Strategic Air Proponent;Medium;M2070;X
551651;Minister of Armament;Guy Mollet;1946;1964;1999;SD;Theoretical Scientist;Medium;M2071;X
551652;Minister of Armament;André Le Troquer;1947;1964;1999;SD;Resource Industrialist;Medium;M2072;X
551653;Minister of Armament;Raoul Dautry;1936;1964;1999;SL;Theoretical Scientist;High;M2073;X
551654;Minister of Armament;Louis Loucheur;1937;1964;1999;SL;Air to Ground Proponent;Medium;M2074;X
551655;Minister of Armament;Albert Sarraut;1938;1964;1999;SL;Laissez-Faire Capitalist;Low;M2002;X
551656;Minister of Armament;Marcel Hoden;1939;1964;1999;SL;Air Superiority Proponent;Medium;M2076;X
551658;Minister of Armament;Georges Bonnet;1941;1964;1999;SL;Resource Industrialist;Medium;M2053;X
551659;Minister of Armament;Jean Fabry;1936;1964;1999;SC;Resource Industrialist;Medium;M2079;X
551660;Minister of Armament;Joseph Louis Avenol;1937;1964;1999;SC;Battle Fleet Proponent;Medium;M2080;X
551661;Minister of Armament;Marie Emile Fayolle;1938;1964;1999;SC;Infantry Proponent;Medium;M2081;X
551662;Minister of Armament;Edouard Herriot;1939;1964;1999;ML;Laissez-Faire Capitalist;Medium;M2042;X
551663;Minister of Armament;Paul Marchandeau;1941;1964;1999;SC;Administrative Genius;Medium;M2083;X
551664;Minister of Armament;André Marie;1941;1964;1999;ML;Air Superiority Proponent;Medium;M2041;X
551665;Minister of Armament;Antoine Henri Queuille;1942;1964;1999;SC;Air to Ground Proponent;High;M2043;X
551666;Minister of Armament;Louis Armand;1944;1964;1999;SC;Tank Proponent;Medium;M2086;X
551667;Minister of Armament;Jules Romains;1947;1964;1999;SC;Submarine Proponent;Medium;M2087;X
551668;Minister of Armament;Robert Schumann;1940;1964;1999;ML;Administrative Genius;Medium;M2088;X
551669;Minister of Armament;Edmond Michelet;1944;1964;1999;SC;Laissez-Faire Capitalist;Medium;M2089;X
551670;Minister of Armament;René Pleven;1945;1964;1999;ML;Resource Industrialist;High;M2090;X
551671;Minister of Armament;George Lévy;1936;1964;1999;ST;Administrative Genius;Medium;M2014;X
551672;Minister of Armament;Laurent Casenove;1938;1964;1999;ST;Theoretical Scientist;Medium;M2064;X
551673;Minister of Armament;Jean Jerome;1940;1964;1999;ST;Laissez-Faire Capitalist;Medium;M2093;X
551674;Minister of Armament;Benoit Frachon;1942;1964;1999;ST;Battle Fleet Proponent;Medium;M2094;X
551675;Minister of Armament;Auguste Lecoeur;1944;1964;1999;ST;Military Entrepreneur;Medium;M2095;X
551676;Minister of Armament;Daniel Renoult;1947;1964;1999;ST;Theoretical Scientist;Medium;M2096;X
551677;Minister of Armament;Jacques de Guillebon;1938;1964;1999;PA;Resource Industrialist;Medium;M2097;X
551678;Minister of Security;Pierre Auguste Chardigny;1936;1964;1999;SD;Prince of Terror;Low;M2098;X
551679;Minister of Security;Julien Luchaire;1937;1964;1999;SD;Efficient Sociopath;Medium;M2099;X
551680;Minister of Security;Adrien Tixier;1938;1964;1999;SD;Compassionate Gentleman;Very High;M2100;X
551681;Minister of Security;Henri Bonnet;1938;1964;1999;SD;Back Stabber;Medium;M2101;X
551682;Minister of Security;Paul Ramadier;1941;1964;1999;SD;Crime Fighter;High;M2035;X
551683;Minister of Security;Albert Lebrun;1946;1964;1999;SD;Silent Lawyer;Medium;M2001;X
551684;Minister of Security;Jules Moch;1947;1964;1999;SL;Man of the People;High;M2104;X
551685;Minister of Security;Pierre Pené;1936;1964;1999;SL;Silent Lawyer;Medium;M2105;X
551686;Minister of Security;Arthur Fontaine;1937;1964;1999;SL;Efficient Sociopath;Medium;M2106;X
551687;Minister of Security;Henri Roy;1938;1964;1999;SL;Man of the People;Medium;M2107;X
551688;Minister of Security;Louis-Georges Mandel;1940;1964;1999;SL;Crime Fighter;Low;M2108;X
551689;Minister of Security;Jean Maillet;1947;1964;1999;SL;Back Stabber;High;M2109;X
551690;Minister of Security;Joseph Paganon;1936;1964;1999;SC;Silent Lawyer;Medium;M2006;X
551691;Minister of Security;Gaston Alexandre Clauzel;1938;1964;1999;SC;Man of the People;High;M2111;X
551692;Minister of Security;René Nicolau;1941;1964;1999;SC;Compassionate Gentleman;High;M2112;X
551693;Minister of Security;André Marie;1947;1964;1999;ML;Prince of Terror;Medium;M2041;X
551694;Minister of Security;Camille Chautemps;1940;1964;1999;SC;Man of the People;Medium;M2036;X
551695;Minister of Security;Robert Schumann;1944;1964;1999;ML;Crime Fighter;Medium;M2088;X
551696;Minister of Security;André Le Troquer;1945;1964;1999;SC;Compassionate Gentleman;Medium;M2072;X
551697;Minister of Security;Lucien Micol;1936;1964;1999;ST;Crime Fighter;High;M2015;X
551698;Minister of Security;Claudine Chomat;1937;1964;1999;ST;Efficient Sociopath;Medium;M2118;X
551699;Minister of Security;Henri Gourdeaux;1938;1964;1999;ST;Silent Lawyer;High;M2119;X
551700;Minister of Security;Jean-Marie Clamamus;1940;1964;1999;ST;Man of the People;Medium;M2120;X
551701;Minister of Security;Maurice Thorez;1944;1964;1999;ST;Prince of Terror;Very High;M2011;X
551702;Minister of Security;Eugene Dunoyer de Segonzac;1938;1964;1999;PA;Compassionate Gentleman;Very High;M2122;X
551703;Head of Military Intelligence;Roger Salengro;1936;1964;1999;SD;Industrial Specialist;Medium;M2123;X
551704;Head of Military Intelligence;Felix Gouin;1937;1964;1999;SD;Technical Specialist;Medium;M2034;X
551705;Head of Military Intelligence;Daniel Mayer;1941;1964;1999;SD;Logistics Specialist;Medium;M2023;X
551706;Head of Military Intelligence;André Le Troquer;1947;1964;1999;SD;Dismal Enigma;Medium;M2072;X
551708;Head of Military Intelligence;Maurice Delage;1941;1964;1999;SL;Technical Specialist;High;M2129;X
551709;Head of Military Intelligence;Aimé Lepercq;1947;1964;1999;SL;Industrial Specialist;High;M2130;X
551710;Head of Military Intelligence;René Nicolau;1936;1964;1999;SC;Dismal Enigma;High;M2112;X
551711;Head of Military Intelligence;Jacques Brunschwig;1938;1964;1999;SC;Naval Intelligence Specialist;High;M2132;X
551712;Head of Military Intelligence;André Marie;1940;1964;1999;ML;Technical Specialist;Medium;M2041;X
551713;Head of Military Intelligence;Charles Luizet;1940;1964;1999;ML;Technical Specialist;High;M2134;X
551714;Head of Military Intelligence;André de Wawrin-Passy;1942;1964;1999;SC;Logistics Specialist;High;M2135;X
551715;Head of Military Intelligence;Roger Lantenois;1944;1964;1999;SC;Industrial Specialist;High;M2136;X
551716;Head of Military Intelligence;André Boulloche;1946;1964;1999;SC;Dismal Enigma;High;M2137;X
551717;Head of Military Intelligence;Waldeck Rochet;1936;1964;1999;ST;Dismal Enigma;High;M2016;X
551718;Head of Military Intelligence;Jean-Marie Clamamus;1938;1964;1999;ST;Industrial Specialist;Medium;M2120;X
551719;Head of Military Intelligence;Henri Gourdeaux;1941;1964;1999;ST;Logistics Specialist;High;M2119;X
551720;Head of Military Intelligence;Gustave Guéhenneux;1947;1964;1999;ST;Technical Specialist;Medium;M2141;X
551721;Head of Military Intelligence;Paul Repiton-Preneuf;1938;1964;1999;PA;Logistics Specialist;Medium;M2142;X
551722;Chief of Staff;Jean-Marie Lattre de Tassigny;1936;1964;1999;SC;School of Mass Combat;Medium;M2047;X
551726;Chief of Staff;Pierre-Armand Billotte;1942;1964;1999;SC;School of Fire Support;Medium;M2151;X
551727;Chief of Staff;Pierre Bourges-Maunory;1944;1964;1999;SC;School of Psychology;High;M2152;X
