U29;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
290001;Head of State;Messali Hadj;1936;1964;1999;PA;Pig-headed Isolationist;Very High;AFR_messali_hadj;x
290002;Head of State;Abdelhamid Ben Badis;1936;1964;1999;PA;Benevolent Gentleman;Very High;Badis;x
290003;Head of State;Abdelbaki Sahraoui;1936;1964;1999;PA;popular figurehead;Very High;unknown;x
290004;Head of Government;Ahmed Tewfik El Madani;1936;1964;1999;PA;Flamboyant Tough Guy;Very High;Madani;x
290005;Head of Government;Belkacem Radjef;1936;1964;1999;PA;Silent Workhorse;Very High;AFR_belkacem_radjef;x
290006;Head of Government;Abderrahmane Nekli;1936;1964;1999;PA;naive optimist;Very High;Nekli;x
290007;Foreign Minister;Mohammed Racim;1936;1964;1999;PA;Ideological Crusader;Very High;Racim;x
290008;Foreign Minister;Si Djilani;1936;1964;1999;PA;General Staffer;Very High;AFR_si_djilani;x
290009;Foreign Minister;Abdelbaki Sahraoui;1936;1964;1999;PA;Apologetic Clerk;Very High;unknown;x
290010;Foreign Minister;Abderrahmane Nekli;1936;1964;1999;PA;Great Compromiser;Very High;Nekli;x
290011;Foreign Minister;Mohammed Dib;1940;1964;1999;PA;Biased Intellectual;Very High;Dib;x
290012;Foreign Minister;Abdelmalek Benhabyles;1941;1964;1999;PA;iron fisted brute;Very High;Benhabyles;x
290013;Foreign Minister;Abdelhamid ben Hadouga;1945;1964;1999;PA;The Cloak N Dagger Schemer;Very High;unknown;x
290014;Minister of Armament;Belkacem Radjef;1936;1964;1999;PA;Resource Industrialist;Very High;AFR_belkacem_radjef;x
290015;Minister of Armament;Si Djilani;1936;1964;1999;PA;Military Entrepreneur;Very High;AFR_si_djilani;x
290016;Minister of Armament;Messali Hadj;1936;1964;1999;PA;Infantry Proponent;Very High;AFR_messali_hadj;x
290017;Minister of Armament;Said Boualam;1936;1964;1999;PA;Infantry Proponent;Very High;Boualam;x
290018;Minister of Armament;Ahmed Tewfik El Madani;1936;1964;1999;PA;Administrative Genius;Very High;Madani;x
290019;Minister of Armament;Krim Belkacem;1942;1964;1999;PA;Tank Proponent;Very High;Belkacem;x
290020;Minister of Armament;Saïd Mohammedi;1936;1964;1999;PA;air to ground proponent;Very High;Mohammedi;x
290021;Minister of Armament;Saad Dahlab;1938;1964;1999;PA;air to sea proponent;Very High;Dahlab;x
290022;Minister of Armament;Sheikh Hamada;1936;1964;1999;PA;Submarine Proponent;Very High;unknown;x
