U02;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
8955000;Head of State;Konrad Krafft von Dellmensingen;1936;1964;1999;FA;Weary Stiffneck;High;kaiserreich Dellmensingen;x
8955001;Head of Government;Carl Dankwort;1936;1964;1999;SC;Silent Workhorse;High;kaiserreich Dankwort;x
8955002;Foreign Minister;Aristidis Stergiadis;1936;1964;1999;PA;iron fisted brute;High;kaiserreich Stergiadis;x
8955003;Minister of Armament;Basil Zaharoff;1936;1964;1999;PA;Corrupt Kleptocrat;Medium;kaiserreich Zaharoff;x
8955004;Minister of Security;Elias Mellos;1936;1964;1999;SC;Man of the People;Medium;kaiserreich Mellos;x
8955005;Head of Military Intelligence;Friedrich Schubert;1936;1964;1999;PA;Dismal Enigma;Medium;kaiserreich Schubert;x
8955006;Chief of Staff;Ali Fuat Cebesoy;1936;1964;1999;PA;School of Defence;Medium;kaiserreich Cebesoy;x
8955007;Chief of Army;Mustafa Fehmi Kubilay;1936;1964;1999;PA;Guns and Butter Doctrine;Medium;kaiserreich Kubilay;x
8955008;Chief of Navy;Karl Artelt;1936;1964;1999;SD;Decisive Naval Battle Doctrine;Medium;kaiserreich Artelt;x
8955009;Chief of Air Force;Erwin Böhme;1936;1964;1999;PA;Air Superiority Doctrine;Medium;kaiserreich Böhme;x
;Replacements;;;;;;;;;x
8955010;Head of State;Prince George;1936;1964;1999;SC;Popular Figurehead;High;kaiserriech P. George;x
8955011;Head of State;Mustafa Ertugru;1936;1964;1999;PA;Resigned Generalissimo;High;kaiserreich Ertugru;x
8955012;Head of Government;Munis Tekinalp;1936;1964;1999;PA;Naive Optimist;High;kaiserreich Tekinalp;x
8955013;Minister of Armament;Sükrü Kaya;1936;1964;1999;PA;Administrative Genius;High;kaiserreich Kaya;x
8955014;Minister of Security;Musa Cevat Sakir;1936;1964;1999;PA;Compassionate Gentleman;High;kaiserreich Sakir;x
8955015;Head of Military Intelligence;Salih Omurtak;1936;1964;1999;PA;Logistics Specialist;High;kaiserreich Omurtak;x
8955016;Chief of Staff;Nikolaos Plastiras;1936;1964;1999;PA;School of Psychology;Very High;M18060;x
8955017;Chief of Army;Nikolaos Plastiras;1936;1964;1999;PA;Guns and Butter Doctrine;Very High;M18060;x
8955018;Chief of Navy;Petros Voulgaris;1936;1964;1999;SC;Indirect Approach Doctrine;High;M18061;x
8955019;Chief of Air Force;Ali Fuat Cebesoy;1936;1964;1999;PA;Army Aviation Doctrine;High;kaiserreich Cebesoy;x
