U46;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
900200;Head of State;Enrico Mizzi;1936;1964;1999;ML;Benevolent Gentleman;Very High;malta1;x
900201;Head of Government;George Borg Olivier;1939;1964;1999;SC;Silent Workhorse;Very High;malta2;x
900202;Head of Government;Enrico Mizzi;1936;1964;1999;SC;Naive Optimist;Very High;malta1;x
900203;Minister of Armament;Antonio Cassar-Torreggiani;1936;1964;1999;ML;Laissez-Faire Capitalist;Very High;malta10;x
900204;Minister of Security;Emanuel Galea;1936;1964;1999;ML;Man of the People;Very High;malta6;x
900205;Foreign Minister;Gerald Strickland;1936;1964;1999;SC;Iron fisted brute;Very High;malta11;x
900206;Chief of Staff;Antonio Cassar-Torreggiani;1936;1964;1999;ML;School of Manoeuvre;Very High;malta10;x
900207;Chief of Army;Antonio Cassar-Torreggiani;1936;1964;1999;ML;Guns and Butter Doctrine;Very High;malta10;x
900208;Chief of Navy;Tom Warrington;1936;1964;1999;ML;Open Seas Doctrine;Very High;unknown;x
900209;Chief of Air Force;Gerald Strickland;1936;1964;1999;ML;Undistinguished Suit;Very High;malta11;x
900210;Head of State;Carlo Mallia ;1936;1964;1999;FA;Insignificant Layman;Very High;malta12;x
900211;Head of Government;Carlo Mallia ;1936;1964;1999;FA;Flamboyant Tough Guy;Very High;malta12;x
900212;Foreign Minister;George Borg Olivier;1939;1964;1999;SC;Great Compromiser;Very High;malta2;x
900213;Foreign Minister;Alfredo Cachia Zammit;1936;1964;1999;SL;The Cloak N Dagger Schemer;Very High;malta13;x
900214;Minister of Security;Arturo Mercieca;1936;1964;1999;SC;Silent Lawyer;Very High;malta14;x
900215;Head of Military Intelligence;Carmelo Borg Pisani;1936;1964;1999;PA;Dismal Enigma;Very High;malta15;x
900216;Chief of Staff;Ivo Leone Ganado;1936;1964;1999;FA;School of Mass Combat;Very High;unknown;x
900217;Chief of Army;Ivo Leone Ganado;1936;1964;1999;FA;Guns and Butter Doctrine;Very High;unknown;x
900218;Head of State;Paul Boffa;1936;1964;1999;LWR;Pig-headed Isolationist;Very High;malta3;x
900219;Head of Government;Ugo Pasquale Mifsud;1936;1964;1999;SC;Flamboyant Tough Guy;Very High;malta5;x
900220;Foreign Minister;Ugo Pasquale Mifsud;1936;1964;1999;SC;Apologetic Clerk;Very High;malta5;x
900221;Minister of Armament;Paul Boffa;1936;1964;1999;LWR;Resource Industrialist;Very High;malta3;x
900222;Minister of Security;Michael Gonzi;1936;1964;1999;SD;Man of the People;Very High;malta16;x
900223;Head of Government;William Savona;1936;1964;1999;SD;Silent Workhorse;Very High;malta4;x
900224;Head of Government;Dom Mintoff;1936;1964;1999;LWR;Flamboyant Tough Guy;Very High;M900244;x
900225;Chief of Army;Michael Dundon;1936;1964;1999;SD;Elastic Defence Doctrine;Very High;unknown;x
900226;Chief of Staff;Michael Dundon;1936;1964;1999;SD;School of Manoeuvre;Very High;unknown;x
900227;Minister of Security;Enrico Mizzi;1936;1964;1999;ML;Silent Lawyer;Very High;malta1;x
900228;Foreign Minister;Dom Mintoff;1936;1964;1999;LWR;Great Compromiser;Very High;unknown;x
900229;Head of State;Paul Boffa;1936;1964;1999;ML;Weary Stiffneck;Very High;malta3;x
900230;Head of Government;Paul Boffa;1936;1964;1999;ML;Naive Optimist;Very High;malta3;x
900231;Head of Government;Giorgio Borg Olivier;1947;1964;1999;ML;Undistinguished Suit;Very High;M900242;x
900232;Head of State;Robert Edward Laycock;1947;1964;1999;ML;Undistinguished Suit;Very High;M900243;x
900233;Head of Government;Dom Mintoff;1951;1964;1999;ML;Undistinguished Suit;Very High;M900244;x
900234;Head of State;Guy Grantham;1955;1964;1999;ML;Undistinguished Suit;Very High;M900245;x
900235;Head of Government;Guy Grantham;1955;1964;1999;ML;Undistinguished Suit;Very High;M900245;x
900236;Head of State;Maurice Henry Dorman;1958;1964;1999;ML;Undistinguished Suit;Very High;M900247;x
900237;Head of State;Under German administration;1963;1964;1999;PA;Weary Stiffneck;High;kai_gercoladmi;x
900238;Head of State;Under German administration;1963;1964;1999;SC;Weary Stiffneck;High;kai_gercoladmi;x
