U24;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
29500;Head of State;S.K.u.K.M. Otto I von Habsburg;1936;1964;1999;PA;young kaiser;High;kaiserreich ottoivh;x
29501;Head of Government;O. Lˆwenfels-Aarengau;1936;1964;1999;PA;Naive Optimist;High;M23048;x
29502;Foreign Minister;O. Lˆwenfels-Aarengau;1936;1964;1999;PA;General Staffer;High;M23048;x
29503;Minister of Armament;T. Winkler-Kreuth-Mautner;1936;1964;1999;PA;laissez-faire capitalist;High;M23067;x
29504;Minister of Security;W. Ehrenburg von Loetitz;1936;1964;1999;PA;Efficient Sociopath;High;M23082;x
29505;Head of Military Intelligence;Kalm·n Szell;1936;1964;1999;PA;Political Specialist;Medium;M23093;x
29506;Chief of Staff;Karl Kirchbach;1936;1964;1999;FA;School of Defence;High;MKirchbach;x
29507;Chief of Army;Erzherzog Friedrich;1936;1964;1999;FA;Guns and Butter Doctrine;High;MErzFriedrich;x
29508;Chief of Navy;Janko Vukovic;1936;1964;1999;PA;Decisive Naval Battle Doctrine;Very High;MVukovic;x
29509;Chief of Air Force;Godwin Brumowski;1936;1964;1999;FA;Air Superiority Doctrine;Very High;kaiserreich brumowski;x
29510;Head of State;Wilhelm Miklas;1936;1964;1999;FA;Weary Stiffneck;High;M23001;x
29511;Head of Government;Kurt Schuschnigg;1936;1964;1999;FA;Silent Workhorse;High;M23002;x
29512;Foreign Minister;Egon Berger-Waldenegg;1936;1964;1999;FA;Apologetic Clerk;High;M23003;x
29513;Minister of Armament;Julius Raab;1936;1964;1999;FA;Resource Industrialist;Medium;M23004;x
29514;Minister of Security;Eduard Baar-Baarenfels;1936;1964;1999;FA;Man of the People;High;M23005;x
29515;Head of Military Intelligence;Wilhelm Gebauer;1936;1964;1999;FA;Logistics Specialist;Medium;M23006;x
29516;Chief of Staff;Alfred von Jansa;1936;1964;1999;FA;School of Defence;Medium;M23007;x
29517;Chief of Army;Wilhelm Zehner;1936;1964;1999;FA;Elastic Defence Doctrine;High;M23008;x
29518;Chief of Navy;Paul von HegedÅE;1936;1964;1999;FA;Decisive Naval Battle Doctrine;High;M23009;x
29519;Chief of Air Force;Alexander Lˆhr;1936;1964;1999;NS;Army Aviation Doctrine;Medium;M23010;x
29520;Head of State;Josef BÅEckel;1936;1964;1999;FA;Insignificant Layman;High;M23042;x
29521;Head of State;Arthur Seyss-Inquart;1936;1964;1999;NS;Die-hard Reformer;High;M23011;x
29522;Head of State;Karl Renner;1936;1964;1999;SC;Benevolent Gentleman;High;M23021;x
29523;Head of State;Leopold Figl;1936;1964;1999;SD;Pig-headed Isolationist;High;M23045;x
29524;Head of State;Otto Bauer;1936;1964;1999;LE;Insignificant Layman;High;M23031;x
29525;Head of State;Josef Teufl;1936;1964;1999;ST;Barking Buffoon;High;M23047;x
29526;Head of Government;Albert Mendsdorff-Pouilly;1936;1964;1999;FA;Happy Amateur;High;M23049;x
29527;Head of Government;Edmund Glaise-Horstenau;1936;1964;1999;NS;Old General;High;M23050;x
29528;Head of Government;Wilhelm Wolff;1936;1964;1999;NS;Flamboyant Tough Guy;High;M23013;x
29529;Head of Government;Ludwig HÅegerth;1936;1964;1999;SC;Corporate Suit;High;M23052;x
29530;Head of Government;Adolf Sch‰rf;1936;1964;1999;SD;Naive Optimist;High;M23022;x
29531;Head of Government;Willi Frank;1936;1964;1999;LE;Happy Amateur;High;M23035;x
29532;Head of Government;Josef Teufl;1936;1964;1999;ST;Backroom Backstabber;High;M23047;x
29533;Foreign Minister;Guido Schmidt;1936;1964;1999;FA;The Cloak N Dagger Schemer;High;M23057;x
