U39;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
978450101;Head of State;Sir Arnold W. Hodgson;1936;1964;1999;ML;Stern Imperialist;High;M551001;x
978450102;Head of Government;Sir Allan C.M. Burns;1936;1964;1999;ML;Silent Workhorse;High;M551002;x
978450103;Foreign Minister;George Edwardes;1936;1964;1999;ML;Great Compromiser;High;M551003;x
978450104;Minister of Armament;Ernest McGilvery;1936;1964;1999;ML;Submarine Proponent;Medium;M551004;x
978450105;Minister of Security;William Lowdendale;1936;1964;1999;ML;Man of the People;Medium;M551005;x
978450106;Head of Military Intelligence;Clive O. Butler;1936;1964;1999;ML;Logistics Specialist;Medium;M551006;x
978450107;Chief of Staff;Clive O. Butler;1936;1964;1999;ML;School of Psychology;Medium;M551006;x
978450108;Chief of Army;Sir Charles Arden-Clarke;1936;1964;1999;ML;Elastic Defence Doctrine;Medium;M551008;x
978450109;Chief of Navy;Douglas Randall-Scott;1936;1964;1999;ML;Power Projection Doctrine;Medium;M551009;x
978450110;Chief of Air Force;Sir Charles Arden-Clarke;1936;1964;1999;ML;Army Aviation Doctrine;Medium;M551008;x
978450111;Head of State;H.H. Awedobo IX.;1936;1964;1999;PA;Popular Figurehead;High;M551011;x
978450112;Head of State;Sir Charles Arden-Clarke;1936;1964;1999;SL;Resigned Generalissimo;High;M551012;x
978450113;Head of State;Kwame Nkrumah;1936;1964;1999;LWR;Barking Buffoon;High;M551013;x
978450114;Head of Government;Hendrik Muller;1936;1964;1999;PA;Corporate Suit;High;M551014;x
978450115;Head of Government;Kwame Nkrumah;1936;1964;1999;SL;Naive Optimist;High;M551015;x
978450116;Head of Government;Josiah Akiba;1936;1964;1999;LWR;Happy Amateur;High;M551016;x
978450117;Foreign Minister;Frederick Isaac Dolphin;1936;1964;1999;PA;General Staffer;High;M551017;x
978450118;Foreign Minister;Harry Nkiwe;1936;1964;1999;SL;Ideological Crusader;High;M551018;x
978450119;Foreign Minister;Mauricius Offroye;1936;1964;1999;LWR;Biased Intellectual;High;M551019;x
978450120;Minister of Armament;Patrick McIlhaney;1936;1964;1999;PA;Battle Fleet Proponent;Medium;M551020;x
978450121;Minister of Armament;Isaac Julianson;1936;1964;1999;SL;Tank Proponent;Medium;M551021;x
978450122;Minister of Armament;Duncan J. O'Leary;1936;1964;1999;LWR;Administrative Genius;Medium;M551022;x
978450123;Minister of Security;Judah Epson;1936;1964;1999;PA;Prince of Terror;Medium;M551023;x
978450124;Minister of Security;Neville London;1941;1964;1999;PA;Compassionate Gentleman;Medium;M551024;x
978450125;Minister of Security;Junior W.K. Hartley;1936;1964;1999;SL;Crime Fighter;Medium;M551025;x
978450126;Minister of Security;Daniel Kwuma;1936;1964;1999;LWR;Silent Lawyer;Medium;M551026;x
978450127;Head of Military Intelligence;Judah Epson;1936;1964;1999;PA;Dismal Enigma;Medium;M551023;x
978450128;Head of Military Intelligence;T.R. Hatton;1936;1964;1999;SL;Industrial Specialist;Medium;M551028;x
978450129;Head of Military Intelligence;Modimba Awanka;1936;1964;1999;LWR;Political Specialist;Medium;M551029;x
978450130;Chief of Staff;Frederick Isaac Dolphin;1936;1964;1999;PA;School of Manoeuvre;Medium;M551017;x
978450131;Chief of Staff;Abel Ocran;1936;1964;1999;SL;School of Fire Support;Medium;M551031;x
978450132;Chief of Staff;Ignatius Acheampong;1936;1964;1999;LWR;School of Defence;Medium;M551032;x
978450133;Chief of Army;Clive O. Butler;1936;1964;1999;PA;Decisive Battle Doctrine;Medium;M551006;x
978450134;Chief of Army;Ignatius Acheampong;1936;1964;1999;SL;Static Defence Doctrine;Medium;M551032;x
978450135;Chief of Army;Abel Ocran;1936;1964;1999;LWR;Static Defence Doctrine;Medium;M551031;x
978450136;Chief of Navy;Frederick Isaac Dolphin;1936;1964;1999;PA;Base Control Doctrine;Medium;M551017;x
978450137;Chief of Navy;Obigjo Amedume;1936;1964;1999;SL;Open Seas Doctrine;Medium;M551037;x
978450138;Chief of Navy;Moses Kwanikwa;1936;1964;1999;LWR;Decisive Naval Battle Doctrine;Medium;M551038;x
978450139;Chief of Air Force;Clive O. Butler;1936;1964;1999;PA;Carpet Bombing Doctrine;Medium;M551006;x
978450140;Chief of Air Force;Obigjo Amedume;1936;1964;1999;SL;Naval Aviation Doctrine;Medium;M551037;x
978450141;Chief of Air Force;Junior W.K. Hartley;1936;1964;1999;LWR;Vertical Envelopment Doctrine;Medium;M551025;x
978450142;Head of State;Under German administration;1963;1964;1999;PA;Weary Stiffneck;High;kai_gercoladmi;x
978450143;Head of State;Under German administration;1963;1964;1999;SC;Weary Stiffneck;High;kai_gercoladmi;x
