U54;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
1215001;Head of State;H.H. Shriman VIII Maharaja of Kashmir;1933;1950;1999;PA;pig-headed isolationist;Very High;Kashmir Maharaja Hari Singh;X
1215002;Head of State;H.H. Karan Singh Maharaja of Kashmir;1950;1964;1999;PA;popular figurehead;Very High;Kashmir Karan Singh;X
1215003;Head of State;Sheikh Mohammad Abdullah;1933;1950;1999;SL;powerhungry demagogue;Very High;Kashmir Sheik Abdullah;X
1215004;Head of State;Sardar Ibrahim Khan;1933;1950;1999;SD;die-hard reformer;Very High;Kashmir Sardar Ibrahim Khan;X
1215005;Head of Government;N. Gopalaswami Ayyangar;1933;1964;1999;SC;corporate suit;Very High;Kashmir N Gopalaswami Ayyangar;X
1215006;Head of Government;Ram Chandra Kak;1933;1964;1999;FA;flamboyant tough guy;Very High;Kashmir Ram Chandra Kak;X
1215007;Head of Government;Bakshi Ghulam Mohammad;1933;1964;1999;SL;backroom backstabber;Very High;Kashmir Bakshi Ghulam Muhammad;X
1215008;Minister of Security;Khan Muhammad Khan;1933;1964;1999;SL;crime fighter;Very High;Kashmir Khan Muhammad Khan;X
1215009;Minister of Security;Ram Chandra Kak;1933;1964;1999;PA;back stabber;Very High;Kashmir Ram Chandra Kak;X
1215010;Minister of Security;William Alexander Brown;1933;1964;1999;SD;prince of terror;Very High;Kashmir William Alexander Brown;X
1215011;Minister of Armament;Janak Singh;1933;1964;1999;PA;military entrepreneur;Very High;Kashmir Janak Singh;X
1215012;Minister of Armament;N. Gopalaswami Ayyangar;1933;1964;1999;SC;laissez-faire capitalist;Very High;Kashmir N Gopalaswami Ayyangar;X
1215013;Minister of Armament;Ram Chandra Kak;1933;1964;1999;FA;resource industrialist;Very High;Kashmir Ram Chandra Kak;X
1215014;Head of Military Intelligence;Ghansar Singh;1933;1964;1999;PA;Counterintelligence Specialist;Very High;Kashmir Ghansar Singh;X
1215015;Head of Military Intelligence;Bakshi Ghulam Mohammad;1933;1964;1999;SL;political specialist;Very High;Kashmir Bakshi Ghulam Muhammad;X
1215016;Head of Military Intelligence;Sardar Ibrahim Khan;1933;1964;1999;SD;dismal enigma;Very High;Kashmir Sardar Ibrahim Khan;X
1215017;Chief of Staff;Rajinder Singh;1933;1964;1999;PA;school of defence;Very High;Kashmir Rajinder Singh;X
1215018;Chief of Staff;Kashmir Singh Katoch;1933;1964;1999;SC;school of mass combat;Very High;Kashmir Kashmir Singh Katoch;X
1215019;Chief of Staff;Khan Muhammad Khan;1933;1964;1999;SL;school of psychology;Very High;Kashmir Khan Muhammad Khan;X
1215020;Chief of Army;Janak Singh;1933;1964;1999;PA;guns and butter doctrine;Very High;Kashmir Janak Singh;X
1215021;Chief of Army;Kashmir Singh Katoch;1933;1964;1999;SC;elastic defence doctrine;Very High;Kashmir Kashmir Singh Katoch;X
1215022;Chief of Army;William Alexander Brown;1933;1964;1999;SD;decisive battle doctrine;Very High;Kashmir William Alexander Brown;X
1215023;Chief of Navy;Under Army Control;1933;1964;1999;FA;decisive naval battle doctrine;Very High;Kashmir Under Army Control;X
1215024;Chief of Navy;Under Army Control;1933;1964;1999;SC;decisive naval battle doctrine;Very High;Kashmir Under Army Control;X
1215025;Chief of Navy;Under Army Control;1933;1964;1999;SD;decisive naval battle doctrine;Very High;Kashmir Under Army Control;X
1215026;Chief of Navy;Under Army Control;1933;1964;1999;LE;decisive naval battle doctrine;Very High;Kashmir Under Army Control;X
1215027;Chief of Air Force;Under Army Control;1933;1964;1999;FA;air superiority doctrine;Very High;Kashmir Under Army Control;X
1215028;Chief of Air Force;Under Army Control;1933;1964;1999;SC;air superiority doctrine;Very High;Kashmir Under Army Control;X
1215029;Chief of Air Force;Under Army Control;1933;1964;1999;SD;air superiority doctrine;Very High;Kashmir Under Army Control;X
1215030;Chief of Air Force;Under Army Control;1933;1964;1999;LE;air superiority doctrine;Very High;Kashmir Under Army Control;X
1215031;Foreign Minister;N. Gopalaswami Ayyangar;1933;1964;1999;SC;great compromiser;Very High;Kashmir N Gopalaswami Ayyangar;X
1215032;Foreign Minister;Ram Chandra Kak;1933;1964;1999;FA;iron fisted brute;Very High;Kashmir Ram Chandra Kak;X
1215033;Foreign Minister;Bakshi Ghulam Mohammad;1933;1964;1999;SL;ideological crusader;Very High;Kashmir Bakshi Ghulam Muhammad;X
1215034;Head of Government;Mirwaiz Yusuf Shah;1933;1964;1999;SD;backroom backstabber;Very High;Kashmir Mirwaiz Yusuf Shah;X
1215035;Foreign Minister;Mirwaiz Yusuf Shah;1933;1964;1999;SD;biased intellectual;Very High;Kashmir Mirwaiz Yusuf Shah;X
1215036;Head of State;Habib ur Rahman;1933;1950;1999;LE;resigned generalissimo;Very High;Kashmir Habib Ur Rahman;X
1215037;Head of Government;Habib ur Rahman;1933;1964;1999;LE;happy amateur;Very High;Kashmir Habib Ur Rahman;X
1215038;Chief of Staff;Habib ur Rahman;1933;1964;1999;LE;school of mass combat;Very High;Kashmir Habib Ur Rahman;X
1215039;Chief of Army;Habib ur Rahman;1933;1964;1999;LE;decisive battle doctrine;Very High;Kashmir Habib Ur Rahman;X
1215040;Chief of Staff;Aslam Khan;1933;1964;1999;SD;school of fire support;Very High;Kashmir Aslam Khan;X
