U33;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
755000;Head of State;Ramiro Noronha;1936;1964;1999;PA;Resigned Generalissimo;Medium;unknown;x
755001;Head of State;Irineu Bornhausen;1936;1964;1999;PA;powerhungry demagogue;Medium;U33_irineu_bornhausen;x
755002;Head of State;Mário Gomes da Silva;1936;1964;1999;PA;Barking Buffoon;Medium;U33_mario_gomes_da_silva;x
755003;Head of State;Adolfo Konder;1936;1964;1999;SC;Popular Figurehead;Medium;U33_adolfo_konder;x
755004;Head of State;Walter Peracchi Barcelos;1947;1964;1999;SC;Pig-headed Isolationist;Medium;U33_walter_peracchi_barcelos;x
755005;Head of State;Aristiliano Ramos;1936;1964;1999;SC;Popular Figurehead;Medium;U33_aristiliano_ramos;x
755006;Head of State;Affonso Alves de Camargo;1936;1964;1999;SC;Pig-headed Isolationist;Medium;U33_afonso_camargo;x
755007;Head of State;Caetano Munhoz da Rocha;1936;1964;1999;SC;Die-hard Reformer;Medium;U33_caetano_munhoz_da_rocha;x
755008;Head of State;Antonio Augusto de Carvalho Chaves;1936;1964;1999;SC;Insignificant Layman;Medium;U33_antonio_augusto_de_carvalho_chaves;x
755009;Head of State;Dagoberto Dulcídio Pereira;1936;1964;1999;SC;Autocratic Charmer;Medium;U33_dagoberto_dulcidio_pereira;x
755010;Head of State;João Alexandre Busse;1936;1964;1999;SL;Stern Imperialist;Medium;U33_joao_alexandre_busse;x
755011;Head of State;Clotário de Macedo Portugal;1936;1964;1999;SL;Weary Stiffneck;Medium;U33_clotario_de_macedo_portugal;x
755012;Head of State;Sinval Saldanha;1936;1964;1999;SL;Barking Buffoon;Medium;unknown;x
755013;Head of State;Vespasiano Barbosa Martins;1936;1964;1999;SL;Barking Buffoon;Medium;U33_vespasiano_barbosa_martins;x
755014;Head of State;Valmor Argemiro Ribeiro Branco;1936;1964;1999;SL;powerhungry demagogue;Medium;U33_valmor_argemiro_ribeiro_branco;x
755015;Head of State;Nereu Ramos;1936;1964;1999;SD;Die-hard Reformer;Medium;U33_nereu_ramos;x
755016;Head of Government;Ramiro Noronha;1936;1964;1999;PA;Old General;Medium;unknown;x
755017;Head of Government;Irineu Bornhausen;1936;1964;1999;PA;Backroom Backstabber;Medium;U33_irineu_bornhausen;x
