U09;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
112500;Head of State;Dr. Pedro Albizu Campos;1936;1964;1999;NS;Die-hard Reformer;High;Dr. Pedro Albizu Campos;X
112501;Head of Government;Juan Antonio Corretjer;1936;1964;1999;NS;Political Protege;High;juan antonio corretjer;X
112502;Foreign Minister;Luis Llorens Torres;1936;1964;1999;NS;Biased Intellectual;High;Luis Llorens Torres;X
112503;Minister of Security;Dr. Antonio S. Pedreira;1936;1964;1999;NS;Silent Lawyer;High;Dr. Antonio S. Pedreira;X
112504;Head of Military Intelligence;Dr. Jose Ferrer Canales;1936;1964;1999;NS;Political Specialist;High;Dr. Jose Ferrer Canales;X
112505;Minister of Armament;Rexford Tugwell;1936;1964;1999;NS;Resource Industrialist;High;Rexford_Tugwell;X
112506;Chief of Staff;Blanton C. Winship;1936;1947;1999;NS;School of Defence;High;Blanton_C_Winship;X
112507;Chief of Army;Blanton C. Winship;1936;1947;1999;NS;Decisive Battle Doctrine;High;Blanton_C_Winship;X
112508;Chief of Air Force;Salvador E. Felices;1950;1964;1999;NS;Carpet Bombing Doctrine;High;Salvador_E_Felices;X
112509;Chief of Navy;Pedro del Valle;1936;1964;1999;NS;Base Control Doctrine;High;Pedro_del_Valle;X
112510;Head of State;Jesus T. Piñero;1936;1964;1999;PA;Popular Figurehead;High;Jesus_T_Pinero;X
112511;Head of State;Gilberto de Gracia;1936;1964;1999;NS;Die-hard Reformer;High;Gilberto_de_Gracia;X
112512;Head of State;Rosendo Matienzo Cintron;1936;1964;1999;NS;Popular Figurehead;High;Rosendo_Matienzo_Cintron;X
112513;Head of Government;Guy J. Swope;1936;1964;1999;PA;Corporate Suit;High;Guy_J_Swope;X
112514;Head of Government;Santiago Iglesias;1936;1964;1999;SL;Political Protege;High;Santiago_Iglesias;X
112515;Head of Government;Manuel Zeno Gandia;1936;1964;1999;NS;Political Protege;High;Manuel_Zeno_Gandia;X
112516;Foreign Minister;Luis Muñoz Marin;1936;1964;1999;PA;General Staffer;High;Luis_Munoz_Marin;X
112517;Foreign Minister;Blanca Canales;1936;1964;1999;NS;Ideological Crusader;High;Blanca_Canales;X
112518;Minister of Security;Luis R. Esteves;1936;1964;1999;PA;Crime Fighter;High;Luis_R_Esteves;X
112519;Head of Military Intelligence;Roberto Sánchez Vilella;1936;1964;1999;PA;Industrial Specialist;High;Roberto_Sanchez_Vilella;X
112520;Chief of Navy;William D. Leahy;1936;1964;1999;PA;Decisive Naval Battle Doctrine;High;William_D_Leahy;X
112521;Head of State;Luis Alberto Ferré;1948;1970;1999;SD;Benevolent Gentleman;High;MLuis_Alberto_Ferre;X
112522;Head of Government;Luis Alberto Ferré;1948;1970;1999;SD;Silent Workhorse;High;MLuis_Alberto_Ferre;X
112523;Minister of Armament;Luis Alberto Ferré;1948;1970;1999;SD;Administrative Genius;High;MLuis_Alberto_Ferre;X
112524;Chief of Navy;Edmund Ernest García;1946;1970;1999;SL;Power Projection Doctrine;High;LEdmund_Ernest_Garcia;X
112525;Chief of Navy;José M. Cabanillas;1942;1970;1999;SL;Indirect Approach Doctrine;High;LJose_M_Cabanillas;X
112526;Chief of Navy;Horacio Rivero Jr.;1946;1970;1999;SC;Open Seas Doctrine;High;Rivero;X
112527;Minister of Armament;Horacio Rivero Jr.;1946;1970;1999;SC;Battle Fleet Proponent;High;Rivero;X
112528;Chief of Staff;Pedro del Valle;1936;1964;1999;NS;School of Fire Support;High;Pedro_del_Valle;X
112529;Chief of Air Force;Félix Rigau Carrera;1936;1964;1999;ML;Air Superiority Doctrine;High;LFelix_Rigau_Carrera;X
112530;Chief of Army;Luis R. Esteves;1936;1960;1999;PA;Static Defence Doctrine;High;Luis_R_Esteves;X
112531;Chief of Staff;Luis R. Esteves;1936;1960;1999;PA;School of Defence;High;Luis_R_Esteves;X
112532;Chief of Staff;Gilberto José Marxuach;1947;1970;1999;SL;School of Manoeuvre;High;LGilberto_Jose_Marxuach;X
112533;Chief of Army;Gilberto José Marxuach;1947;1970;1999;SL;Elastic Defence Doctrine;High;LGilberto_Jose_Marxuach;X
112534;Chief of Army;Juan César Cordero Dávila;1948;1970;1999;ML;Doctrine of Autonomy;High;LJuan_Cordero_Davila;X
112535;Chief of Staff;Juan César Cordero Dávila;1948;1970;1999;ML;School of Psychology;High;LJuan_Cordero_Davila;X
