U23;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
7600;Head of State;H.H. Louis de Grimaldi;1936;1964;1999;PA;Pig-headed Isolationist;Very high;Louis_de_Grimaldi;x
7601;Head of Government;Pierre de Polignac;1936;1964;1999;PA;Happy Amateur;Medium;Pierre_de_Polignac;x
7602;Foreign Minister;Albert Camus;1936;1964;1999;LE;Biased Intellectual;Medium;Albert_Camus;x
7603;Minister of Armament;Raymond Abellio;1936;1964;1999;LWR;Administrative Genius;Medium;Raymond_Abellio;x
7604;Minister of Security;Jacques Soustelle;1936;1964;1999;LE;Crime Fighter;Medium;Jacques_Soustelle;x
7605;Head of Military Intelligence;Maurice Hankey;1936;1964;1999;SC;Naval Intelligence Specialist;Medium;Maurice_Hankey;x
7606;Chief of Staff;Maurice Hankey;1936;1964;1999;SC;school of defence;Medium;Maurice_Hankey;x
7607;Chief of Army;Louis de Grimaldi;1936;1964;1999;PA;static defence doctrine;Medium;Louis_de_Grimaldi;x
7609;Chief of Air Force;Maryse Bastié;1936;1964;1999;SL;Air Superiority Doctrine;Medium;Maryse_Bastie;x
7610;Head of State;H.H. Rainier Grimaldi;1946;1964;1999;ML;Popular Figurehead;Medium;Rainier_Grimaldi;x
7611;Head of Government;Jacques Chaban-Delmas;1946;1964;1999;SD;Corporate Suit;Medium;Jacques_Chaban-Delmas;x
7612;Foreign Minister;Charlotte Grimaldi;1936;1964;1999;ML;Undistinguished Suit;Medium;Charlotte_Grimaldi;x
7613;Minister of Armament;Paul Augier;1944;1964;1999;SD;laissez-faire capitalist;Medium;Paul_Augier;x
7614;Minister of Security;Pierre Dejussieu-Pontcarral;1936;1964;1999;SL;Compassionate Gentleman;Medium;Pierre_Dejussieu-Pontcarral;x
7615;Head of Military Intelligence;Pierre Dejussieu-Pontcarral;1936;1964;1999;SL;Logistics Specialist;Medium;Pierre_Dejussieu-Pontcarral;x
7616;Chief of Staff;Jacques Chaban-Delmas;1944;1964;1999;SD;School of Manoeuvre;Medium;Jacques_Chaban-Delmas;x
7617;Chief of Army;Georges Catroux;1936;1964;1999;SD;static defence doctrine;Medium;Georges_Catroux;x
7618;Chief of Navy;Maurice Hankey;1936;1964;1999;SC;Power Projection Doctrine;Medium;Maurice_Hankey;x
7619;Chief of Air Force;Martial Valín;1936;1964;1999;SC;Air Superiority Doctrine;Medium;Valin;x
7620;Head of State;Edgar Faure;1936;1964;1999;SC;Popular Figurehead;Medium;Edgar_Faure;x
7621;Head of Government;Alexandre Varenne;1936;1964;1999;SL;Political Protege;Medium;Alexandre_Varenne;x
7622;Foreign Minister;Rene Cassin;1936;1964;1999;SL;Great Compromiser;Medium;Rene_Cassin;x
7623;Minister of Armament;Louis Armand;1936;1964;1999;SL;Administrative Genius;Medium;Louis_Armand_M;x
7624;Minister of Security;Berty Albrecht;1936;1964;1999;LWR;Efficient Sociopath;Medium;Berty_Albrecht;x
7625;Head of Military Intelligence;Edgard de Larminat;1936;1964;1999;SD;Technical Specialist;Medium;Edgard_de_Larminat;x
7626;Chief of Staff;Jea-Marie Lattre de Tassigny;1936;1964;1999;SC;School of Mass Combat;Medium;Jea-Marie_Lattre_de_Tassigny;x
7627;Chief of Army;Jea-Marie Lattre de Tassigny;1936;1964;1999;SC;Armoured Spearhead Doctrine;Medium;Jea-Marie_Lattre_de_Tassigny;x
7628;Chief of Navy;Georges Cabanier;1936;1964;1999;SD;Undistinguished Suit;Medium;Georges_Cabanier;x
7629;Chief of Air Force;Georges Bergé;1936;1964;1999;SD;Army Aviation Doctrine;Medium;Georges_Berge;x
7631;Head of Government;Jea-Marie Lattre de Tassigny;1936;1964;1999;SC;Old General;Medium;Jea-Marie_Lattre_de_Tassigny;x
7632;Foreign Minister;Edgard de Larminat;1936;1964;1999;SD;General Staffer;Medium;Edgard_de_Larminat;x
7633;Minister of Armament;Gilbert Bugeac;1936;1964;1999;LWR;Infantry Proponent;Medium;Gilbert_Bugeac;x
7634;Minister of Security;Jacques Baumel;1936;1964;1999;SC;Silent Lawyer;Medium;Jacques_Baumel;x
7635;Head of Military Intelligence;Louis Bonvin;1936;1964;1999;SD;Logistics Specialist;Medium;Louis_Bonvin;x
7636;Chief of Staff;Oliver Guichard;1936;1964;1999;ML;School of Psychology;Medium;Oliver_Guichard;x
7637;Chief of Army;Pierre Dejussieu-Pontcarral;1936;1964;1999;SL;static defence doctrine;Medium;Pierre_Dejussieu-Pontcarral;x
7639;Chief of Air Force;Edouard Corniglion-Molinier;1936;1964;1999;SL;Air Superiority Doctrine;Medium;Corniglion-Molinier;x
