U44;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
59200;Head of State;Chithira Thirunal Balarama Varma;1936;1964;1999;SC;Die-hard Reformer;High;INDChi;x
59202;Head of Government;Muhammad Habibullah;1936;1964;1999;SC;Corporate Suit;High;INDHabi;x
59203;Foreign Minister;V. S. Subramanya Iyer;1936;1964;1999;SC;Apologetic Clerk;High;INDIye;x
59204;Minister of Armament;Damodaran Asan A.S;1936;1964;1999;SC;Bank President;High;INDAsa;x
59205;Minister of Security;M.A. Chacko;1936;1964;1999;SC;Crime Fighter;Very High;INDChac;x
59206;Head of Military Intelligence;Chandrasekaran Nair;1936;1964;1999;SC;Logistics Specialist;High;INDChan;x
59207;Chief of Staff;N.R.Sreenivasan Iyer;1936;1964;1999;SC;School of Mass Combat;High;INDSree;x
59208;Chief of Army;M. Krishna Menon;1936;1964;1999;SC;Guns and Butter Doctrine;High;INDMeno;x
59209;Chief of Navy;Aikya Keralam Thampuran;1936;1964;1999;SC;Decisive Naval Battle Doctrine;High;INDKer;x
59210;Chief of Air Force;Ravi Varma;1936;1964;1999;SC;Army Aviation Doctrine;High;INDRav;x
;Replacements;Name;Pool;;Personality;;;x
59211;Head of State;Pattom A. Thanu Pillai;1936;1964;1999;LE;Die-hard Reformer;High;INDPatt;x
59212;Head of Government;R. Sugathan;1936;1964;1999;LE;Ambitious Union Boss;High;INDSug;x
59213;Head of Government;E. Ikkanda Warrier;1936;1964;1999;SD;Flamboyant Tough Guy;High;INDWar;x
59214;Head of Government;R. K. Shanmukham Chetty;1936;1964;1999;SC;Political Protege;High;INDSha;x
59215;Foreign Minister;Mohammed Abdul Rahiman;1936;1964;1999;ST;Biased Intellectual;High;INDMuha;x
59216;Minister of Security;Anaparambil Joseph John;1936;1964;1999;SD;Silent Lawyer;Very High;INDJos;x
59217;Minister of Security;Sannappa Parameshwar Gaonkar;1936;1964;1999;SD;Crime Fighter;Very High;INDSan;x
59218;Minister of Armament;R. K. Shanmukham Chetty;1936;1964;1999;SC;Administrative Genius;High;INDSha;x
59219;Minister of Armament;C. Kesavan;1936;1964;1999;SD;Corrupt Kleptocrat;High;INDKesa;x
59220;Chief of Staff;Chempakaraman Pillai;1936;1964;1999;LE;School of Mass Combat;High;INDChem;x
59221;Chief of Army;Chempakaraman Pillai;1936;1964;1999;LE;Decisive Battle Doctrine;High;INChem;x
59222;Chief of Navy;Sannappa Parameshwar Gaonkar;1936;1964;1999;LE;Decisive Naval Battle Doctrine;High;INDPara;x
59223;Chief of Air Force;P. Krishna Pillai;1936;1964;1999;LE;Carpet Bombing Doctrine;High;INDPPil;x
59224;Head of Military Intelligence;K. Kelappan;1936;1964;1999;SD;Political Specialist;High;INDKepa;x
59225;Head of Military Intelligence;P. G. N. Unnithan;1936;1964;1999;SC;Political Specialist;High;INDPGN;x
59226;Minister of Armament;Mallapalli Modayil Mani;1936;1964;1999;SC;Theoretical Scientist;High;INDMan;x
59227;Head of Government;Kavalam Madhava Panikkar;1936;1964;1999;SL;Naive Optimist;High;INDPanik;x
