U22;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
7500;Head of State;André Marie;1936;1964;1999;LWR;Barking Buffoon;Medium;M7500;X
7501;Head of Government;André Breton;1936;1964;1999;LE;Political Protege;Medium;M7501;X
7502;Foreign Minister;Marie Pierre Koenig;1936;1964;1999;SC;The Cloak N Dagger Schemer;Medium;M7502;X
7503;Minister of Armament;Michel Hollard;1936;1964;1999;SL;Resource Industrialist;Medium;M7503;X
7506;Chief of Staff;Marie Pierre Koenig;1936;1964;1999;SC;School of Mass Combat;Medium;M7502;X
7507;Chief of Army;Philippe Leclerc de Hauteclocque;1936;1964;1999;SD;Decisive Battle Doctrine;Medium;M7507;X
7509;Head of State;René Coty;1936;1964;1999;SL;Die-hard Reformer;Medium;M7509;X
7511;Foreign Minister;Pierre Le Moign';1936;1964;1999;SL;Great Compromiser;Medium;M7511;X
7512;Minister of Security;Pierre Le Moign';1936;1964;1999;SL;Efficient Sociopath;Medium;M7511;X
7513;Foreign Minister;Roland Barthes;1945;1964;1999;LE;Great Compromiser;Medium;M7513;X
7514;Minister of Security;Roland Barthes;1945;1964;1999;LE;Efficient Sociopath;Medium;M7513;X
7515;Head of State;Guy Mollet;1936;1964;1999;LE;Popular Figurehead;Medium;M7515;X
7516;Minister of Armament;Guy Mollet;1936;1964;1999;LE;Infantry Proponent;Medium;M7515;X
7517;Foreign Minister;Jean Helión;1936;1964;1999;SD;Ideological Crusader;Medium;M7517;X
7518;Head of Government;Georges Marchais;1948;1964;1999;LWR;Silent Workhorse;Medium;M7518;X
7519;Minister of Security;Ambrose Sherwill;1936;1964;1999;ML;Compassionate Gentleman;Medium;M7519;X
7520;Minister of Security;Sibyl Mary Hathaway;1936;1964;1999;SC;Man of the People;Medium;M7520;X
7521;Foreign Minister;André Bettencourt;1936;1964;1999;PA;Great Compromiser;Medium;M7521;X
7522;Minister of Security;André Bettencourt;1936;1964;1999;PA;Efficient Sociopath;Medium;M7521;X
7523;Head of Military Intelligence;Robert Lecourt;1936;1964;1999;SC;Industrial Specialist;Medium;M7523;X
7524;Minister of Security;Robert Lecourt;1936;1964;1999;SC;Crime Fighter;Medium;M7523;X
7525;Chief of Staff;René Cogny;1936;1964;1999;SC;School of Fire Support;Medium;M7525;X
7526;Chief of Army;René Cogny;1936;1964;1999;SC;Decisive Battle Doctrine;Medium;M7525;X
7527;Chief of Air Force;René Cogny;1936;1964;1999;SC;Army Aviation Doctrine;Medium;M7525;X
7528;Chief of Navy;René Cogny;1936;1964;1999;SC;Decisive Naval Battle Doctrine;Medium;M7525;X
7529;Minister of Armament;Marie Pierre Koenig;1936;1964;1999;SC;Military Entrepreneur;Medium;M7502;X
7530;Chief of Navy;Jules Evenou;1936;1964;1999;SC;Open Seas Doctrine;Medium;M7530;X
7531;Minister of Armament;Jules Evenou;1936;1964;1999;SC;Battle Fleet Proponent;Medium;M7530;X
7532;Chief of Air Force;Jules Evenou;1936;1964;1999;SC;Naval Aviation Doctrine;Medium;M7530;X
7533;Head of State;Franz Maria von Bayern;1936;1964;1999;PA;German Aristocrat;Medium;kaiserreich_U22_Franz_Maria_von_Bayern;X
7534;Head of Government;Philippe Auboyneau;1936;1964;1999;PA;Old Admiral;Very High;U22_Auboyneau;X
7535;Head of State;H.H. Anna I;1936;1964;1999;PA;Russian Aristocrat;High;kaiserreich_U22_Tatian_Constantinovna_von_Rom;X
7536;Head of State;H.H. Anna I;1936;1964;1999;SC;Russian Aristocrat;High;kaiserreich_U22_Tatian_Constantinovna_von_Rom;X
7537;Head of State;Raymond Péricat;1919;1964;1999;ST;Autocratic Charmer;Medium;kaiserreich pericat;X
7538;Head of Government;Raymond Péricat;1919;1964;1999;ST;Naive Optimist;Medium;kaiserreich pericat;X
