U05;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
320001;Head of State;Josephe Kasavubu;1936;1964;1999;LWR;Ruthless Powermonger;High;M574012;x
320002;Head of Government;Jomo Kenyatta;1936;1964;1999;LE;Naive Optimist;Very High;AFR_jomo_kenyata;x
320003;Foreign Minister;Abeid Amani Karume;1936;1964;1999;LWR;General Staffer;Very High;AFR_abeid_amani_karume;x
320004;Minister of Armament;Jacques Opangault;1936;1964;1999;SD;Infantry Proponent;Very High;AFR_jacques_opangault;x
320005;Minister of Security;Julius Nyerere;1936;1964;1999;SD;Man of the People;Very High;AFR_julius_nyerere;x
320006;Head of Military Intelligence;Jaramogi Oginga Odinga;1936;1964;1999;ST;Logistics Specialist;Medium;AFR_jaramogi_oginga_odinga;x
320007;Chief of Staff;Charles Cecil Farquharson Dundas;1936;1964;1999;SD;Undistinguished Suit;Medium;unknown;x
320008;Chief of Army;Josephe Kasavubu;1936;1964;1999;LWR;Guns and Butter Doctrine;Medium;M574027;x
320009;Chief of Navy;Jean Pierre Raffage;1936;1964;1999;LWR;Open Seas Doctrine;Medium;M574033;x
320010;Chief of Air Force;Abeid Amani Karume;1936;1964;1999;LWR;Air Superiority Doctrine;Very High;AFR_abeid_amani_karume;x
320011;Foreign Minister;Jomo Kenyatta;1936;1964;1999;LE;Ideological Crusader;Very High;Jomo_Kenyata;x
320012;Minister of Armament;Theophilius Wonja Michael;1936;1964;1999;ML;Administrative Genius;Medium;Kaiserreich TW Michael;x
320013;Chief of Army;Charles Atagana;1936;1964;1999;ML;Elastic Defence Doctrine;Medium;Kaiserreich Charles Atagana;x
320014;Head of Military Intelligence;Erich Kallmeyer;1936;1964;1999;ML;Logistics Specialist;Medium;Kaiserreich Kallmeyer;x
320015;Head of State;Mutara III Rudahigwa;1936;1964;1999;ML;Autocratic Charmer;High;M574001;X
320016;Head of Government;Pierre Ryckmans;1936;1964;1999;ML;Silent Workhorse;High;M574002;X
320017;Foreign Minister;Eugene Jongers;1936;1964;1999;ML;Apologetic Clerk;High;M574003;X
320018;Head of State;Under German administration;1963;1964;1999;PA;Weary Stiffneck;High;kai_gercoladmi;x
320019;Head of State;Under German administration;1963;1964;1999;SC;Weary Stiffneck;High;kai_gercoladmi;x
