U03;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
800200;Head of State;Barthélémy Boganda;1936;1964;1999;LWR;Popular Figurehead;Medium;AFR_barthelemy_boganda;X
800201;Head of Government;André Matsoua;1936;1964;1999;LWR;Happy Amateur;Very High;AFR_andre_matsoua;X
800202;Foreign Minister;Jean-Hilaire Aubame;1936;1964;1999;LE;Apologetic Clerk;High;AFR_jean_hilaire_aubame;X
800203;Minister of Armament;Yahu Awko-Iditti;1936;1964;1999;SD;Battle Fleet Proponent;Medium;M552017;X
800204;Minister of Security;Nkola Mbomo;1936;1964;1999;LWR;Efficient Sociopath;Medium;M536036;X
800205;Head of Military Intelligence;David Mousseda;1936;1964;1999;LWR;Logistics Specialist;Medium;M536040;X
800206;Chief of Staff;Charles Mahango;1936;1964;1999;LWR;School of Manoeuvre;Medium;M536043;X
800207;Chief of Army;André Matsoua;1936;1964;1999;LWR;Guns and Butter Doctrine;Very High;AFR_andre_matsoua;X
800208;Chief of Navy;Felix Eboue;1936;1964;1999;LWR;Open Seas Doctrine;Medium;M536008;X
800209;Chief of Air Force;Ifar Ilishuno;1936;1964;1999;LE;Air Superiority Doctrine;Medium;M552029;X
800210;Head of State;André Matsoua;1936;1964;1999;LWR;Die-hard Reformer;Very High;AFR_andre_matsoua;X
800211;Head of State;Leon Gabriel M'ba;1936;1964;1999;LWR;Autocratic Charmer;High;M536019;X
800212;Head of State;Nnamdi Azikiwe;1936;1964;1999;SD;Benevolent Gentleman;High;M552011;X
800213;Head of Government;Aimé Marius Louis Grimald;1936;1964;1999;SD;Political Protege;Medium;AFR_aime_marius_louis_grimald;X
800214;Foreign Minister;André Matsoua;1936;1964;1999;LWR;Ideological Crusader;Very High;AFR_andre_matsoua;X
800215;Foreign Minister;Stuart McMorris;1936;1964;1999;SD;Ideological Crusader;High;M552015;X
800216;Minister of Security;Auguste Lamblin;1936;1964;1999;SD;Man of the People;Medium;unknown;X
800217;Head of Military Intelligence;André Matsoua;1936;1964;1999;LWR;Political Specialist;Very High;AFR_andre_matsoua;X
800218;Chief of Air Force;Felix Eboue;1936;1964;1999;LWR;Vertical Envelopment Doctrine;Medium;M536008;X
800219;Minister of Security;Mohammad Okaziyabu;1936;1964;1999;LE;Compassionate Gentleman;Medium;M552019;X
