U26;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
26500;Head of State;Alberts Kviesis;1936;1964;1999;FA;Powerhungry Demagogue;High;M27001;x
26501;Head of Government;Kàrlis Ulmanis;1936;1964;1999;FA;Happy Amateur;High;M27002;x
26502;Foreign Minister;Kàrlis Ulmanis;1936;1964;1999;FA;Biased Intellectual;Undying;M27002;x
26503;Minister of Armament;Ludvigs Ctis;1936;1964;1999;PA;Infantry Proponent;Medium;M27004;x
26504;Minister of Security;Vilis Gulbis;1936;1964;1999;FA;Crime Fighter;Medium;M27005;x
26505;Head of Military Intelligence;Hermanis Apsitis;1936;1964;1999;FA;Political Specialist;Medium;M27006;x
26506;Chief of Staff;Jànis Balodis;1936;1964;1999;FA;School of Defence;Medium;M27007;x
26507;Chief of Army;Rudolfs Bangerskis;1936;1964;1999;FA;Static Defence Doctrine;Low;M27008;x
26508;Chief of Navy;Tomas Spade;1936;1964;1999;FA;Decisive Naval Battle Doctrine;Medium;M27009;x
26509;Chief of Air Force;Janis Indans;1936;1964;1999;FA;Army Aviation Doctrine;Medium;M27010;x
26510;Head of State;Hans Heinrich Lohse;1941;1964;1999;NS;Stern Imperialist;High;M27031;x
26511;Head of State;Kàrlis Ulmanis;1936;1964;1999;FA;Barking Buffoon;High;M27002;x
26512;Head of State;Janis Andersons;1945;1964;1999;PA;Benevolent Gentleman;High;M27033;x
26513;Head of State;Pauls Kalniñs;1936;1964;1999;SC;Insignificant Layman;High;M27011;x
26514;Head of State;Jazeps Rancans;1945;1964;1999;SC;Autocratic Charmer;High;M27035;x
26515;Head of State;Augusts Kirchensteins;1936;1964;1999;LE;Weary Stiffneck;High;M27021;x
26516;Head of State;Ernests Kreismanis;1945;1964;1999;ST;Ruthless Powermonger;High;M27037;x
26517;Head of Government;Alfreds Valdmanis;1941;1964;1999;NS;Smiling Oilman;High;M27038;x
26518;Head of Government;Oskars Dankers;1941;1964;1999;NS;Happy Amateur;High;M27039;x
26519;Head of Government;Jànis Kaminskis;1940;1964;1999;FA;Naive Optimist;High;M27041;x
26520;Head of Government;Rudolfs Bangerskis;1945;1964;1999;PA;Flamboyant Tough Guy;High;M27008;x
26521;Head of Government;Pauls Kalniñs;1936;1964;1999;SC;Silent Workhorse;High;M27011;x
26522;Head of Government;Reinhold K. Zariñs;1940;1964;1999;SC;Political Protege;High;M27012;x
26523;Head of Government;Augusts Kirchensteins;1936;1964;1999;LE;Silent Workhorse;High;M27021;x
26524;Head of Government;Roberts Osis;1945;1964;1999;ST;Old General;High;M27046;x
26525;Head of Government;Vilis Làcis;1946;1964;1999;ST;Backroom Backstabber;High;M27025;x
26526;Foreign Minister;Alfreds Valdmanis;1941;1964;1999;NS;Iron Fisted Brute;Medium;M27038;x
26527;Foreign Minister;Oskars Dankers;1941;1964;1999;NS;General Staffer;Medium;M27039;x
26528;Foreign Minister;Màrtiñs Prïmanis;1944;1964;1999;NS;Ideological Crusader;Medium;M27050;x
