U38;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
978450001;Head of State;Sir Philip Euan Mitchell;1936;1964;1999;ML;Die-hard Reformer;High;M550001;x
978450002;Head of Government;Sir John Hathorn Hall;1936;1964;1999;ML;Flamboyant Tough Guy;High;M550002;x
978450003;Foreign Minister;Robert Brooke-Popham;1936;1964;1999;ML;General Staffer;High;L1051;x
978450004;Minister of Armament;Henry Monck-Mason Moore;1936;1964;1999;ML;Battle Fleet Proponent;Medium;M550004;x
978450005;Minister of Security;Sir Harold McMichael;1936;1964;1999;ML;Efficient Sociopath;Medium;M550005;x
978450006;Head of Military Intelligence;Mark Young;1936;1964;1999;ML;Industrial Specialist;Medium;M550006;x
978450007;Chief of Staff;Henry Dundas Stevenson;1936;1964;1999;ML;School of Defence;Medium;M550007;x
978450008;Chief of Army;Robert Brooke-Popham;1936;1964;1999;ML;Decisive Battle Doctrine;Medium;L1051;x
978450009;Chief of Navy;William Denis Battershill;1936;1964;1999;ML;Open Seas Doctrine;Medium;M550009;x
978450010;Chief of Air Force;Charles Farquharson Dundas;1936;1964;1999;ML;Air Superiority Doctrine;Medium;M550010;x
978450011;Head of State;H.R.H. Sayid Khalifa ibn Kharub;1936;1964;1999;PA;Powerhungry Demagogue;High;M550011;x
978450012;Head of State;H.R.H. Edward Mutesa II;1936;1964;1999;SD;Popular Figurehead;High;M550012;x
978450013;Head of State;Julius Nyerere;1936;1964;1999;LWR;Pig-headed Isolationist;High;M550013;x
978450014;Head of Government;Lord Josslyn Erroll;1936;1964;1999;PA;Naive Optimist;High;M1051;x
978450015;Head of Government;Jomo Kenyatta;1936;1964;1999;SD;Silent Workhorse;High;M550015;x
978450016;Head of Government;Apolo Milton Obote;1936;1964;1999;LWR;Happy Amateur;High;M550016;x
978450017;Foreign Minister;Pio Gama Pinto;1936;1964;1999;PA;Great Compromiser;High;M550017;x
978450018;Foreign Minister;Henry G. Pilling;1941;1964;1999;ML;Iron Fisted Brute;High;M550018;x
978450019;Foreign Minister;Keterne Yifru;1936;1964;1999;SD;Biased Intellectual;High;M550019;x
978450020;Foreign Minister;Joseph Murumbi;1936;1964;1999;LWR;The Cloak N Dagger Schemer;High;M550020;x
978450021;Minister of Armament;Alexius de Laszlo;1936;1964;1999;PA;Infantry Proponent;Medium;M550021;x
978450022;Minister of Armament;Chandrakanth Mehta;1942;1964;1999;PA;laissez-faire capitalist;Medium;M550022;x
978450023;Minister of Armament;Charles Farquharson Dundas;1940;1964;1999;ML;Air Superiority Proponent;Medium;M550010;x
978450024;Minister of Armament;Ronald Ngala;1936;1964;1999;SD;Tank Proponent;Medium;M550024;x
978450025;Minister of Armament;Nasirdas Mehta;1942;1964;1999;SD;Resource Industrialist;Medium;M550025;x
978450026;Minister of Armament;Dravi Kanaphathuya;1936;1964;1999;LWR;Theoretical Scientist;Medium;M550026;x
978450027;Minister of Security;Makhan Singh;1936;1964;1999;PA;Crooked Kleptocrat;Medium;M550027;x
978450028;Minister of Security;Ide DeLisle;1942;1964;1999;PA;Back Stabber;Medium;M550028;x
978450029;Minister of Security;Vincent Goncalves Glenday;1940;1964;1999;ML;Crime Fighter;Medium;M550029;x
978450030;Minister of Security;Benedicto Kiwanuka;1936;1964;1999;SD;Man of the People;Medium;M550030;x
978450031;Minister of Security;Dedan Kimathi;1936;1964;1999;LWR;Prince of Terror;Medium;M550031;x
978450032;Head of Military Intelligence;Charles Witherspoon;1936;1964;1999;PA;Logistics Specialist;Medium;M550032;x
978450033;Head of Military Intelligence;Tarcisius Ngagalekumtwa;1936;1964;1999;SD;Naval Intelligence Specialist;Medium;M550033;x
978450034;Head of Military Intelligence;Ernest Hemingway;1943;1964;1999;SD;Dismal Enigma;Medium;M550034;x
978450035;Head of Military Intelligence;Rashid Kawawa;1936;1964;1999;LWR;Technical Specialist;Medium;M550035;x
978450036;Chief of Staff;Richard Carver;1936;1964;1999;PA;School of Manoeuvre;Medium;L1069;x
978450037;Chief of Staff;Jeremy J. Pierson;1941;1964;1999;ML;School of Psychology;Medium;M550037;x
978450038;Chief of Staff;Edward Mutesa;1936;1964;1999;SD;School of Mass Combat;Medium;M550038;x
978450039;Chief of Staff;Henry Jumara;1936;1964;1999;LWR;School of Fire Support;Medium;M550039;x
978450040;Chief of Army;Peter Mills;1936;1964;1999;PA;Guns and Butter Doctrine;Medium;M550040;x
978450041;Chief of Army;Henry G. Pilling;1941;1964;1999;ML;Static Defence Doctrine;Medium;M550018;x
978450042;Chief of Army;Ongeri Bogita;1936;1964;1999;SD;Armoured Spearhead Doctrine;Medium;M550042;x
978450043;Chief of Army;Juma Datawi;1936;1964;1999;LWR;Elastic Defence Doctrine;Medium;M550043;x
978450044;Chief of Navy;Daudi Chawa;1936;1964;1999;PA;Indirect Approach Doctrine;Medium;M550044;x
978450045;Chief of Navy;Nashruddin Mehta;1936;1964;1999;SD;Power Projection Doctrine;Medium;M550045;x
978450046;Chief of Navy;Edward Montford;1936;1964;1999;LWR;Decisive Naval Battle Doctrine;Medium;M550046;x
978450047;Chief of Air Force;Makhan Singh;1936;1964;1999;PA;Naval Aviation Doctrine;Medium;M550027;x
978450048;Chief of Air Force;James Howe-Dobson;1941;1964;1999;ML;Army Aviation Doctrine;Medium;M550048;x
978450049;Chief of Air Force;Nasirdas Mehta;1936;1964;1999;SD;Carpet Bombing Doctrine;Medium;M550025;x
978450050;Chief of Air Force;Edward Montford;1936;1964;1999;LWR;Vertical Envelopment Doctrine;Medium;M550046;x
978450051;Head of State;Under German administration;1963;1964;1999;PA;Weary Stiffneck;High;kai_gercoladmi;x
978450052;Head of State;Under German administration;1963;1964;1999;SC;Weary Stiffneck;High;kai_gercoladmi;x
