U01;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
41001;Head of State;Gabriel Terra;1936;1964;1999;PA;Powerhungry Demagogue;High;M41001;x
41002;Head of Government;Gabriel Terra;1936;1964;1999;PA;Smiling Oilman;High;M41001;x
41003;Foreign Minister;José Espalter;1936;1964;1999;PA;Iron Fisted Brute;Medium;M41003;x
41004;Minister of Armament;Alfredo Baldomir;1936;1964;1999;PA;Military Entrepreneur;Medium;M41004;x
41005;Minister of Security;Heinz Glockenberger;1936;1964;1999;PA;Prince of Terror;Medium;M41005;x
41006;Head of Military Intelligence;Cristiano Piraguy Trellés;1936;1964;1999;PA;Logistics Specialist;Medium;M41006;x
41007;Chief of Staff;Manuel Heinz Azpurua;1936;1964;1999;PA;School of Fire Support;Medium;M41007;x
41008;Chief of Army;Jorge Eloi Mendoza;1936;1964;1999;PA;Static Defence Doctrine;Medium;M41008;x
41009;Chief of Navy;Carlos Jackson Urribé;1936;1964;1999;PA;Decisive Naval Battle Doctrine;Medium;M41009;x
41010;Chief of Air Force;Cosme Alvaréz Berisso;1936;1964;1999;PA;Air Superiority Doctrine;Medium;M41010;x
41031;Head of State;Alfredo Baldomir;1938;1964;1999;SC;Resigned Generalissimo;High;M41004;x
41032;Head of State;A. Dres Gustavo;1938;1964;1999;SD;Insignificant Layman;High;M41032;x
41033;Head of State;Juan de Amezaga;1943;1964;1999;ML;Benevolent Gentleman;High;M41033;x
41034;Head of State;Baltasar Brun;1943;1964;1999;SD;Weary Stiffneck;High;M41034;x
41035;Head of State;Tomas Beretta Gandolfo;1947;1964;1999;SL;Die-hard Reformer;High;M41035;x
41036;Head of State;Luis Conrado Batlle Beres;1944;1964;1999;SL;Popular Figurehead;High;M41036;x
41037;Head of Government;Alfredo Baldomir;1938;1964;1999;SC;Old General;High;M41004;x
41038;Head of Government;A. Dres Gustavo;1938;1964;1999;SD;Happy Amateur;High;M41032;x
41039;Head of Government;Juan de Amezaga;1943;1964;1999;ML;Corporate Suit;High;M41033;x
41040;Head of Government;Baltasar Brun;1943;1964;1999;SD;Old Admiral;High;M41034;x
41041;Head of Government;Tomas Beretta Gandolfo;1947;1964;1999;SL;Flamboyant Tough Guy;High;M41035;x
41042;Head of Government;Luis Conrado Batlle Beres;1944;1964;1999;SL;Naive Optimist;High;M41036;x
