U27;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
790701;Head of State;Oscar Benavides Larrea;1936;1964;1999;PA;Resigned Generalissimo;High;M39001;x
790702;Head of Government;Luis Miguel Sánchez Cerro;1936;1964;1999;FA;Old General;High;Kaiserreich Luis Miguel Sánchez Cerro;x
790703;Foreign Minister;Alberto Ulloa Sotomayor;1936;1964;1999;PA;Iron Fisted Brute;Medium;M39003;x
790704;Minister of Armament;Ernesto Scroth;1936;1964;1999;PA;Battle Fleet Proponent;Medium;M39004;x
790705;Minister of Security;Luis Sanchez Cerro;1936;1964;1999;PA;Back Stabber;Medium;M39005;x
790706;Head of Military Intelligence;Oscar Gilardi;1936;1964;1999;PA;Technical Specialist;Very Low;M39006;x
790707;Chief of Staff;Gustavo Jimenez;1936;1964;1999;PA;School of Psychology;Medium;M39007;x
790708;Chief of Army;Oscar Benavides Larrea;1936;1964;1999;PA;Static Defence Doctrine;Medium;M39001;x
790709;Chief of Navy;Ernesto Scroth;1936;1964;1999;PA;Open Seas Doctrine;Medium;M39004;x
790710;Chief of Air Force;Paul de Beaudiez;1936;1964;1999;PA;Army Aviation Doctrine;Medium;M39010;x
790711;Head of State;Oscar Benavides Larrea;1936;1964;1999;SC;Resigned Generalissimo;High;M39001;x
790712;Head of State;Manuel Prado y Ugarteche;1939;1964;1999;SC;Autocratic Charmer;High;M39032;x
790713;Head of State;José Bustamante y Rivero;1945;1964;1999;ML;Benevolent Gentleman;High;M39033;x
790714;Head of State;Augusto Leguia Swayne;1936;1964;1999;LWR;Powerhungry Demagogue;High;M39034;x
790715;Head of State;Reynaldo Vinatea;1939;1964;1999;SD;Barking Buffoon;High;M39035;x
790716;Head of State;Eloy G. Ureta;1939;1964;1999;SD;Resigned Generalissimo;High;M39036;x
790717;Head of Government;Ernesto Montagne Sanchez;1937;1964;1999;SC;Smiling Oilman;High;M39037;x
790718;Head of Government;Augusto Leguia Swayne;1937;1964;1999;LWR;Happy Amateur;High;M39034;x
790719;Head of Government;Adolfo Solf y Muro;1939;1964;1999;SC;Naive Optimist;High;M39039;x
790720;Head of Government;Oscar Miro Quesada;1939;1964;1999;SD;Silent Workhorse;High;M39040;x
790721;Head of Government;Manuel Cisneros Sanchez;1944;1964;1999;ML;Political Protege;High;M39041;x
790722;Head of Government;Julio Tello East;1945;1964;1999;SL;Smiling Oilman;High;M39042;x
790723;Head of Government;Enrique García Sayan;1945;1964;1999;ML;Flamboyant Tough Guy;High;M39043;x
790724;Head of Government;David S. Ocampo;1945;1964;1999;SD;Ambitious Union Boss;High;M39044;x
790725;Head of Government;Rafel Belaunde Díez;1946;1964;1999;ML;Naive Optimist;High;M39045;x
790726;Head of Government;Julio Portugal Montero;1947;1964;1999;ML;Silent Workhorse;High;M39046;x
790727;Foreign Minister;Carlos Concha;1936;1964;1999;SC;Apologetic Clerk;Medium;M39047;x
790728;Foreign Minister;Rafael Escardo;1936;1964;1999;SD;General Staffer;Medium;M39048;x
790729;Foreign Minister;Enrique Goytisola Bolognesi;1939;1964;1999;SC;Iron Fisted Brute;Medium;M39049;x
790730;Foreign Minister;Reynaldo Vinatea;1939;1964;1999;SD;Ideological Crusader;Medium;M39035;x
790731;Foreign Minister;Adolfo Solf y Muro;1940;1964;1999;SC;The Cloak N Dagger Schemer;High;M39039;x
790732;Foreign Minister;Manuel Gallagher;1944;1964;1999;SC;General Staffer;High;M39052;x
790733;Foreign Minister;Manuel Gallagher;1945;1964;1999;SL;Biased Intellectual;High;M39052;x
790734;Foreign Minister;Javier Correa Elías;1945;1964;1999;ML;Iron Fisted Brute;High;M39054;x
790735;Foreign Minister;Oscar Miro Quesada;1945;1964;1999;SD;The Cloak N Dagger Schemer;Medium;M39040;x
790736;Foreign Minister;Enrique García Sayan;1946;1964;1999;ML;The Cloak N Dagger Schemer;Medium;M39043;x
790737;Foreign Minister;Manuel Prado y Ugarteche;1947;1964;1999;SD;Apologetic Clerk;Medium;M39032;x
790738;Minister of Armament;José Julio Bravo;1936;1964;1999;SC;Submarine Proponent;High;M39058;x
