U31;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
911001;Head of State;Wilhelm Ritter von Leeb;1936;1964;1999;NS;Popular Figurehead;High;KMvonleeb;x
911002;Head of State;Erich Raeder;1936;1964;1999;SC;Benevolent Gentleman;High;L409;x
911003;Head of State;Heinz Guderian;1936;1964;1999;ML;Die-Hard Reformer;High;L94;x
911004;Head of State;Otto Suhr;1936;1964;1999;ML;Benevolent Gentleman;Very High;KMosuhr;x
911005;Head of State;Kurt Sieveking;1936;1964;1999;ML;Popular Figurehead;High;KMksieveking;x
911006;Head of State;Ernst Thälmann;1936;1964;1999;LE;Stern Imperialist;High;M22;x
911007;Head of State;Rudolf Rocker;1936;1964;1999;LWR;Die-hard Reformer;Medium;KMrrocker;x
911008;Head of State;Wilhelm Pieck;1936;1964;1999;ST;Insignificant Layman;High;M507016;x
911009;Head of Government;Ernst Röhm;1936;1964;1999;FA;Flamboyant Tough Guy;High;kaiserreich ernstroehm;x
911010;Head of Government;Alfred Hugenberg;1936;1964;1999;PA;Corporate Suit;High;KMhugenberg;x
911011;Head of Government;Wilhelm Frick;1936;1964;1999;NS;Silent Workhorse;High;KMfrick;x
911012;Head of Government;Heinrich Brüning;1936;1964;1999;SC;Political Protege;High;KMhbruning;x
911013;Head of Government;Alfried Krupp;1936;1964;1999;ML;Corporate Suit;High;KMkrupp;x
911014;Head of Government;Paul von Lettow-Vorbeck;1936;1964;1999;ML;Old General;High;kaiserreich lettowvorbeckvonpaul;x
911015;Head of Government;Walther Rathenau;1936;1964;1999;SL;Corporate Suit;Very High;kaiserreich walthervonrathennau;x
911016;Head of Government;Erwin Rommel;1936;1964;1999;SL;Old General;Very High;L230;x
911017;Head of Government;Wilhelm Franz Canaris;1936;1964;1999;SC;Old Admiral;High;M6;x
911018;Head of Government;Eugen Levine;1936;1964;1999;LE;Flamboyant Tough Guy;High;Eugen Levine;x
911019;Head of Government;Karl Liebknecht;1936;1964;1999;LE;Ambitious Union Boss;High;karl liebknecht;x
911020;Head of Government;Bernhard Bästlein;1936;1964;1999;ST;Backroom Backstabber;Medium;Bernhard Bästlein;x
911021;Head of Government;Milly Witkop;1936;1964;1999;LWR;Happy Amateur;Very High;KMmwitkop;x
911022;Head of Government;Lujo Brentano;1936;1964;1999;LWR;Corporate Suit;High;KMlbrentano;x
911023;Head of Government;Hugo Bose;1936;1964;1999;SC;Corporate Suit;Medium;H_Bose;x
911024;Head of Government;Hans Vogel;1936;1964;1999;ML;Ambitious Union Boss;High;kaiserreich hansvogel;x
911025;Head of Government;Alex Möller;1936;1964;1999;SL;Corporate Suit;High;kmmoller;x
911026;Head of Government;Rudolf Amelunxen;1936;1964;1999;ML;Flamboyant Tough Guy;Medium;Rudolf_Amelunxen;x
911027;Foreign Minister;Richard Darre;1936;1964;1999;FA;Apologetic Clerk;Medium;KMdarre;x
