U43;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
1234000;Head of State;Tapa Tchermoeff;1936;1964;1999;PA;The Hero of Caucasus;Very High;kai_u34ppchrn;x
1234001;Head of State;Ali Mitayev;1936;1964;1999;LWR;Benevolent gentleman;High;kai_u43allmtyie;x
1234002;Head of State;Lazar Bicherakhov;1936;1964;1999;ML;Resigned generalissimo;Very High;kai_u43lzrbchr;x
1234003;Head of State;Sayd Shamyl;1936;1964;1999;SC;Stern Imperialist;Very High;AWM_Shamyl;x
1234004;Head of State;Shaykh Uzun-Hadji;1936;1964;1999;FA;Ruthless Powermonger;Very High;AWM_Uzun;x
1234005;Head of State;Georgiy Bicherakov;1936;1964;1999;SD;Autocratic Charmer;High;AWM_Bicherakov;x
1234006;Head of State;Gapor Akhriyev;1936;1964;1999;LE;Benevolent Gentleman;Medium;AWM_Gapor;x
1234007;Head of Government;Khasan Israilov;1936;1964;1999;PA;Flamboyant tough guy;High;kai_u34kshisr;x
1234008;Head of Government;Sultan K. Girei;1936;1964;1999;FA;Old general;Very High;kai_u43klkgri;x
1234009;Head of Government;Avraam Azorgivich Rubin;1936;1964;1999;LE;Happy amateur;High;;x
1234010;Head of Government;Ahmet Tsalikov;1936;1964;1999;SC;Political Protege;Medium;AWM_Tsalikov;x
1234011;Head of Government;Alikhan Kantemir;1936;1964;1999;NS;Flamboyant Tough Guy;Medium;AWM_Alikhan;x
1234012;Head of Government;Georgiy Bicherakov;1936;1964;1999;SD;Silent Workhorse;High;AWM_Bicherakov;x
1234013;Head of Government;Ibriss Beysultanovich Zyazkov;1936;1964;1999;LE;Smiling Oilman;Medium;AWM_Zyazkov;x
1234014;Foreign Minister;Ali-Khaji Akusha;1936;1964;1999;PA;Iron fisted brute;High;AWM_Akusha;x
1234015;Foreign Minister;Abdurakhman Avtorkhanov;1936;1964;1999;LWR;Biased intellectual;High;kai_u43abdravt;x
1234016;Foreign Minister;Osman Gube;1936;1964;1999;SC;Ideological crusader;High;kai_u43osmgb;x
1234017;Foreign Minister;Abdul Rashid Katkhanov;1936;1964;1999;FA;Iron fisted brute;Medium;AWM_Katkhanov;x
1234018;Foreign Minister;Ahmet Nabi Magoma;1936;1964;1999;SD;Biased Intellectual;Medium;AWM_Nagoma;x
1234019;Foreign Minister;Ahmet Tsalikov;1936;1964;1999;ML;Ideological Crusader;Medium;AWM_Tsalikov;x
1234020;Foreign Minister;Alikhan Kantemir;1936;1964;1999;NS;Great Compromiser;Medium;AWM_Alikhan;x
1234021;Foreign Minister;Inapuk Malsaghov;1936;1964;1999;LE;Apologetic Clerk;Medium;AWM_Inapuk;x
1234022;Minister of Armament;Yan V. Poluyan;1936;1964;1999;LWR;Military Entrepreneur;High;kai_u43yanvslpl;x
1234023;Minister of Armament;Haidar Bamat;1936;1964;1999;PA;Administrative genius;High;AWM_Haidar;x
1234024;Minister of Armament;Hassan Haidarjak;1936;1964;1999;PA;Theoretical Scientist;Medium;AWM_Haidarjak;x
1234025;Minister of Armament;Barasby Batughan;1936;1964;1999;NS;Strategic Air Proponent;High;AWM_Barasby;x
1234026;Minister of Security;Aslanbek Sheripov;1936;1964;1999;LWR;Compassionate gentleman;High;kai_u43aslnbkshrp;x
1234027;Minister of Security;Zaurbeq Akhushkov;1936;1964;1999;PA;Crooked kleptocrat;Medium;AWM_Zaurbeq;x
1234028;Minister of Security;Tashtemir Eldarkhanov;1936;1964;1999;LE;Prince of Terror;Medium;AWM_Tashtemir;x
1234029;Head of Military Intelligence;Sultan K. Girei;1936;1964;1999;FA;Logistics Specialist;High;kai_u43klkgri;x
1234030;Head of Military Intelligence;Georgiy Karaev;1936;1964;1999;SC;Political specialist;High;kai_u43grgkrev;x
1234031;Head of Military Intelligence;Mamsurov Khadzi-Umar;1936;1964;1999;LE;Logistics Specialist;High;kai_u43mamsrkhz;x
1234032;Head of Military Intelligence;Ibragim Ibragimbegov;1936;1964;1999;SC;Dismal Enigma;Medium;AWM_Ibragim;x
1234033;Head of Military Intelligence;Aytek Namitok;1936;1964;1999;PA;Logistics Specialist;Medium;AWM_Aytek;x
1234034;Head of Military Intelligence;Barasby Batughan;1936;1964;1999;NS;Technical Specialist;High;AWM_Barasby;x
1234035;Chief of Staff;Tapa Tchermoeff;1936;1964;1999;PA;School of Fire Support;High;kai_u34ppchrn;x
1234036;Chief of Staff;Lazar Bicherakhov;1936;1964;1999;ML;School of manoeuvre;Very High;kai_u43lzrbchr;x
1234037;Chief of Staff;Kazbeg Karsanov;1936;1964;1999;LE;School of manoeuvre;High;AWM_Karsanov;x
1234038;Chief of Army;Jamaldin Alborgachiyev;1936;1964;1999;SC;Decisive Battle Doctrine;Very High;AWM_Jamaldin;x
1234039;Chief of Army;Movlid Visaitov;1936;1964;1999;PA;Decisive battle doctrine;High;kai_u43movldvsd;x
1234040;Chief of Army;Catday Bayramukov;1936;1964;1999;SC;Guns and butter doctrine;High;kai_u43brmk;x
1234041;Chief of Army;Sultan K. Girei;1936;1964;1999;FA;Elastic defence doctrine;Very High;kai_u43klkgri;x
1234042;Chief of Army;Hajj-Umar Mamsurov;1936;1964;1999;SD;Decisive Battle Doctrine;High;AWM_Hajjumar;x
1234043;Chief of Air Force;Murad Ozdoev;1943;1964;1999;PA;Army Aviation Doctrine;High;kai_u43mrdozd;x
1234044;Chief of Army;Kazbeg Karsanov;1936;1964;1999;LE;Armoured Spearhead Doctrine;High;AWM_Karsanov;x
1234045;Chief of Air Force;Ibragim Dzusov;1936;1964;1999;SD;Air superiority doctrine;High;kai_u43ibrdzs;x
1234046;Chief of Air Force;Alexei Ostayev;1936;1964;1999;SC;Vertical Envelopment Doctrine;High;AWM_Ostayev;x
1234047;Chief of Navy;Tsallagov Panteley;1936;1964;1999;PA;Indirect Approach Doctrine;High;kai_u43tsgpnt;x
1234048;Chief of Navy;Astan Kesayev;1936;1964;1999;SC;Decisive Naval Battle Doctrine;Medium;AWM_Astan;x
