U50;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
35081;Foreign Minister;Juan Bramuglia;1936;1964;1999;LWR;Great Compromiser;Medium;M35081;X
35082;Foreign Minister;Juan Isaac Cooke;1936;1964;1999;LWR;Iron Fisted Brute;Medium;M35082;X
35109;Minister of Armament;Francisco Lopez Martin;1936;1964;1999;LWR;Air to Sea Proponent;Medium;M35109;X
35110;Minister of Armament;Alberto Valle;1936;1964;1999;LWR;Theoretical Scientist;Medium;M35110;X
35133;Minister of Security;Antonio Ruis Diaz;1936;1964;1999;LWR;Crooked Kleptocrat;Very Low;M35025;X
35134;Minister of Security;Eva Peron;1936;1964;1999;LWR;Man of the People;Very High;M35134;X
35153;Head of Military Intelligence;Pedro S. Casal;1936;1964;1999;LWR;Naval Intelligence Specialist;Medium;M35009;X
35154;Head of Military Intelligence;Jorge di Pascuale;1936;1964;1999;LWR;Dismal Enigma;High;M35154;X
35155;Head of Military Intelligence;Gustavo Mendoza Curtin;1936;1964;1999;LWR;Industrial Specialist;Medium;M35038;X
35172;Chief of Staff;Paul Castex Lainford;1936;1964;1999;LWR;School of Psychology;Medium;M35172;X
35232;Foreign Minister;Hipolito Jesus Paz;1936;1964;1999;LWR;Apologetic Clerk;High;M35232;X
35233;Foreign Minister;Jeronimo Remorino;1936;1964;1999;LWR;The Cloak N Dagger Schemer;High;M35233;X
35234;Head of Military Intelligence;Jeronimo Remorino;1936;1964;1999;LWR;Political Specialist;High;M35233;X
35237;Chief of Army;Jose Molina Gomez;1936;1964;1999;LWR;Decisive Battle Doctrine;Medium;L120020;X
35240;Head of Military Intelligence;Mario Bravo;1936;1964;1999;LWR;Political Specialist;Medium;MarioBravo;X
35241;Head of Military Intelligence;Angel Borlenghi;1936;1964;1999;LE;Industrial Specialist;Medium;AngelBorlenghi;X
35242;Minister of Armament;Francisco P. Leiros;1936;1964;1999;LE;Resource Industrialist;Medium;FranciscoLeiros;X
35245;Minister of Security;Carlos S. Viamonte;1936;1964;1999;LWR;Compassionate Gentleman;Medium;kaiserreich_carlossanch;X
35248;Minister of Security;Cipriano Reyes;1936;1964;1999;LE;Prince of Terror;Medium;kaiserreich_nicolc;X
35249;Foreign Minister;Juan A. Bramuglia;1936;1964;1999;LWR;Biased Intellectual;Medium;AtilioBramuglia;X
35250;Head of Government;Domingo Mercante;1936;1964;1999;LWR;Old General;Medium;DomingoMercante;X
35251;Minister of Security;Domingo Mercante;1936;1964;1999;LWR;Crime Fighter;Medium;DomingoMercante;X
35252;Head of Military Intelligence;Domingo Mercante;1936;1964;1999;LWR;Logistics Specialist;Medium;DomingoMercante;X
35253;Chief of Staff;Domingo Mercante;1936;1964;1999;LWR;School of Fire Support;Medium;DomingoMercante;X
35254;Chief of Army;Domingo Mercante;1936;1964;1999;LWR;Decisive Battle Doctrine;Medium;DomingoMercante;X
35255;Minister of Security;Jose Peter;1936;1964;1999;ST;Crooked Kleptocrat;Medium;JosePeter;X
35263;Chief of Army;Eduardo Avalos;1936;1964;1999;LWR;Guns and Butter Doctrine;Medium;Avalos;X
35264;Chief of Staff;Eduardo Avalos;1936;1964;1999;LWR;School of Mass Combat;Medium;Avalos;X
35279;Head of State;Alicia Moreau de Justo;1936;1964;1999;LWR;Die-hard Reformer;Medium;ARG_alicia_moreau_de_justo;X
35284;Head of State;Alfredo Lorenzo Palacios;1936;1964;1999;LWR;Benevolent Gentleman;Medium;ARG_alfredo_lorenzo_palacios;X
