U42;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
;Replacements;;;;;;;;;X
800300;Head of State;Sir Henry Monck-Mason Moore;1944;1964;1999;SL;Resigned Generalissimo;Very High;Sir_Henry_Monck-Mason_Moore;X
800301;Head of Government;Don Stephen Senanayake;1936;1952;1999;SL;Flamboyant Tough Guy;Very High;Don_Stephen_Senanayake;X
800302;Foreign Minister;Don Stephen Senanayake;1936;1952;1999;SL;Great Compromiser;Very High;Don_Stephen_Senanayake;X
800303;Minister of Armament;Junius Richard Jayewardene;1936;1970;1999;SL;Laissez-Faire Capitalist;Very High;Junius_Richard_Jayewardene;X
800304;Minister of Security;Ganapathipillai Gangaser Ponnambalam;1936;1964;1999;SL;Silent Lawyer;Very High;Ganapathipillai_Gangaser_Ponnambalam;X
800305;Head of Military Intelligence;Junius Richard Jayewardene;1936;1970;1999;SL;Industrial Specialist;Very High;Junius_Richard_Jayewardene;X
800306;Chief of Staff;Sir Oliver Goonetilleke;1936;1970;1999;ML;School of Defence;Very High;Sir_Oliver_Goonetilleke;X
800307;Chief of Army;Sir Oliver Goonetilleke;1936;1970;1999;ML;Guns and Butter Doctrine;Very High;Sir_Oliver_Goonetilleke;X
800308;Chief of Navy;Geoffrey Layton;1936;1964;1999;ML;Open Seas Doctrine;Very High;Geoffrey_Layton;X
800309;Chief of Air Force;Sir Oliver Goonetilleke;1936;1970;1999;ML;Air Defence Doctrine;Very High;Sir_Oliver_Goonetilleke;X
800310;Head of State;Sir Reginald Edward Stubbs;1936;1964;1999;PA;Ruthless Powermonger;Very High;Sir_Reginald_Edward_Stubbs;X
800311;Head of State;Sir Andrew Caldecott;1937;1964;1999;ML;Autocratic Charmer;Very High;Sir_Andrew_Caldecott;X
800312;Head of State;Herwald Ramsbotham;1949;1964;1999;ML;Insignificant Layman;Very High;MHerwald_Ramsbotham;X
800313;Head of State;Sir Oliver Goonetilleke;1954;1970;1999;ML;Autocratic Charmer;Very High;Sir_Oliver_Goonetilleke;X
800314;Head of State;William Gopallawa;1962;1964;1999;SL;Popular Figurehead;Very High;William_Gopallawa;X
800315;Head of State;Don Philip Gunawardena;1936;1970;1999;LWR;Die-hard Reformer;Very High;Philip_Gunawardena;X
800316;Head of State;I.J. Wickrema;1950;1970;1999;LWR;Die-hard Reformer;Very High;IJ_Wickrema;X
800317;Head of Government;Dudley Senanayake;1952;1970;1999;SL;Happy Amateur;Very High;Dudley_Senanayake;X
800318;Head of Government;John Kotelawala;1953;1970;1999;SL;Old General;Very High;John_Kotelawala;X
800319;Head of Government;Solomon Bandaranaike;1956;1964;1999;SD;Naive Optimist;Very High;Solomon_Bandaranaike;X
800320;Head of Government;Wijeyananda Dahanayake;1963;1964;1999;LWR;Ambitious Union Boss;Very High;Wijeyananda_Dahanayake;X
800321;Head of Government;Sirimavo Bandaranaike;1960;1964;1999;SD;Happy Amateur;Very High;Sirimavo_Bandaranaike;X
800322;Head of Government;N. M. Perera;1936;1970;1999;LWR;Backroom Backstabber;Very High;NM_Perera;X
800323;Head of Government;I.J. Wickrema;1950;1970;1999;LWR;Ambitious Union Boss;Very High;IJ_Wickrema;X
800324;Foreign Minister;Don Philip Gunawardena;1936;1970;1999;LWR;Ideological Crusader;Very High;Philip_Gunawardena;X
800325;Foreign Minister;Edmund Samarakkody;1936;1964;1999;LWR;Biased Intellectual;Very High;Edmund_Samarakkody;X
800326;Minister of Armament;N. M. Perera;1936;1970;1999;LWR;Resource Industrialist;Very High;NM_Perera;X
800327;Minister of Armament;Hedi Stadlen;1940;1964;1999;LWR;Military Entrepreneur;Very High;Hedi_Stadlen;X
800328;Minister of Armament;Pieter Keuneman;1940;1970;1999;LWR;Resource Industrialist;Very High;MPieter_Keuneman;X
800329;Minister of Armament;Anil Moonesinghe;1954;1970;1999;LWR;Administrative Genius;Very High;Anil_Moonesinghe;X
800330;Minister of Security;Sir Ernest De Silva;1936;1964;1999;SL;Compassionate Gentleman;Medium;Sir_Ernest_De_Silva;X
800331;Minister of Security;Sirimavo Bandaranaike;1960;1964;1999;SD;Prince of Terror;Medium;Sirimavo_Bandaranaike;X
800332;Minister of Security;Solomon Bandaranaike;1936;1964;1999;SD;Efficient Sociopath;Medium;Solomon_Bandaranaike;X
