U13;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
99901;Kazan National University;T14201;2;1930;1970;management;chemistry;mechanics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99902;National Cadet Recruitment Center;T10402;2;1930;1970;centralized_execution;decentralized_execution;large_unit_tactics;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99905;Ivan Susaikov;T15402;3;1930;1970;large_unit_tactics;centralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99906;Ivan Sergeev;T15403;1;1930;1970;naval_artillery;small_taskforce_tactics;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99907;Arbuz Khan Arsenal;T15404;2;1930;1970;aircraft_testing;bomber_tactics;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99908;Kazan Arsenal;T9800;3;1930;1970;mechanics;artillery;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99909;Idel-Ural State National University;T11701;3;1930;1970;management;mechanics;chemistry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99910;Kazan Military Academy;T11702;7;1930;1970;large_unit_tactics;centralized_execution;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99912;Aviadvigatel;T14700;5;1939;1970;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99915;Izhevsk Electromechanical Plant;T14703;5;1945;1970;mechanics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99916;Izhevsk Ordnance and Steel Plant;T14704;7;1930;1970;mechanics;artillery;general_equipment;rocketry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99918;Nizny Tagil Factories;T3712;4;1930;1970;mechanics;chemistry;technical_efficiency;industrial_engineering;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99920;Uralvagonzavod;T14708;6;1930;1970;mechanics;artillery;technical_efficiency;general_equipment;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99921;Votkinsky Zavod Association;T14709;6;1930;1970;industrial_engineering;mechanics;chemistry;artillery;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
99922;Transural Air Force Cadet Center;T10402;3;1930;1970;aircraft_testing;bomber_tactics;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
