U07;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
557401;Handley Page;T_ENG_Handley_Page;6;1930;1970;aeronautics;bomber_design;naval_artillery;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557402;De Havilland;T304;7;1920;1970;aeronautics;bomber_design;munitions;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557403;Avro;T302;7;1910;1970;aeronautics;bomber_design;technical_efficiency;rocketry;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557404;Vickers-Armstrongs Aircraft Ltd.;T_ENG_Vickers-Armstrong;7;1930;1970;aeronautics;bomber_design;fighter_design;mechanics;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557405;Hawker Aircraft;T308;8;1920;1970;aeronautics;fighter_design;mechanics;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557406;Supermarine;T314;8;1931;1970;aeronautics;fighter_design;general_equipment;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557407;Westland Aircraft;T_ENG_Westland_Aircraft;8;1935;1961;aeronautics;electronics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557408;Frank Halford;kaiserreich_UK_Frank_Halford;7;1937;1970;rocketry;aeronautics;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557409;Rosyth Dockyard;T13003;6;1930;1970;naval_engineering;naval_artillery;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557410;John Brown & Co.;T310;6;1930;1970;naval_engineering;naval_artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557411;Cammell Laird & Co.;T303;8;1828;1970;naval_engineering;submarine_design;chemistry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557412;Harland & Wolff;T307;7;1930;1970;naval_engineering;naval_artillery;carrier_design;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557413;Royal Small Arms Factory;T313;6;1816;1970;artillery;mechanics;chemistry;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557414;Enfield Arsenal;T305;7;1816;1970;artillery;mechanics;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557415;BRC&w;T_ENG_Birmingham_RC&w;5;1930;1963;artillery;mechanics;electronics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557416;Associated Equipment Co.;T_ENG_Associated_Equipment;6;1930;1962;mechanics;electronics;munitions;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557417;Vauxhall Motors;T315;7;1907;1970;artillery;mechanics;munitions;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557418;Vickers Ltd.;T316;7;1927;1970;artillery;mechanics;general_equipment;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557419;Leyland Motors;T311;8;1896;1970;artillery;mechanics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557438;BOC Group;T_ENG_BOC;5;1930;1970;chemistry;electronics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557439;ICI;T_ENG_ICI;7;1930;1970;chemistry;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
557440;Henry Tizard;kaiserreich_UK_Henry_Tizard;7;1930;1970;electronics;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
