U20;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
2400;Imants Sleiters;T_LAT_Imants_Sleiters;3;1938;1970;aeronautics;fighter_design;mechanics;piloting;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2401;Karlis Irbitis;T2000;4;1935;1945;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2402;Karlis Irbitis;T2000;4;1945;1970;aeronautics;fighter_design;bomber_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2403;Riga Shipyard;T_LAT_Riga_Shipyard;3;1930;1970;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2404;Karlis Grigaitis;T_LAT_Karlis_Grigaitis;4;1936;1970;naval_engineering;submarine_design;submarine_tactics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2405;Liepajas Kara Ostas Darbnicas;T2001;4;1930;1970;naval_engineering;aeronautics;mechanics;general_equipment;munitions;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2406;Deutsch-Baltische Waggonfabrik;kaissereich deubalt wagon;3;1930;1970;mechanics;electronics;general_equipment;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2407;Ford-Vairogs;T_LAT_Ford-Vairogs;3;1937;1970;mechanics;technical_efficiency;vehicle_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2408;Valsts Elektrotehniska Fabrika ;T2002;4;1930;1970;mechanics;electronics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2409;Rudolfs Udris;T_LAT_Rudolfs_Udris;3;1936;1965;mathematics;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2410;Universitas Latviensis;T2007;3;1930;1970;mathematics;mechanics;chemistry;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2411;Hugo Legzdins;T_LAT_Hugo_Legzdins;3;1944;1970;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2412;Teodors Spade;T_LAT_Teodors_Spade;3;1936;1952;naval_artillery;small_taskforce_tactics;centralized_execution;naval_training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2413;Antons Bruders;T_LAT_Antons_Bruders;3;1952;1970;small_taskforce_tactics;centralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2414;Janis Indans;T_LAT_Janis_Indans;3;1930;1946;fighter_tactics;bomber_tactics;piloting;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2415;Rudolfs Kandis;T_LAT_Rudolfs_Kandis;3;1946;1970;fighter_tactics;bomber_tactics;piloting;mechanics;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2416;Eduards Tomsons;T_LAT_Eduards_Tomsons;4;1930;1957;fighter_tactics;decentralized_execution;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2417;Jezups Basko;T_LAT_Jezups_Basko;4;1930;1956;bomber_tactics;centralized_execution;piloting;aeronautics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2418;Arturs Dalbergs;T_LAT_Arturs_Dalbergs;3;1936;1962;centralized_execution;chemistry;general_equipment;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2419;Oto Grosbarts;T_LAT_Oto_Grosbarts;3;1936;1952;small_unit_tactics;decentralized_execution;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2420;Arturs Dannebergs;T_LAT_Arturs_Dannebergs;4;1936;1957;small_unit_tactics;centralized_execution;combined_arms_focus;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2421;Krisjanis Berkis;T_LAT_Krisjanis_Berkis;4;1936;1948;large_unit_tactics;centralized_execution;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2422;Voldemars Dambergs;T_LAT_Voldemars_Dambergs;4;1950;1965;small_unit_tactics;decentralized_execution;individual_courage;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2423;Pauls Tiltins;T_LAT_Pauls_Tiltins;4;1952;1970;small_unit_tactics;combined_arms_focus;maneuver_tactics;blitzkrieg_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
2424;Detlavs Brantkalns;T_LAT_Detlavs_Brantkalns;4;1948;1970;large_unit_tactics;centralized_execution;infantry_focus;combined_arms_focus;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
