U28;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
768900;University of Toronto;T916;7;1930;1970;mathematics;mechanics;chemistry;mathematics;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768901;Long Branch Arsenal;longbranch;7;1930;1970;artillery;general_equipment;training;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768902;State Motor Works;angusshops;6;1930;1970;mechanics;artillery;electronics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768903;Republican Shipyards;Canadian Shipyard;8;1930;1970;naval_engineering;technical_efficiency;electronics;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768904;Halifax Naval Yard;halifaxRND;7;1930;1970;naval_engineering;technical_efficiency;electronics;carrier_design;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768905;Hamilton Steel Works;dofstel;7;1930;1970;general_equipment;industrial_engineering;management;naval_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768906;McGill Nuclear Laboratories;mcgill;6;1944;1970;mathematics;nuclear_physics;nuclear_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768907;Canadian Aeronautics;nieuport;7;1930;1970;aeronautics;bomber_design;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768908;Winnipeg Research Laboratories;CARDE;7;1940;1970;artillery;rocketry;mechanics;training;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768909;Canadian National Railways;Kaiserreich_U28_Canadian_National_Railways;8;1930;1970;management;mechanics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768910;Edward Cecil-Smith;Kaiserreich_U28_Edward_Cecil_Smith_TT;5;1930;1970;infantry_focus;centralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768911;William Kardash;Kaiserreich_U28_William_Kardash_TT;5;1930;1970;combined_arms_focus;small_unit_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768912;William Guy Carr;Kaiserreich_U28_William_Guy_Carr_TT;5;1930;1970;small_taskforce_tactics;submarine_tactics;seamanship;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768913;Frank Granger Quigley;Kaiserreich_U28_Frank_Granger_Quigley_TT;5;1930;1970;fighter_tactics;aircraft_testing;decentralized_execution;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
768914;Norman Bethune;Kaiserreich_U28_Norman_Bethune_TT;6;1930;1970;centralized_execution;training;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
