U22;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
4800;The Schneider Frères & Cie industrial;T4800;7;1930;1970;mechanics;aeronautics;artillery;rocketry;management;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4801;Philippe Leclerc;T4801;6;1930;1970;large_unit_tactics;decentralized_execution;individual_courage;combined_arms_focus;large_unit_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4802;Université de Caen ;T4802;4;1930;1970;chemistry;mathematics;electronics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4803;André Danjon;T4803;4;1930;1970;mathematics;technical_efficiency;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4804;DCN-Cherbourg;T4804;5;1930;1970;mechanics;naval_engineering;management;naval_training;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4805;Esso;T4805;4;1930;1970;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4806;Compagnie de Navigation du Havre;T4806;1;1930;1970;naval_training;seamanship;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4807;Compagnie des Paquebots du Finistère;T4807;2;1930;1970;naval_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4808;Louis de Broglie;T4808;7;1930;1970;nuclear_physics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4809;Roger Barberot;T4809;3;1930;1970;combined_arms_focus;large_unit_tactics;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4811;Louis Bachelier;T4811;7;1930;1947;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
4812;Jules Evenou;T4812;2;1930;1970;small_taskforce_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
