U16;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
109800;Royal Military Academy;Royal_Military_Academy_T;7;1930;1970;small_unit_tactics;large_unit_tactics;individual_courage;combined_arms_focus;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109801;Henry Tizard;Henry_Tizard_T;4;1930;1970;chemistry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109802;Alfred North Whitehead;Alfred_North_Whitehead_T;5;1930;1970;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109803;Hilda Hewlett;Hilda_Hewlett_T;2;1930;1970;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109804;Christopher Cockerell;Christopher_Cockerell_T;4;1930;1970;mechanics;technical_efficiency;naval_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109805;Archibald Low;Archibald_Low_T;4;1930;1970;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109806;Frank Whittle;Frank_Whittle_T;7;1930;1970;rocketry;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109807;International Brigades;International-Brigades_T;3;1930;1970;small_unit_tactics;individual_courage;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109808;Alan Turing;Alan_Turing_T;9;1930;1970;mathematics;electronics;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109809;Avro;Avro_T;6;1930;1970;aeronautics;avionics;aircraft_testing;bomber_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109810;Cammell Laird & Co.;Cammell_Laird_T;8;1930;1970;electronics;submarine_design;technical_efficiency;naval_engineering;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109811;de Havilland;de_Havilland_T;6;1930;1970;electronics;bomber_design;aeronautics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109812;EEC;EEC_T;8;1930;1970;electronics;aeronautics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109813;Harland & Wolff;Harland_Wolff_T;8;1930;1970;carrier_design;technical_efficiency;naval_engineering;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109814;Hawker;Hawker_T;6;1930;1970;fighter_design;munitions;aeronautics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109815;James Chadwick;James_Chadwick_T;9;1930;1970;nuclear_physics;nuclear_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109816;John Brown & Co.;John_Brown_Co_T;6;1930;1970;electronics;naval_engineering;technical_efficiency;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109817;Leyland;Leyland_T;7;1930;1970;mechanics;artillery;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109818;Supermarine;Supermarine_T;9;1930;1970;munitions;aeronautics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109819;Vickers-Armstrong;Vickers-Armstrong_T;8;1930;1970;mechanics;aeronautics;artillery;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109820;Andrew Cunningham;Andrew_Cunningham_T;8;1930;1970;large_unit_tactics;carrier_tactics;seamanship;centralized_execution;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109821;Arthur Harris;Arthur_Harris_T;8;1930;1970;aircraft_testing;bomber_tactics;centralized_execution;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109822;Charles Portal;Charles_Portal_T;6;1930;1970;bomber_tactics;aircraft_testing;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109823;Dudley Pound;Dudley_Pound_T;6;1930;1970;large_unit_tactics;centralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109824;Trafford Leigh-Mallory;Trafford_Leigh-Mallory_T;6;1930;1970;fighter_tactics;aircraft_testing;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
109825;George Paget Thomson;George_Paget_Thomson_T;5;1930;1970;chemistry;general_equipment;nuclear_physics;nuclear_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
