U49;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
3250;Atlas Aircraft Corporation;T_SAF_Atlas_Aircraft;5;1953;1970;aeronautics;fighter_design;rocketry;electronics;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3251;de Havilland South Africa;T3001;6;1930;1970;aeronautics;fighter_design;bomber_design;munitions;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3252;ACAD;T3000;4;1930;1970;rocketry;aeronautics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3253;James Brown & Hamer;T11003;3;1930;1970;naval_engineering;naval_artillery;mechanics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3254;Simon's Town Dockyard;T_SAF_SimonsTownDockyard;4;1930;1952;naval_engineering;naval_artillery;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3255;Simon's Town Dockyard;T_SAF_SimonsTownDockyard;4;1952;1970;naval_engineering;naval_artillery;submarine_design;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3256;Sturrock Drydock;T_SAF_Sturrock_Drydock;4;1945;1970;naval_engineering;naval_artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3257;Pretoria Metal Pressings;T_SAF_PMP;4;1931;1957;artillery;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3258;Lyttelton Engineering Works;T_SAF_Lyttelton_Engineering;5;1946;1957;artillery;mechanics;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3259;Armscor;T_SAF_ARMSCOR;5;1957;1970;artillery;mechanics;general_equipment;munitions;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3260;Transwerk;T3004;4;1930;1970;mechanics;technical_efficiency;vehicle_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3261;Dorman Long;T_SAF_Dorman_Long;5;1930;1946;mechanics;munitions;training;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3262;DCD Dorbyl Ltd.;T_SAF_DCD_Dorbyl;5;1946;1970;mechanics;munitions;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3263;Olifant Manufacturing Co.;T_SAF_Olifant_Manufacturing;5;1942;1970;mechanics;electronics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3264;Vickers-Armstrong Ltd.;T3003;7;1930;1970;artillery;mechanics;naval_engineering;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3265;Marconi South Africa;T_ENG_Marconi;4;1930;1945;electronics;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3266;General Electric South Africa;T_ENG_GeneralElectricCompany;4;1945;1970;mechanics;electronics;general_equipment;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3267;African Explosives & Industries;Kaiserreich_SAF_De_Beers;4;1924;1970;chemistry;general_equipment;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3268;ESCOM;T_SAF_ESCOM;4;1936;1948;electronics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3269;ESCOM;T_SAF_ESCOM;5;1948;1970;electronics;nuclear_engineering;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3270;Iscor Ltd;T_SAF_ISCOR;5;1930;1970;mechanics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3271;S.A. Railways and Harbours;T12900;5;1930;1970;mechanics;general_equipment;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3272;University of the Witwatersrand;T9301;3;1930;1970;mathematics;mechanics;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3273;University of Cape Town;Kaiserreich_SAF_Cape_Town;4;1930;1970;mathematics;chemistry;industrial_engineering;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3274;Basil Schonland;T_SAF_Basil_Schonland;4;1930;1945;mechanics;electronics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3275;Alexander J. Orenstein;T_SAF_Alexander_Jeremiah_Orenstein;5;1918;1970;medicine;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3276;CSIR;T_SAF_CSIR;5;1945;1970;aeronautics;mechanics;electronics;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3277;RSA Naval College;Kaiserreich_SAF_Naval_College;3;1930;1947;small_taskforce_tactics;centralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3278;RSA Naval College;Kaiserreich_SAF_Naval_College;4;1947;1970;naval_engineering;small_taskforce_tactics;decentralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3279;Guy Waterhouse Hallifax;T_SAF_Guy_Waterhouse_Hallifax;4;1936;1945;naval_artillery;small_taskforce_tactics;centralized_execution;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3280;Frederick John Dean;T_SAF_Frederick_John_Dean;4;1945;1952;small_taskforce_tactics;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3296;Maitland Boucher;T_SAF_Maitland_WS_Boucher;5;1939;1954;aircraft_testing;carrier_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3281;Hugo Hendrik Biermann;T_SAF_Hugo_Biermann;5;1952;1970;naval_artillery;large_taskforce_tactics;centralized_execution;submarine_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
3282;Christoffel Venter;T_SAF_Christoffel_Venter;4;1936;1946;bomber_tactics;centralized_execution;piloting;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
