U51;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
8146400;TEMCO;T_U51_Temco_Aircraft_Corporation;4;1946;1970;aeronautics;fighter_design;bomber_design;mechanics;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146401;Lone Star Aviation;T13805;5;1920;1970;aeronautics;fighter_design;mechanics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146402;Fairchild Aviation;fairchild;5;1930;1970;aeronautics;bomber_design;munitions;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146403;Cameron Iron Works;T_U51_Cameron_Iron_Works;5;1946;1970;rocketry;aeronautics;mechanics;electronics;technical_efficiency;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146404;Consolidated Steel Corp.;T13802;3;1941;1970;naval_engineering;naval_artillery;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146405;Houston Shipbuilding Corporation;T13803;5;1900;1970;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146406;Camp Stanley Arsenal;T116;4;1931;1970;artillery;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146407;Fort Bliss Air Defence Center;T13801;6;1942;1970;artillery;electronics;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146408;Cameron Iron Works;T_U51_Cameron_Iron_Works;5;1920;1946;mechanics;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146409;Geophysical Service Inc.;Texas_Instruments_T;5;1930;1951;mechanics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146410;Texas Instruments;Texas_Instruments_T;5;1951;1970;mathematics;electronics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146411;Texas & Pacific Railroad;T13807;6;1900;1970;mechanics;general_equipment;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146412;Peterbilt;Peterbilt;6;1936;1970;artillery;mechanics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146413;Humble Oil and Refining Company;T13804;7;1911;1970;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146414;Texas Oil Company;T118;8;1902;1970;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146415;Texas A&M University;T13808;4;1876;1970;mechanics;electronics;chemistry;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146416;M. King Hubbert;M King Hubbert;5;1943;1970;mathematics;chemistry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146417;University of Texas;T13810;5;1883;1970;mathematics;chemistry;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146418;Michael DeBakey;Michael DeBakey;6;1948;1970;chemistry;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146419;Tom W. Bonner;Tom W Bonner;5;1945;1961;nuclear_physics;nuclear_engineering;mathematics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146420;Adolphus Andrews;T_U51_Adolphus_Andrews;5;1936;1941;naval_artillery;large_taskforce_tactics;small_taskforce_tactics;seamanship;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146421;William R. Munroe;T_U51_William_Robert_Munroe;5;1941;1949;large_taskforce_tactics;small_taskforce_tactics;decentralized_execution;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146422;William Raborn;T_U51_William_Francis_Raborn;6;1949;1969;large_taskforce_tactics;centralized_execution;carrier_tactics;naval_training;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146423;Glynn Donaho;T_U51_Glynn_Robert_Donaho;7;1949;1969;small_taskforce_tactics;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146424;Chester Nimitz;T121;7;1936;1949;naval_engineering;small_taskforce_tactics;centralized_execution;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146425;Frank Lackland;T_U51_Frank_Dorwin_Lackland;5;1936;1942;fighter_tactics;bomber_tactics;piloting;aeronautics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146426;Ira Eaker;eaker;6;1942;1957;fighter_tactics;bomber_tactics;centralized_execution;piloting;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146427;Claire Chennault;Claire Lee Chennault Tech;6;1936;1951;fighter_tactics;centralized_execution;decentralized_execution;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146428;Gabriel Disosway;T_U51_Gabriel_Poillon_Disosway;6;1951;1970;fighter_tactics;bomber_tactics;centralized_execution;piloting;combined_arms_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146429;Barney M. Giles;Barney M Giles;7;1938;1951;bomber_tactics;centralized_execution;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146430;Richard H. Carmichael;T_U51_Richard_Henry_Carmichael;7;1951;1970;bomber_tactics;centralized_execution;piloting;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146431;Clinton D. Vincent;T_U51_Clinton_Dermott_Vincent;7;1951;1970;fighter_tactics;decentralized_execution;piloting;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146432;Claude Birkhead;T_U51_Claude_Vivian_Birkhead;5;1936;1945;centralized_execution;combined_arms_focus;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146433;Preston Weatherred;T_U51_Preston_Alonzo_Weatherred;5;1936;1942;centralized_execution;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146434;Robert Colglazier Jr.;T_U51_Robert_Wesley_ColglazierJr;5;1951;1969;small_unit_tactics;decentralized_execution;general_equipment;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146435;Andrew Davis Bruce;T_U51_Andrew_Davis_Bruce;5;1942;1950;small_unit_tactics;decentralized_execution;infantry_focus;combined_arms_focus;technical_efficiency;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146436;John H. Collier;T_TEX_John_Howell_Collier;6;1946;1962;small_unit_tactics;decentralized_execution;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146437;Walton Walker;Walton Walker Tech;6;1945;1950;small_unit_tactics;large_unit_tactics;centralized_execution;combined_arms_focus;maneuver_tactics;training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8146438;Clyde Eddleman;T_U51_Clyde_Davis_Eddleman;6;1950;1966;large_unit_tactics;centralized_execution;infantry_focus;combined_arms_focus;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;x
