U10;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
16401;Chance Vought Aircraft;chancevought;6;1917;1970;aeronautics;fighter_design;naval_artillery;munitions;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16402;Pratt & Whitney;prattwhit;6;1930;1970;rocketry;aeronautics;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16403;Electric Boat Company;electricboat;5;1899;1970;naval_engineering;submarine_design;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16404;Charlestown Naval Shipyard;charlestown;5;1801;1970;naval_engineering;naval_artillery;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16424;Bath Iron Works;T109;7;1930;1970;naval_engineering;naval_artillery;technical_efficiency;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16432;Portsmouth Naval Shipyard;Portsmouth_T;6;1800;1950;naval_engineering;submarine_design;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16405;Portsmouth Naval Shipyard;Portsmouth_T;6;1950;1970;naval_engineering;mechanics;nuclear_engineering;technical_efficiency;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16406;Colt Manufacturing Co.;coltman;6;1930;1970;artillery;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16407;Springfield Armory;T116;6;1937;1970;artillery;mechanics;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16438;Savage-Stevens Arms;T_U10_Savage-Stevens_Arms;7;1920;1970;artillery;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16425;Somerville Assembly;Ford2;4;1926;1970;mechanics;general_equipment;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16427;Wason Manufacturing Company;U10 TT Wason;4;1845;1970;mechanics;electronics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16426;Knox Automobile Company;U10 TT Knox;5;1900;1970;mechanics;vehicle_engineering;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16409;Raytheon;T113;6;1930;1970;mechanics;electronics;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16437;Thomson-Houston Electric;T_FRA_Thomson-Houston;6;1882;1970;electronics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16410;DuPont;dupont;6;1802;1970;chemistry;general_equipment;munitions;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16422;Grace Hopper;U10 TT Grace Hopper;6;1970;1970;mathematics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16411;MIT;MIT_T;6;1861;1970;rocketry;mechanics;electronics;chemistry;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16412;Harvard University;Harvard_University;7;1636;1970;mathematics;chemistry;nuclear_physics;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16413;Russell Waesche;waesche;4;1930;1947;small_taskforce_tactics;naval_training;seamanship;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16435;Allan R. McCann;T_U10_Allan_Rockwell_McCann;4;1937;1950;naval_engineering;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16436;Roy S. Benson;T_U10_Roy_Stanley_Benson;6;1950;1970;electronics;submarine_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16434;Louis Denfeld;T_U10_Louis_Emil_Denfeld;6;1936;1956;large_taskforce_tactics;small_taskforce_tactics;centralized_execution;decentralized_execution;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
