U34;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
23040;Zaliv Inc. Shipyards;AWM_Zaliv;4;1930;1970;naval_artillery;naval_engineering;seamanship;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
23041;Crimean Tatar National Majlis;AWM_Majlis;3;1930;1970;training;management;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
23042;Simferopol Ordnance and Steel Plant;AWM_Gorkiy;2;1930;1970;artillery;general_equipment;combined_arms_focus;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
23043;Simferopol Air Force Cadet Center;T10402;3;1930;1970;aeronautics;electronics;aircraft_testing;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
23044;Kerch Metallurgical Works;T14703;2;1930;1970;chemistry;industrial_engineering;mathematics;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x 
23045;Semorzavod;AWM_Semorzavod;4;1930;1970;technical_efficiency;naval_training;large_taskforce_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
23046;Soltan Ahmetkhan;AWM_Amethan;5;1930;1970;fighter_tactics;bomber_tactics;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
23047;Dzhankoy Railways Engineering;AWM_Dzhankoy;4;1930;1970;management;mechanics;electronics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
