U18;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
20100;Pfalz-Flugzeugwerke;T_GER_Pfalz-Flugzeugwerke;5;1913;1970;aeronautics;fighter_design;bomber_design;mechanics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20101;Kondor Flugzeugwerke;T_GER_Kondor_Flugzeugwerke;6;1912;1970;aeronautics;fighter_design;general_equipment;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20102;Heinrich Hertel;T_GER_Heinrich_Hertel;6;1937;1970;aeronautics;technical_efficiency;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20103;Herman Oestrich;T_GER_Herman_Oestrich;6;1939;1970;rocketry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20104;Franz Haniel & Cie.;T_GER_Gutehoffnungshutte;6;1917;1970;naval_engineering;mechanics;general_equipment;technical_efficiency;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20105;Rheinmetall;T13;8;1889;1970;artillery;mechanics;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20106;Ford-Werke;Ford2;6;1930;1970;mechanics;general_equipment;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20107;Adlerwerke;T_GER_Adlerwerke;6;1880;1970;mechanics;technical_efficiency;vehicle_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20108;Heinrich Ernst Kniepkamp;T_GER_Heinrich_Ernst_Kniepkamp;7;1932;1960;mechanics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20109;Demag;T_GER_Demag;7;1910;1970;mechanics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20110;Krupp-Gussstahlfabrik;T_GER_Krupp;7;1818;1970;artillery;mechanics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20111;Rhenania-Ossag Mineralölwerke;T_GER_Rhenania-Ossag;6;1902;1970;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20112;BASF;BASF_T;6;1865;1970;chemistry;general_equipment;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20113;Garbe, Lahmeyer & Co.;T_GER_Garbe-Lahmeyer;6;1886;1970;mechanics;electronics;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20114;Bayer & Co.;Bayerlog_KR;7;1863;1970;chemistry;industrial_engineering;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20115;BVG;T_GER_Bochumer_Verein;7;1854;1970;mechanics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20116;Philipp Holzmann AG;T_GER_Philipp_Holzmann;8;1873;1970;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20117;Eisen- und Stahlwerk Hoesch;T_GER_Hoesch;8;1871;1970;artillery;mechanics;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20118;Technische Hochschule Aachen;T_GER_Technische_Hochschule_Aachen;4;1870;1970;mechanics;electronics;chemistry;training;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20119;Matthias Falter;T_GER_Matthias_Falter;5;1945;1970;mathematics;electronics;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20120;Hans Geiger;Hans_Geiger_T;6;1929;1945;nuclear_physics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20121;Rheinische Friedrich-Wilhelms Universität;T_GER_University_Bonn;6;1818;1970;mathematics;chemistry;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20122;Wolfgang Gentner;T_GER_Wolfgang_Gentner;5;1945;1970;nuclear_physics;nuclear_engineering;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20123;Günther Korten;Gunther_Korten_T;5;1930;1970;fighter_tactics;bomber_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
