U11;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
7500;Dornier-Flugzeugwerke;T_GER_Dornier;6;1872;1970;aeronautics;fighter_design;bomber_design;mechanics;munitions;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7501;Bayerische Flugzeugwerke;T_GER_Bayerische_Flugzeugwerke;7;1916;1970;aeronautics;fighter_design;general_equipment;technical_efficiency;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7502;Gothaer Waggonfabrik;kaiserreich_T3;7;1918;1970;aeronautics;bomber_design;mechanics;technical_efficiency;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7503;Albert Püllenberg;T_GER_Albert_Pullenberg;5;1938;1970;rocketry;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7504;Deggendorfer Werft und Eisenbau;100751;3;1916;1970;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7505;Königlich Bayerische Waffenfabriken;T_GER_Konigliche_Geschutzgiesserei;6;1801;1970;artillery;mechanics;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7506;Mauser;T9;7;1874;1970;artillery;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7507;Opel;T11;6;1862;1970;mechanics;technical_efficiency;vehicle_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7508;Daimler-Motoren-Gesellschaft;T_GER_Daimler_Motoren;6;1890;1970;mechanics;general_equipment;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7509;Maschinenfabrik Augsburg-Nürnberg;T8;6;1898;1970;artillery;mechanics;munitions;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7510;Krauss-Maffei;T_GER_Krauss-Maffei;6;1930;1970;artillery;mechanics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7511;Kaelble;T_GER_Kaelble;7;1890;1970;mechanics;general_equipment;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7512;Maschinenfabrik Esslingen;T_GER_Maschinenfabrik_Esslingen;7;1846;1970;mechanics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7513;Michel-Werke;T_GER_Michel-Werke;6;1932;1970;mechanics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7514;Bayerische Berg-, Hütten- und Salzwerke;T_GER_BHS;6;1927;1970;mechanics;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7515;Stahlwerk Maxhütte;T_GER_Stahlwerk_Maxhutte;6;1851;1970;mechanics;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7516;Wacker Chemie;T_GER_Wacker_Chemie;6;1914;1970;chemistry;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7517;CF Boehringer & Söhne;T_GER_Boehringer_Sohn;6;1872;1970;medicine;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7518;Schuckert & Co.;kaiserreich_T4;6;1885;1970;electronics;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7519;Sager & Woerner;T_GER_Sager_Woerner;7;1898;1970;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7520;Technische Hochschule Stuttgart;T_GER_University_Stuttgart;4;1829;1970;mechanics;electronics;chemistry;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7521;Ludwig-Maximilians-Universität;Ludwig_Maximilians_University_of_Munich;5;1472;1970;mathematics;chemistry;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7522;Rudolf Ladenburg;T_GER_Rudolf_Ladenburg;6;1924;1946;mathematics;nuclear_physics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7523;Heinz Maier-Leibnitz;T_GER_Heinz_Maier-Leibnitz;6;1946;1970;mathematics;nuclear_physics;nuclear_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7524;Hermann Wilhelm Göring;Hermann_Wilhelm_Goring_T;4;1930;1970;aircraft_testing;piloting;centralized_execution;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7525;Oskar Dirlewanger;Oskar_Dirlewanger_T;5;1930;1970;fighter_tactics;bomber_tactics;aircraft_testing;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
7526;Albert Kesselring;Albert_Kesselring_T;5;1930;1970;large_unit_tactics;decentralized_execution;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
