U53;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
6150;Tehran Aircraft Union;T6105;3;1930;1970;aeronautics;fighter_design;aircraft_testing;bomber_design;avionics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6151;Trans-Iranian Railway Co.;T6106;4;1930;1970;mechanics;general_equipment;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6152;Teheran University;T6109;4;1930;1970;mechanics;chemistry;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6153;Ministry of Energy;Imperial Oil;4;1924;1970;chemistry;management;mathematics;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6154;Reza Radmanesh;T_U53_Reza_Radmanesh;6;1930;1970;nuclear_physics;rocketry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6155;Iran University of Science and Tech.;T_U53_Iran_UST;3;1930;1970;chemistry;electronics;mechanics;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6156;National Iranian Steel Co.;T_PER_NISC;4;1930;1970;mechanics;general_equipment;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6157;Mahmoud Hessabi;T_PER_Mahmoud_Hessabi;4;1936;1970;mathematics;electronics;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6158;Mahmoud Behzad;T_U53_Mahmoud Behzad;6;1936;1970;management;medicine;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6159;Khosro Roozbeh;T_U53_Khosrow_Ruzbeh;5;1936;1970;artillery;training;general_equipment;infantry_focus;centralized_execution;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6160;Mirza Kuchik Khan;T_U53_Mirza_Kuchik_Khan;4;1936;1970;individual_courage;decentralized_execution;infantry_focus;small_unit_tactics;maneuver_tactics;mountain_training;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6161;Fyodor Raskolnikov;T_U53_Fyodor_Raskolnikov;3;1936;1970;naval_training;naval_artillery;small_taskforce_tactics;seamanship;naval_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6162;Hedayat Gilanshah;T_U53_Hedayatullah_Gilanshah;4;1936;1970;avionics;bomber_tactics;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6163;Iran University of Science and Technology;T_U53_Iran_UST;5;1936;1970;mechanics;electronics;chemistry;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6164;Tehran Officers School;T_U53_Tehran_Officers_School;4;1936;1970;cavalry_tactics;static_defense_tactics;maneuver_tactics;centralized_execution;large_unit_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
6165;Abdossamad Kambakhsh;T_U53_Abdossamad_Kambakhsh;5;1936;1970;aeronautics;fighter_design;bomber_design;aircraft_testing;mechanics;avionics;;;;;;;;;;;;;;;;;;;;;;;;;;;x

