U50;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
39;Astilleros Alianza S.A.;T401;2;1930;1970;naval_engineering;technical_efficiency;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
40;Fabricaciones Militares;T405;4;1970;1970;artillery;mechanics;general_equipment;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
41;YPF;T407;3;1930;1970;chemistry;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
42;SOMISA;T416;4;1930;1970;artillery;mechanics;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
43;Universidad Nacional de Buenos Aires;T421;3;1930;1970;mathematics;training;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
44;AFNE;T400;2;1930;1970;naval_engineering;naval_artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
45;Hispanio-Argentina;;1;1930;1970;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
46;Seccion Industrial Amasadoras Mecanicas;;2;1930;1970;vehicle_engineering;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
47;Fabrica Militar de Aviones;T406;2;1930;1970;aeronautics;fighter_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
48;ASTARSA;T400;2;1930;1970;naval_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
49;Alfredo Fonte;;5;1930;1970;infantry_focus;individual_courage;small_unit_tactics;mountain_training;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
