U08;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
551601;AC de St-Nazaire-Penhoët;T1400;5;1930;1970;naval_engineering;naval_artillery;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551602;Amiot;T1401;6;1930;1970;aeronautics;bomber_design;aircraft_testing;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551603;Arsenal de Brest;T1402;6;1930;1970;naval_engineering;naval_artillery;submarine_design;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551604;Dewoitine;T1403;4;1930;1970;fighter_design;avionics;aeronautics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551605;FAMH;T1404;4;1930;1970;mechanics;electronics;training;general_equipment;artillery;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551606;F. Joliot & I. Joliot-Curie;T1405;6;1930;1970;nuclear_physics;nuclear_engineering;mathematics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551607;Jean-Jacques Barré;T1406;3;1930;1970;rocketry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551608;Kuhlmann;T1407;3;1930;1970;chemistry;industrial_engineering;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551609;Manufacture d'Armes St.Etienne;T1408;5;1930;1970;munitions;artillery;general_equipment;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551610;Morane-Saulnier;T1409;4;1930;1970;fighter_design;aeronautics;aircraft_testing;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551611;Renault;T1410;5;1930;1970;mechanics;industrial_engineering;management;munitions;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551612;Rhône-Poulenc;T1411;3;1930;1970;chemistry;industrial_engineering;general_equipment;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551613;Saint-Gobain;T1412;2;1930;1970;chemistry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551614;Schneider;T1413;4;1930;1970;artillery;artillery;mechanics;technical_efficiency;electronics;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551615;SNPA;T1414;4;1941;1970;industrial_engineering;chemistry;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551616;SOMUA;T1415;5;1930;1970;mechanics;industrial_engineering;electronics;technical_efficiency;artillery;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551617;Charles de Gaulle;T1416;7;1939;1970;small_unit_tactics;decentralized_execution;individual_courage;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551618;Etienne Schlumberger;T1417;4;1942;1970;large_taskforce_tactics;naval_training;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551619;François Darlan;T1418;3;1930;1970;large_taskforce_tactics;naval_training;centralized_execution;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551620;François d'Astier de la Vigerie;T1419;3;1930;1970;fighter_tactics;piloting;aircraft_testing;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551621;Marcel Gensoul;T1420;4;1930;1942;large_taskforce_tactics;naval_training;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551622;Martial Valín ;T1421;6;1940;1970;fighter_tactics;piloting;aircraft_testing;bomber_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551623;Maurice Gamelin;T1422;4;1930;1970;centralized_execution;large_unit_tactics;individual_courage;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551624;Maxime Weygand;T1423;5;1940;1942;centralized_execution;large_unit_tactics;individual_courage;infantry_focus;combined_arms_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551625;Victor Denain;T1424;3;1930;1940;bomber_tactics;combined_arms_focus;aircraft_testing;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551626;Louis de Broglie;T1425;7;1930;1970;nuclear_physics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
551627;Dassault Aviation;T1426;7;1946;1970;rocketry;aeronautics;fighter_design;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
