U15;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
17514;Hawaii Aeronautics Commision;hawaercom;3;1948;1970;aeronautics;rocketry;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17506;Pearl Harbor;Pearl_Harbor;6;1930;1970;naval_engineering;naval_artillery;carrier_design;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17505;Schofield Barracks;schofield;4;1930;1970;artillery;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17504;Ford Island;fordisland;3;1930;1970;artillery;mechanics;aeronautics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17503;Hawaii Telephone Company;hawtel;3;1930;1970;mechanics;electronics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17507;Oahu Railway;Oahu_Railway_T;3;1930;1970;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17502;Hawaii Pineapple Company;doleco;4;1930;1970;mechanics;general_equipment;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17501;Alexander & Baldwin;alexbald;5;1930;1970;chemistry;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17500;University Of Hawaii;University_Of_Hawai;4;1930;1970;mathematics;chemistry;nuclear_physics;management;medicine;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17515;Hilo National Laboratory;hilonatlab;3;1946;1970;nuclear_physics;nuclear_engineering;chemistry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17508;Harry Yarnell;yarnell;4;1930;1944;large_taskforce_tactics;decentralized_execution;carrier_tactics;bomber_tactics;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17511;Felix Stump;felixstump;6;1944;1970;large_taskforce_tactics;centralized_execution;carrier_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17509;George Welch;gwelch;4;1942;1970;fighter_tactics;piloting;individual_courage;aircraft_testing;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17510;Charles Barrett;cbarrett;3;1930;1945;marine_training;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17512;Chesty Puller;chestypuller;4;1930;1955;small_unit_tactics;centralized_execution;individual_courage;infantry_focus;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
17513;David Shoup;dshoup;5;1945;1970;small_unit_tactics;infantry_focus;general_equipment;training;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
