U14;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
16700;Gothaer Waggonfabrik;kaiserreich_T3;6;1918;1970;aeronautics;bomber_design;mechanics;technical_efficiency;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16701;Junkers-Fokker Werke;kaiserreich_T2;7;1917;1970;aeronautics;fighter_design;bomber_design;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16702;Ernst Heinkel Flugzeugwerke;T2;7;1922;1970;aeronautics;bomber_design;munitions;avionics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16703;Flettner Flugzeugbau;T_GER_Flettner;8;1935;1970;aeronautics;electronics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16704;Focke-Wulf-Albatros;T_GER_FW190;8;1931;1970;aeronautics;fighter_design;general_equipment;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16705;Hans Joachim Pabst von Ohain;T_GER_Hans_von_Ohain;6;1939;1970;rocketry;aeronautics;mechanics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16706;AG Vulcan Stettin;Vulcan_stettin;6;1857;1970;naval_engineering;naval_artillery;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16707;Schichau-Werke;T_GER_Schichau-Werke;6;1837;1970;naval_engineering;naval_artillery;submarine_design;mechanics;technical_efficiency;vehicle_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16708;Orenstein & Koppel;T_GER_Orenstein-Koppel;7;1876;1970;naval_engineering;mechanics;technical_efficiency;vehicle_engineering;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
16709;Königlich Preussische Gewehrfabriken;T_GER_Preussische_Gewehrfabriken;7;1859;1970;artillery;general_equipment;munitions;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
