U43;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
143100;Grozny Petroleum Company;Imperial Oil;4;1930;1970;industrial_engineering;chemistry;general_equipment;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143101;Vladikavkaz Military Academy;T10401;4;1930;1970;small_unit_tactics;individual_courage;decentralized_execution;training;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143102;Groznyj Air Force Cadet Center;T10402;2;1930;1970;aircraft_testing;bomber_tactics;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143103;Tapa Tchermoeff;TU43TT;4;1930;1970;centralized_execution;large_unit_tactics;training;infantry_focus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143104;Groznyj Electromechanical plant;T14703;3;1930;1970;electronics;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143105;Vladikavkaz Ordnance and Steel Plant;T14704;2;1930;1970;industrial_engineering;mechanics;artillery;vehicle_engineering;general_equipment;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143106;Movlid Visaitov;TU43MV;5;1930;1970;combined_arms_focus;small_unit_tactics;technical_efficiency;decentralized_execution;blitzkrieg_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143107;Tsallagov Panteley;TU43TP;2;1930;1970;naval_artillery;small_taskforce_tactics;submarine_tactics;large_taskforce_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
143108;Ibragim Dzusov;TU34ID;4;1930;1970;aircraft_testing;bomber_tactics;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
