U32;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
20500;George D. Birkhoff;T20500;8;1930;1944;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20524;Frank Stewart Patterson;KR_Frank_Stewart_Patterson_TT;5;1930;1970;individual_courage;bomber_tactics;training;piloting;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20501;Claude E. Shannon;T20501;7;1940;1970;electronics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20502;Henry Ford;T20502;8;1930;1970;mechanics;industrial_engineering;technical_efficiency;management;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20503;Aubrey Fitch;T20503;6;1930;1970;large_taskforce_tactics;carrier_tactics;fighter_tactics;piloting;naval_training;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20504;American Motors;T20504;6;1954;1970;mechanics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20505;Eddie Rickenbacker;T20505;6;1930;1970;fighter_tactics;piloting;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20506;George C. Axtell;T20506;5;1940;1970;carrier_tactics;fighter_tactics;bomber_tactics;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20507;Howard Aiken;T20507;4;1930;1970;electronics;mathematics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20508;Walden L. Ainsworth;T20508;3;1930;1970;naval_training;small_taskforce_tactics;seamanship;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20509;Clayton Bissell;T20509;4;1930;1970;aeronautics;aircraft_testing;fighter_tactics;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20510;Clyde Cowan;T20510;6;1940;1970;electronics;nuclear_physics;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20511;Arthur Japy Hepburn;T20511;4;1930;1970;submarine_tactics;large_taskforce_tactics;centralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20512;University of Michigan;T20512;4;1930;1970;training;mathematics;technical_efficiency;chemistry;submarine_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20513;William B. Stout;T20513;6;1930;1956;mechanics;electronics;chemistry;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20514;Ford River Rouge Complex;T20514;6;1930;1970;technical_efficiency;electronics;mechanics;artillery;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20515;Packard Motor Car Company;T20515;5;1930;1960;mechanics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20516;Nash Motors;T20516;5;1930;1954;mechanics;general_equipment;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20517;Hudson Motor Car Company;T20517;5;1930;1954;mechanics;general_equipment;technical_efficiency;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20518;Charles Franklin Kettering;T20518;6;1930;1958;mechanics;general_equipment;electronics;chemistry;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20519;William Benson Mayo;T20519;8;1930;1944;electronics;chemistry;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20520;Detroit Aircraft Corporation;T20520;6;1930;1970;electronics;aeronautics;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20521;Parker Appliance Company;T20521;6;1930;1957;general_equipment;management;industrial_engineering;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20522;Northwestern Military Academy;T20522;4;1930;1970;combined_arms_focus;training;small_unit_tactics;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
20523;Parker Hannifin Corporation;T20523;7;1957;1970;aeronautics;technical_efficiency;general_equipment;management;industrial_engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
