U23;Name;Pic Name;Skill;Start Year;End Year;Speciality1;Speciality2;Speciality3;Speciality4;Speciality5;Speciality6;Speciality7;Speciality8;Speciality9;Speciality10;Speciality11;Speciality12;Speciality13;Speciality14;Speciality15;Speciality16;Speciality17;Speciality18;Speciality19;Speciality20;Speciality21;Speciality22;Speciality23;Speciality24;Speciality25;Speciality26;Speciality27;Speciality28;Speciality29;Speciality30;Speciality31;Speciality32;x
8151;Michelin;Michelin_T;2;1930;1970;technical_efficiency;mechanics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8152;Maryse Bastié;Maryse_Bastie_T;3;1930;1970;fighter_tactics;individual_courage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8153;Université de Montpellier;Univ_Montpellier_T;4;1930;1970;chemistry;mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8154;Roland de La Poype;Roland_de_La_Poype_T;5;1930;1970;fighter_tactics;individual_courage;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8155;Dewoitine;Dewoitine_T;4;1930;1970;fighter_design;aeronautics;aircraft_testing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8156;Manufacture d'Armes St.Etienne;Armes_S_Etienne_T;5;1930;1970;artillery;mechanics;general_equipment;technical_efficiency;munitions;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8157;Louis Armand;Louis_Armand_T;5;1930;1970;mechanics;management;technical_efficiency;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8158;Georges Bergé;Georges_Berge_T;5;1930;1970;aircraft_testing;bomber_tactics;centralized_execution;training;piloting;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8159;Edmon Jean;Edmon_Jean_T;4;1930;1970;fighter_tactics;decentralized_execution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
8160;Emile Muselier;Emile_Muselier_T;3;1930;1970;small_taskforce_tactics;naval_training;seamanship;carrier_tactics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
